,stock_n,year,brand,model,price,mileage,interior_color,exterior_color,drive_type,engine_size,num_cylinders,hp,comp_ratio,cam_shaft,engine_type,bore,stroke,values_per_cylinder,wheel_base,length,width,height,curb_weight,leg_room,head_room,seating_cap,cargo_cap,city_mpg,hw_mpg
1513,16564348,2015,BMW,428 I,24599.0,26000,Black,Black,2,2.0,4,240,10:1,Variable Timing DOHC,Turbo Gas,3.31,3.55,4.0,110.6,182.6,71.0,54.0,3470,42.2,39.8,4,16.0,22,34
1514,15986411,2013,BMW,528 I,20998.0,25000,Black,Gray,2,2.0,4,240,10:1,Dual Overhead Cam,Turbo Gas,3.3,3.5,4.0,116.9,193.1,73.0,57.0,3814,41.4,40.5,5,14.0,24,34
1515,16609954,2013,BMW,535 I,24599.0,41000,Black,Black,2,3.0,6,300,10:1,Dual Overhead Cam,Turbo Gas,3.3,3.5,4.0,116.9,193.1,73.0,57.0,4068,41.4,40.5,5,14.0,20,30
1516,16299307,2015,BMW,I3 Giga World Range Extender,18998.0,21000,Gray,Gray,2,0.06,2,170,11:1,OHC,Gas/Electric,3.11,2.6,4.0,101.2,157.4,69.0,62.0,3064,,39.6,4,,41,37
1517,16257664,2015,BMW,M4,41998.0,50000,Black,Silver,2,3.0,6,425,10:1,Variable Timing DOHC,Turbo Gas,3.31,3.53,4.0,110.7,183.9,73.0,52.0,4095,42.2,40.4,4,9.0,17,24
1518,16610464,2014,BMW,X3 XDrive28i,23998.0,40000,Tan,Blue,4,2.0,4,240,10:1,Variable Timing DOHC,Turbo Gas,3.31,3.53,4.0,110.6,183.0,74.0,65.0,4112,39.9,40.7,5,28.0,21,28
1519,16547065,2014,BMW,X5 XDrive35i,33998.0,47000,Brown,Black,4,3.0,6,302,10:1,Variable Timing DOHC,Turbo Gas,3.31,3.53,4.0,115.5,193.2,76.0,69.0,4960,40.4,40.5,7,23.0,18,27
1520,15867267,2011,BMW,Z4 3.0i,21998.0,58000,Red,White,2,3.0,6,255,11:1,Dual Overhead Cam,Gas,3.35,3.46,4.0,98.3,166.9,70.0,50.0,3252,42.2,39.1,2,8.0,18,28
1521,16610572,2013,Buick,Enclave Leather,23599.0,50000,Black,Silver,2,3.6,6,288,11:1,Dual Overhead Cam,Gas,3.7,3.37,4.0,118.9,201.9,,71.0,4724,41.3,40.4,8,115.0,17,24
1522,16610106,2012,Buick,LaCrosse Premium,13599.0,113000,Tan,White,2,3.6,6,303,11:1,Dual Overhead Cam,Gas,3.7,3.37,4.0,111.7,196.9,,59.0,4045,41.7,38.0,5,13.0,17,27
1523,16423361,2015,Buick,Regal Premium,15998.0,45000,Tan,Red,2,2.0,4,259,9.5:1,Variable Timing DOHC,Turbo Gas,3.39,3.39,4.0,107.8,190.2,73.0,58.0,3722,42.1,38.8,5,14.0,21,30
1524,16424019,2015,Buick,Verano Leather,17998.0,15000,Gray,Gray,2,2.4,4,180,11:1,Variable Timing DOHC,Gas,3.46,3.86,4.0,105.7,183.9,71.0,58.0,3300,42.0,38.3,5,14.0,21,32
1525,16609959,2016,Cadillac,ATS Luxury,23998.0,29000,Black,Gray,2,2.0,4,272,9.5:1,Variable Timing,Turbo Gas,3.39,3.39,4.0,109.3,182.8,71.0,55.0,3373,42.5,38.6,5,10.0,20,28
1526,16424637,2015,Cadillac,ATS Premium,20998.0,45000,Black,Gray,2,2.0,4,272,9.5:1,Variable Timing DOHC,Turbo Gas,3.39,3.39,4.0,109.3,182.8,71.0,55.0,3373,42.5,38.6,5,10.0,19,30
1527,16393576,2016,Cadillac,CT6 Platinum,48998.0,18000,Tan,Black,4,3.0,6,404,9.8:1,Variable Timing,Turbo Gas,3.39,3.37,4.0,122.4,204.0,74.0,57.0,4385,42.3,40.1,5,15.0,18,26
1528,16531242,2015,Cadillac,CTS,24998.0,16000,Gray,Black,2,2.0,4,272,9.5:1,Variable Timing DOHC,Turbo Gas,3.39,3.39,4.0,114.6,195.5,72.0,57.0,3620,42.6,39.2,5,14.0,20,30
1529,16610024,2016,Cadillac,SRX,25998.0,15000,Gray,Silver,2,3.6,6,308,12:1,Variable Timing,Gas,3.7,3.37,4.0,110.5,190.3,75.0,65.0,4277,41.2,39.7,5,30.0,17,24
1530,16610045,2017,Cadillac,XTS Luxury,26998.0,31000,Black,Black,2,3.6,6,305,11.50,Variable Timing,Gas,3.7,3.37,4.0,111.7,202.0,72.9,59.1,4006,42.1,39.0,5,18.0,18,28
1531,15736555,2014,Chevrolet,Camaro LS,14998.0,72000,Gray,Silver,2,3.6,6,323,12:1,Variable Timing DOHC,Gas,3.7,3.37,4.0,112.3,192.3,75.0,54.0,3780,42.4,37.4,4,11.0,17,28
1532,16424290,2015,Chevrolet,Camaro LT,21998.0,38000,Black,Black,2,3.6,6,323,12:1,Variable Timing DOHC,Gas,3.7,3.37,4.0,112.3,190.6,75.0,54.0,3738,42.4,37.4,4,11.0,19,30
1533,16610401,2012,Chevrolet,Camaro SS,22998.0,49000,Black,Black,2,6.2,8,400,11:1,Overhead Valve,Gas,4.06,3.62,2.0,112.3,190.4,75.0,54.0,3860,42.4,37.4,4,11.0,15,24
1534,16423567,2010,Chevrolet,Cobalt LT,8998.0,77000,Black,White,2,2.2,4,155,10:1,Dual Overhead Cam,Gas,3.39,3.72,0.0,103.3,180.3,67.0,57.0,3216,41.8,38.5,5,14.0,25,35
1535,16610431,2016,Chevrolet,Colorado LT,25998.0,36000,Black,Gray,2,3.6,6,305,11:1,Variable Timing DOHC,Gas,3.7,3.37,4.0,128.3,212.7,74.0,70.0,4010,45.0,41.4,5,,18,25
1536,15991450,2015,Chevrolet,Corvette Stingray Z51,45998.0,19000,Black,Yellow,2,6.2,8,460,12:1,Variable Timing OHC,Gas,4.07,3.62,2.0,106.7,176.9,73.0,48.0,3298,43.0,37.9,2,15.0,17,29
1537,15584424,2015,Chevrolet,Cruze LS,13599.0,20000,Gray,Silver,2,1.8,4,138,11:1,Variable Timing DOHC,Gas,3.17,3.47,4.0,105.7,181.0,70.0,58.0,3082,42.3,39.3,5,15.0,22,35
1538,16610597,2016,Chevrolet,Cruze LS,13998.0,27000,Black,Red,2,1.4,4,153,10:1,Variable Timing,Turbo Gas,2.91,3.2,4.0,106.3,183.7,70.0,57.0,2870,42.0,38.9,5,15.0,30,40
1539,16385069,2018,Chevrolet,Cruze LT,16998.0,12000,Black,Silver,2,1.4,4,153,10.00,Variable Timing,Turbo Gas,2.91,3.2,4.0,106.3,183.7,70.5,57.4,2930,42.0,38.9,5,22.7,29,40
1540,16424297,2016,Chevrolet,Cruze LT,14599.0,59000,Black,White,2,1.4,4,153,10:1,Variable Timing,Turbo Gas,2.91,3.2,4.0,106.3,183.7,70.0,57.0,2932,42.0,38.9,5,14.0,30,40
1541,16424690,2015,Chevrolet,Impala LT,18998.0,43000,Black,Red,2,2.5,4,196,11:1,Variable Timing DOHC,Gas,3.46,3.98,4.0,111.7,201.3,73.0,58.0,3730,45.8,39.9,5,19.0,22,31
1542,16496853,2017,Chevrolet,Impala Premier,22998.0,39000,Black,Black,2,3.6,6,305,11.50,Variable Timing,Ethanol/Gas,3.7,3.37,4.0,111.7,201.3,73.0,58.9,3800,45.8,39.9,5,18.8,19,28
1543,15290537,2015,Chevrolet,Malibu LT,16599.0,46000,Gray,Gray,2,2.5,4,196,11:1,Variable Timing DOHC,Gas,3.46,3.98,4.0,107.8,191.5,73.0,57.0,3439,42.1,39.0,5,16.0,25,36
1544,16610197,2014,Chevrolet,Malibu LT,13998.0,66000,Black,Gray,2,2.5,4,197,11:1,Variable Timing DOHC,Gas,3.46,3.98,4.0,107.8,191.5,73.0,57.0,3439,42.1,39.0,5,16.0,25,36
1545,16609903,2011,Chevrolet,Malibu LTZ,12998.0,44000,Brown,White,2,2.4,4,169,10:1,Dual Overhead Cam,Gas,3.46,3.85,4.0,112.3,191.8,,57.0,3649,42.2,39.4,5,15.0,22,33
1546,16610476,2008,Chevrolet,Silverado 1500 Work Truck,14998.0,84000,Gray,Gold,2,4.3,6,195,9.2:1,Overhead Valve,Gas,4.0,3.48,2.0,119.0,205.6,79.0,73.0,4453,41.3,41.5,3,,15,20
1547,16424346,2015,Chevrolet,Spark LS,9998.0,27000,Black,White,2,1.2,4,84,11:1,Variable Timing DOHC,Gas,2.78,3.15,4.0,93.5,144.7,62.0,61.0,2269,42.0,39.4,4,11.0,31,39
1548,16260504,2018,Chevrolet,Tahoe LT,44998.0,19000,Black,White,2,5.3,8,355,11.00,Variable Timing,Ethanol/Gas,3.78,3.62,2.0,116.0,204.0,80.5,74.4,5355,45.3,42.8,8,15.3,16,23
1549,16478377,2015,Chevrolet,Tahoe LT,41998.0,36000,Gray,White,2,5.3,8,355,11:1,Variable Timing OHC,Ethanol/Gas,3.78,3.62,2.0,116.0,204.0,80.0,74.0,5467,45.3,42.8,8,15.0,16,23
1550,16610347,2016,Chevrolet,Traverse LS,21998.0,27000,Black,Silver,2,3.6,6,281,11:1,Variable Timing,Gas,3.7,3.37,4.0,118.9,203.7,78.0,69.0,4647,41.3,40.4,8,24.0,15,22
1551,16044607,2014,Chevrolet,Traverse LT,19998.0,74000,Black,Gray,4,3.6,6,281,11:1,Variable Timing DOHC,Gas,3.7,3.37,4.0,118.9,203.7,78.0,69.0,4844,41.3,40.4,8,24.0,16,23
1552,16610108,2015,Chevrolet,Traverse LT,18599.0,81000,Gray,Blue,2,3.6,6,281,11:1,Variable Timing DOHC,Gas,3.7,3.37,4.0,118.9,203.7,78.0,69.0,4647,41.3,40.4,8,24.0,17,24
1553,16610040,2016,Chevrolet,Volt LT,21998.0,29000,Black,Blue,2,1.5,4,149,13:1,Variable Timing,Gas/Electric,2.91,3.41,4.0,106.1,180.4,71.0,56.0,3786,42.1,37.8,5,11.0,43,42
1554,16423168,2016,Chevrolet,Volt Premier,23998.0,27000,Black,Red,2,1.5,4,149,13:1,Variable Timing,Gas/Electric,2.91,3.41,4.0,106.1,180.4,71.0,56.0,3543,42.1,37.8,5,11.0,43,42
1555,16245587,2015,Chevrolet,Volt,14599.0,36000,Black,Silver,2,1.4,4,149,11:1,Variable Timing DOHC,Gas/Electric,2.89,3.25,4.0,105.7,177.1,70.0,56.0,3786,42.1,37.8,4,11.0,35,40
1556,16424016,2015,Chevrolet,Volt,14998.0,34000,Gray,White,2,1.4,4,149,11:1,Variable Timing DOHC,Gas/Electric,2.89,3.25,4.0,105.7,177.1,70.0,56.0,3786,42.1,37.8,4,11.0,35,40
1557,16424736,2015,Chevrolet,Volt,16998.0,23000,Black,Black,2,1.4,4,149,11:1,Variable Timing DOHC,Gas/Electric,2.89,3.25,4.0,105.7,177.1,70.0,56.0,3786,42.1,37.8,4,11.0,35,40
1558,16424737,2015,Chevrolet,Volt,15998.0,30000,Cream,White,2,1.4,4,149,11:1,Variable Timing DOHC,Gas/Electric,2.89,3.25,4.0,105.7,177.1,70.0,56.0,3786,42.1,37.8,4,11.0,35,40
1559,16610037,2015,Chevrolet,Volt,15998.0,33000,Tan,Blue,2,1.4,4,149,11:1,Variable Timing DOHC,Gas/Electric,2.89,3.25,4.0,105.7,177.1,70.0,56.0,3786,42.1,37.8,4,11.0,35,40
1560,16610039,2015,Chevrolet,Volt,14998.0,43000,Tan,White,2,1.4,4,149,11:1,Variable Timing DOHC,Gas/Electric,2.89,3.25,4.0,105.7,177.1,70.0,56.0,3786,42.1,37.8,4,11.0,35,40
1561,16610072,2013,Chevrolet,Volt,14599.0,40000,Tan,Silver,2,1.4,4,149,11:1,Dual Overhead Cam,Gas/Electric,2.89,3.25,0.0,105.7,177.1,,56.0,3781,42.0,37.8,4,11.0,35,40
1562,16610452,2014,Chevrolet,Volt,14998.0,59000,Black,Gray,2,1.4,4,149,11:1,Variable Timing DOHC,Gas/Electric,2.89,3.25,4.0,105.7,177.1,70.0,56.0,3786,42.1,37.8,4,11.0,35,40
1563,16610584,2016,Chrysler,200 Limited,15599.0,19000,Black,White,2,2.4,4,184,10:1,Variable Timing,Gas,3.46,3.82,4.0,108.0,192.3,73.0,58.0,3473,42.2,38.6,5,15.0,23,36
1564,16610369,2012,Chrysler,200 Touring,11998.0,18000,Black,Blue,2,2.4,4,173,11:1,Dual Overhead Cam,Gas,3.46,3.82,4.0,108.9,191.7,72.0,58.0,3402,42.4,40.1,5,14.0,20,31
1565,16424631,2011,Chrysler,300 Limited,15998.0,87000,Tan,White,2,3.6,6,292,10:1,Dual Overhead Cam,Ethanol/Gas,3.89,3.27,0.0,120.2,196.8,,58.0,3803,41.8,38.6,5,16.0,18,27
1566,16424839,2014,Chrysler,300 S,13599.0,118000,Black,White,2,3.6,6,300,10:1,Variable Timing DOHC,Ethanol/Gas,3.78,3.27,4.0,120.2,198.6,75.0,58.0,4029,41.8,38.6,5,16.0,19,31
1567,16610282,2014,Chrysler,300,15998.0,50000,Black,White,2,3.6,6,292,10:1,Variable Timing DOHC,Ethanol/Gas,3.78,3.27,4.0,120.2,198.6,75.0,58.0,4029,41.8,38.6,5,16.0,19,31
1568,15868074,2017,Chrysler,Pacifica Touring,22998.0,34000,Gray,White,2,3.6,6,287,11.30,Variable Timing,Gas,3.78,3.27,4.0,121.6,203.6,79.6,69.9,4652,41.1,40.1,8,32.3,18,28
1569,16597783,2017,Chrysler,Pacifica Touring L,22998.0,36000,Black,White,2,3.6,6,287,11.30,Variable Timing,Gas,3.78,3.27,4.0,121.6,203.6,79.6,69.9,4652,41.1,40.1,8,32.3,18,28
1570,16424833,2012,Dodge,Avenger SE,9998.0,100000,Black,Black,2,2.4,4,173,11:1,Dual Overhead Cam,Gas,3.46,3.82,4.0,108.9,192.6,72.0,58.0,3400,42.4,40.0,5,14.0,20,31
1571,16470065,2016,Dodge,Challenger R/T Plus Shaker,30998.0,33000,Black,Blue,2,5.7,8,372,11:1,Variable Timing,Gas,3.92,3.58,2.0,116.2,197.9,75.0,57.0,4082,42.0,39.3,5,16.0,15,23
1572,15991386,2012,Dodge,Challenger SXT,17998.0,54000,Black,Silver,2,3.6,6,305,10:1,Dual Overhead Cam,Ethanol/Gas,3.78,3.27,4.0,116.0,197.7,,57.0,3834,42.0,39.3,5,16.0,18,27
1573,16299233,2016,Dodge,Challenger SXT,22998.0,20000,Black,White,2,3.6,6,305,10:1,Variable Timing,Gas,3.78,3.27,4.0,116.2,197.9,75.0,57.0,3834,42.0,39.3,5,16.0,19,30
1574,16424609,2016,Dodge,Challenger SXT,22998.0,22000,Black,Blue,2,3.6,6,305,10:1,Variable Timing,Gas,3.78,3.27,4.0,116.2,197.9,75.0,57.0,3834,42.0,39.3,5,16.0,19,30
1575,16424640,2018,Dodge,Charger R/T,25998.0,27000,Black,Silver,2,5.7,8,370,10.50,Variable Timing,Gas,3.92,3.58,2.0,120.2,198.4,75.0,58.2,4264,41.8,38.6,5,16.5,16,25
1576,16424261,2014,Dodge,Charger SE,15998.0,64000,Black,Silver,2,3.6,6,292,10:1,Variable Timing DOHC,Gas,3.78,3.27,4.0,120.2,199.9,75.0,58.0,3961,41.8,38.6,5,17.0,18,27
1577,16610478,2014,Dodge,Charger SE,16998.0,45000,Black,Gray,2,3.6,6,292,10:1,Variable Timing DOHC,Gas,3.78,3.27,4.0,120.2,199.9,75.0,58.0,3961,41.8,38.6,5,17.0,18,27
1578,16424055,2015,Dodge,Charger SXT,17998.0,70000,Black,Gray,2,3.6,6,292,10:1,Variable Timing DOHC,Ethanol/Gas,3.78,3.27,4.0,120.2,198.4,75.0,58.0,3996,41.8,38.6,5,17.0,19,31
1579,16609772,2015,Dodge,Dart SXT,11998.0,69000,Black,White,2,2.4,4,184,10:1,Variable Timing OHC,Gas,3.46,3.82,4.0,106.4,183.9,72.0,57.0,3297,42.2,38.6,5,13.0,23,35
1580,16610147,2013,Dodge,Durango R/T,23998.0,88000,Black,White,2,5.7,8,360,11:1,Overhead Valve,Gas,3.92,3.58,2.0,119.8,199.8,75.0,70.0,5133,40.3,39.9,7,85.0,14,20
1581,16423763,2011,Dodge,Grand Caravan Mainstreet,13998.0,62000,Black,White,2,3.6,6,283,10:1,Dual Overhead Cam,Ethanol/Gas,3.78,3.27,0.0,121.2,202.5,76.0,68.0,4483,40.7,39.8,7,144.0,17,25
1582,16416975,2015,Dodge,Grand Caravan SE,15599.0,55000,Black,White,2,3.6,6,283,10:1,Variable Timing DOHC,Ethanol/Gas,3.78,3.27,4.0,121.2,202.8,78.0,68.0,4510,40.7,39.8,7,33.0,17,25
1583,16609939,2016,Dodge,Grand Caravan SXT,18998.0,49000,Black,White,2,3.6,6,283,10:1,Variable Timing,Ethanol/Gas,3.78,3.27,4.0,121.2,202.8,78.0,68.0,4510,40.7,39.8,7,33.0,17,25
1584,16494023,2017,Dodge,Journey Crossroad Plus,17998.0,32000,Black,Silver,2,3.6,6,283,10.50,Variable Timing DOHC,Ethanol/Gas,3.78,3.19,4.0,113.8,192.4,72.2,66.6,3818,40.8,40.8,7,39.6,17,25
1585,16131492,2016,Dodge,Ram 1500 Express,25998.0,18000,Gray,Gray,4,3.6,6,305,10:1,Variable Timing,Ethanol/Gas,3.66,3.41,4.0,140.5,229.0,79.0,75.0,5313,41.0,41.0,6,,16,23
1586,16183566,2016,Dodge,Ram 1500 Express,26998.0,24000,Gray,Silver,4,3.6,6,305,10:1,Variable Timing,Ethanol/Gas,3.66,3.41,4.0,140.5,229.0,79.0,75.0,5313,41.0,41.0,6,,16,23
1587,16610429,2016,Dodge,Ram 1500 Laramie,35998.0,26000,Black,Red,4,5.7,8,395,10:1,Variable Timing OHC,Gas,3.92,3.58,2.0,140.5,229.0,79.0,75.0,5596,41.0,41.0,6,,15,21
1588,16424281,2011,Dodge,Ram 1500 SLT,18998.0,93000,Gray,White,2,5.7,8,390,9.8:1,Overhead Valve,Gas,3.92,3.58,2.0,140.5,229.0,,75.0,5017,41.0,41.0,6,,14,20
1589,16610770,2016,Dodge,Ram 2500 Tradesman,35998.0,30000,Gray,White,4,6.4,8,410,11:1,Overhead Valve,Gas,4.09,3.72,2.0,149.5,237.4,79.0,77.0,6632,41.0,41.0,6,,10,15
1590,16423715,2013,Fiat,500 Abarth,12599.0,45000,Red,White,2,1.4,4,101,11:1,Single Overhead Cam,Gas,2.83,3.31,4.0,90.6,139.6,64.0,59.0,2363,40.7,38.9,4,10.0,27,34
1591,15670447,2015,Fiat,500 Pop,9998.0,40000,Black,Green,2,1.4,4,101,11:1,Variable Timing OHC,Gas,2.83,3.31,4.0,90.6,139.6,64.0,59.0,2363,40.7,38.9,4,10.0,31,40
1592,16155729,2012,Fiat,500 Pop,9599.0,58000,Black,Green,2,1.4,4,101,11:1,Single Overhead Cam,Gas,2.83,3.31,4.0,90.6,139.6,64.0,59.0,2350,40.7,38.9,4,10.0,27,34
1593,16170013,2015,Fiat,500 Pop,10599.0,33000,Gray,Green,2,1.4,4,101,11:1,Variable Timing OHC,Gas,2.83,3.31,4.0,90.6,139.6,64.0,59.0,2363,40.7,38.9,4,10.0,31,40
1594,16424921,2014,Fiat,500 Sport,8998.0,56000,Black,Silver,2,1.4,4,101,11:1,Variable Timing OHC,Gas,2.83,3.31,4.0,90.6,139.6,64.0,59.0,2363,40.7,38.9,4,10.0,31,40
1595,16020854,2016,Fiat,500X Easy,15998.0,27000,Black,Silver,4,2.4,4,180,10:1,Variable Timing,Gas,3.46,3.82,4.0,101.2,167.2,70.0,63.0,2967,41.4,39.1,5,19.0,21,29
1596,16519042,2016,Fiat,500X Easy,14998.0,42000,Black,Black,2,2.4,4,180,10:1,Variable Timing,Gas,3.46,3.82,4.0,101.2,167.2,70.0,63.0,2967,41.4,39.1,5,19.0,22,30
1597,16423909,2016,Ford,C-Max SE,14599.0,39000,Tan,White,2,2.0,4,188,12:1,Variable Timing,Gas/Electric,3.44,3.27,4.0,104.3,173.6,72.0,63.0,3607,40.4,41.0,5,19.0,41,36
1598,16609967,2015,Ford,C-Max energi SEL,15998.0,29000,Black,Black,2,2.0,4,188,12:1,Variable Timing DOHC,Gas/Electric,3.44,3.27,4.0,104.3,173.6,72.0,63.0,3899,43.1,41.0,5,19.0,40,36
1599,16610285,2013,Ford,Edge Limited,12998.0,120000,Black,White,2,3.5,6,285,10:1,Dual Overhead Cam,Gas,3.6,3.4,4.0,111.2,184.2,76.0,67.0,4056,40.7,40.0,5,69.0,19,27
1600,16609976,2015,Ford,Edge SE,18998.0,32000,Black,White,2,2.0,4,245,9.7:1,Variable Timing DOHC,Turbo Gas,3.4,2.51,4.0,112.2,188.1,75.0,68.0,4056,42.6,40.2,5,39.0,20,30
1601,16259435,2011,Ford,Edge SEL,13998.0,88000,Black,Red,2,3.5,6,285,11:1,Dual Overhead Cam,Gas,3.6,3.4,4.0,111.2,184.2,76.0,67.0,4082,40.7,40.0,5,69.0,19,26
1602,16610224,2014,Ford,Edge SEL,19998.0,31000,Tan,Blue,2,2.0,4,240,10:1,Variable Timing DOHC,Turbo Gas,3.41,3.3,4.0,111.2,184.2,76.0,67.0,4056,40.7,40.0,5,32.0,21,30
1603,16609974,2015,Ford,Edge Titanium,22998.0,42000,Cream,Red,2,3.5,6,280,9.7:1,Variable Timing,Gas,3.6,3.4,4.0,112.2,188.1,75.0,68.0,4056,42.6,40.2,5,39.0,18,26
1604,16610301,2017,Ford,Escape S,17998.0,12000,Black,Gray,2,2.5,4,168,9.70,Variable Timing,Ethanol/Gas,3.5,3.94,4.0,105.9,178.1,72.4,66.3,3552,43.1,39.9,5,34.0,21,29
1605,16609983,2015,Ford,Escape SE,16998.0,27000,Gray,Gray,2,2.0,4,240,10:1,Variable Timing DOHC,Gas,3.44,3.27,4.0,105.9,178.1,72.0,66.0,3502,43.1,39.9,5,34.0,22,30
1606,16610299,2014,Ford,Escape SE,15998.0,42000,Tan,White,2,2.0,4,240,10:1,Variable Timing DOHC,Gas,3.44,3.27,4.0,105.9,178.1,72.0,66.0,3515,43.1,39.9,5,34.0,22,30
1607,16610303,2015,Ford,Escape SE,15998.0,44000,Gray,Black,2,1.6,4,178,10:1,Variable Timing DOHC,Turbo Gas,3.11,3.2,4.0,105.9,178.1,72.0,66.0,3502,43.1,39.9,5,34.0,23,32
1608,16610304,2016,Ford,Escape SE,16998.0,36000,Gray,Red,2,1.6,4,178,10:1,Variable Timing,Turbo Gas,3.11,3.2,4.0,105.9,178.1,72.0,66.0,3492,43.1,39.9,5,34.0,23,31
1609,15908817,2017,Ford,Explorer Platinum,40998.0,17000,Black,Gray,4,3.5,6,365,10.00,Variable Timing,Turbo Gas,3.64,3.41,4.0,112.8,198.3,78.9,71.0,4901,42.9,41.4,7,21.0,16,22
1610,16238529,2015,Ford,Explorer XLT,24998.0,53000,Gray,Brown,4,3.5,6,290,11:1,Variable Timing DOHC,Ethanol/Gas,3.64,3.41,4.0,112.6,197.1,78.0,71.0,4697,43.1,41.4,7,21.0,17,23
1611,16609628,2015,Ford,Explorer XLT,26998.0,26000,Black,Black,2,3.5,4,240,11:1,Variable Timing DOHC,Ethanol/Gas,3.44,3.27,4.0,112.6,197.1,78.0,70.0,4534,43.1,41.4,7,21.0,20,28
1612,16610312,2016,Ford,Explorer XLT,25998.0,37000,Black,Gray,2,2.3,4,270,11:1,Variable Timing DOHC,Turbo Gas,0.0,0.0,4.0,112.8,198.3,78.0,70.0,4432,42.9,41.4,7,21.0,19,27
1613,16610310,2016,Ford,Explorer,22998.0,38000,Cream,Red,2,3.5,6,290,11:1,Variable Timing,Ethanol/Gas,3.64,3.41,4.0,112.8,198.3,78.0,70.0,4432,42.9,41.4,7,21.0,17,24
1614,16020236,2012,Ford,F150 FX4,26998.0,63000,Black,Red,4,3.5,6,365,11:1,Dual Overhead Cam,Turbo Gas,3.64,3.41,4.0,144.4,231.7,78.0,76.0,5586,41.4,41.0,5,,15,21
1615,16058057,2015,Ford,F150 Lariat,33998.0,21000,Gray,Red,2,2.7,6,325,10:1,Variable Timing DOHC,Turbo Gas,3.27,3.27,4.0,156.8,243.7,79.0,75.0,5345,43.9,40.8,6,,19,26
1616,16424312,2015,Ford,F150 Lariat,34998.0,50000,Black,Black,2,2.7,6,325,10:1,Variable Timing DOHC,Turbo Gas,3.27,3.27,4.0,156.8,243.7,79.0,75.0,5345,43.9,40.8,6,,19,26
1617,15099877,2015,Ford,F150 XLT,33998.0,20000,Black,Gray,4,2.7,6,325,11:1,Variable Timing DOHC,Turbo Gas,3.27,3.27,4.0,145.0,231.9,79.0,76.0,5586,43.9,40.8,6,,18,23
1618,15772414,2011,Ford,F150 XLT,20998.0,72000,Gray,Silver,2,3.7,6,302,11:1,Dual Overhead Cam,Ethanol/Gas,3.76,3.41,4.0,144.4,231.7,78.0,74.0,5128,41.4,41.0,6,,17,23
1619,16609737,2011,Ford,F150 XLT,19998.0,92000,Gray,Gray,2,5.0,8,360,11:1,Dual Overhead Cam,Ethanol/Gas,3.63,3.65,4.0,144.4,231.7,78.0,74.0,5128,41.4,41.0,6,,15,21
1620,16388117,2016,Ford,F250 Lariat,49998.0,50000,Black,Gray,4,6.7,8,400,9.8:1,Overhead Valve,Turbo Diesel,3.9,4.25,4.0,172.4,263.0,79.0,79.0,6942,41.1,40.7,6,,12,17
1621,16610575,2015,Ford,F350 Lariat,53998.0,36000,Black,Gray,4,6.7,8,400,9.8:1,Overhead Valve,Turbo Diesel,3.9,4.25,4.0,156.2,246.8,79.0,80.0,6890,41.1,40.7,6,,12,17
1622,16610316,2015,Ford,Fiesta SE,10998.0,37000,Black,Gray,2,1.6,4,120,11:1,Variable Timing DOHC,Gas,3.11,3.2,4.0,98.0,159.7,67.0,58.0,2537,42.2,39.1,5,15.0,28,36
1623,16610318,2015,Ford,Fiesta SE,11599.0,26000,Black,Blue,2,1.6,4,120,11:1,Variable Timing DOHC,Gas,3.11,3.2,4.0,98.0,159.7,67.0,58.0,2537,42.2,39.1,5,15.0,28,36
1624,16610317,2015,Ford,Flex SEL,24998.0,24000,Tan,Red,2,3.5,6,287,10:1,Variable Timing DOHC,Gas,3.64,3.41,4.0,117.9,201.8,75.0,68.0,4439,42.6,41.8,7,20.0,18,25
1625,16424676,2015,Ford,Focus S,10998.0,45000,Black,Silver,2,2.0,4,160,12:1,Variable Timing DOHC,Ethanol/Gas,3.44,3.27,4.0,104.3,178.5,71.0,57.0,2907,43.7,38.3,5,13.0,26,36
1626,16609995,2016,Ford,Focus SE,13998.0,34000,Black,Red,2,2.0,4,160,12:1,Variable Timing,Ethanol/Gas,3.44,3.27,4.0,104.3,171.7,71.0,57.0,2920,43.1,38.3,5,23.0,26,36
1627,16610001,2016,Ford,Fusion S,14599.0,30000,Gray,Tan,2,2.5,4,175,9.7:1,Variable Timing,Gas,3.5,3.94,4.0,112.2,191.7,75.0,58.0,3427,44.3,39.2,5,16.0,22,33
1628,16424079,2011,Ford,Fusion SE,10998.0,64000,Tan,Gray,2,2.5,4,175,9.7:1,Dual Overhead Cam,Gas,3.5,3.9,4.0,107.4,190.6,72.0,56.0,3342,42.3,38.7,5,17.0,22,29
1629,16424326,2015,Ford,Fusion SE,16599.0,36000,Black,Gold,2,1.5,4,181,9.7:1,Variable Timing DOHC,Turbo Gas,3.11,3.01,4.0,112.2,191.7,75.0,58.0,3427,44.3,39.2,5,16.0,25,37
1630,16424329,2014,Ford,Fusion SE,13599.0,55000,Black,Black,2,2.0,4,240,9.7:1,Variable Timing DOHC,Turbo Gas,3.45,3.27,4.0,112.2,191.7,72.0,58.0,3615,44.3,39.2,5,16.0,22,33
1631,16593507,2016,Ford,Fusion SE,14998.0,39000,Black,Black,2,2.5,4,175,9.7:1,Variable Timing,Gas,3.5,3.94,4.0,112.2,191.7,75.0,58.0,3427,44.3,39.2,5,16.0,22,33
