,stock_n,year,brand,model,price,mileage,interior_color,exterior_color,drive_type,engine_size,num_cylinders,hp,comp_ratio,cam_shaft,engine_type,bore,stroke,values_per_cylinder,wheel_base,length,width,height,curb_weight,leg_room,head_room,seating_cap,cargo_cap,city_mpg,hw_mpg
290,16250694,2017,Toyota,Corolla SE,17998.0,8000,Black,Red,2,1.8,4,132,10.00,Variable Timing,Gas,3.17,3.48,4.0,106.3,183.1,69.9,57.3,2865,42.3,38.3,5,13.2,28,36
291,16250629,2011,Toyota,Prius Five,15998.0,46000,Gray,Silver,2,1.8,4,98,13:1,Dual Overhead Cam,Gas/Electric,3.17,3.48,4.0,106.3,175.6,,58.0,3042,42.5,38.3,5,22.0,51,48
292,16171437,2013,Toyota,Prius Three,16998.0,21000,Gray,Blue,2,1.8,4,98,13:1,Dual Overhead Cam,Gas/Electric,3.17,3.48,4.0,106.3,176.4,,58.0,3042,42.5,38.6,5,22.0,51,48
293,16568212,2015,Toyota,Prius c One,14998.0,38000,Black,Red,2,1.5,4,99,13:1,Variable Timing DOHC,Gas/Electric,2.95,3.34,4.0,100.4,157.3,66.0,56.0,2500,41.7,38.6,5,17.0,53,46
294,16250655,2014,Toyota,RAV4 Limited,16998.0,106000,Gray,Silver,4,2.5,4,176,10:1,Variable Timing DOHC,Gas,3.54,3.86,4.0,104.7,179.9,72.0,67.0,3610,42.6,38.9,5,38.0,22,29
295,16450975,2015,Toyota,RAV4 XLE,21998.0,38000,Black,Black,4,2.5,4,176,10:1,Variable Timing DOHC,Gas,3.54,3.86,4.0,104.7,179.9,72.0,67.0,3585,42.6,38.9,5,38.0,22,29
296,16250696,2012,Toyota,RAV4,15998.0,55000,Gray,Red,2,2.5,4,179,10:1,Dual Overhead Cam,Gas,3.54,3.86,4.0,104.7,181.9,,66.0,3360,41.8,40.8,7,73.0,22,28
297,16327971,2017,Toyota,Sequoia SR5,35998.0,34000,Gray,Burgundy,4,5.7,8,381,10.20,Variable Timing,Gas,3.7,4.02,4.0,122.0,205.1,79.9,77.0,5985,42.5,34.8,8,18.9,13,17
298,16327972,2017,Toyota,Sequoia SR5,36998.0,27000,Gray,White,4,5.7,8,381,10.20,Variable Timing,Gas,3.7,4.02,4.0,122.0,205.1,79.9,77.0,5985,42.5,34.8,8,18.9,13,17
299,15915009,2015,Toyota,Sienna XLE Premium,27998.0,44000,Gray,Silver,2,3.5,6,266,11:1,Variable Timing,Gas,3.7,3.27,4.0,119.3,200.2,78.0,70.0,4465,40.5,39.1,8,39.0,18,25
300,16327788,2012,Toyota,Yaris L,10599.0,35000,Gray,Blue,2,1.5,4,106,11:1,Dual Overhead Cam,Gas,2.95,3.33,4.0,98.8,153.5,,59.0,2315,40.6,39.3,5,15.0,30,35
301,16250609,2013,Volkswagen,GLI Autobahn,14998.0,79000,Black,Silver,2,2.0,4,200,9.6:1,Dual Overhead Cam,Turbo Gas,3.25,3.65,4.0,104.4,182.2,,56.0,3158,41.2,38.2,5,16.0,24,32
302,16327610,2017,Volvo,XC60 T5 Inscription,26998.0,36000,Black,Silver,4,2.0,4,240,10.80,Variable Timing,Turbo Gas,3.25,3.67,4.0,109.2,182.8,74.4,67.4,4092,41.2,38.0,5,30.8,20,27
303,15908835,2015,Acura,RDX,22998.0,44000,Tan,White,2,3.5,6,273,11:1,Variable Timing OHC,Gas,3.5,3.66,4.0,105.7,183.5,73.0,66.0,3717,42.0,38.7,5,26.0,20,28
304,15908978,2016,Audi,S3 Premium Plus,28998.0,43000,Black,Silver,4,2.0,4,292,9.3:1,Variable Timing,Turbo Gas,3.25,3.65,4.0,103.6,175.9,70.0,54.0,3450,41.2,36.5,5,10.0,23,31
305,15908224,2015,BMW,320 I,17998.0,46000,Black,Silver,2,2.0,4,180,10:1,Variable Timing DOHC,Turbo Gas,3.31,3.55,4.0,110.6,182.1,71.0,56.0,3295,42.0,40.3,5,17.0,23,36
306,16250203,2012,BMW,328 I,15998.0,68000,Black,Red,2,2.0,4,240,10:1,Dual Overhead Cam,Turbo Gas,3.3,3.5,4.0,110.6,182.5,71.0,56.0,3406,42.0,40.3,5,13.0,23,34
307,16237640,2014,BMW,328 XI,20998.0,19000,Black,Red,4,2.0,4,240,10:1,Variable Timing DOHC,Turbo Gas,3.31,3.55,4.0,110.6,182.1,71.0,56.0,3595,42.0,40.3,5,17.0,22,33
308,16238419,2014,BMW,X6 M,45998.0,39000,Tan,Black,4,4.4,8,555,9.3:1,Variable Timing DOHC,Turbo Gas,3.5,3.48,4.0,115.5,192.0,78.0,66.0,5324,40.4,38.3,5,26.0,13,17
309,16568229,2013,Cadillac,ATS Premium,21998.0,26000,Black,Black,4,2.0,4,270,9.5:1,Dual Overhead Cam,Turbo Gas,3.39,3.39,4.0,109.3,182.8,,56.0,3600,42.5,38.6,5,10.0,20,30
310,16039102,2017,Cadillac,XTS Luxury,25998.0,35000,Gray,Silver,2,3.6,6,305,11.50,Variable Timing,Gas,3.7,3.37,4.0,111.7,202.0,72.9,59.1,4006,42.1,39.0,5,18.0,18,28
311,15660875,2015,Chevrolet,Camaro LS,17998.0,25000,Black,Red,2,3.6,6,323,12:1,Variable Timing DOHC,Gas,3.7,3.37,4.0,112.3,190.6,75.0,54.0,3719,42.4,37.4,4,11.0,17,28
312,16171348,2016,Chevrolet,Colorado LT,29998.0,30000,Black,Silver,4,3.6,6,305,12:1,Variable Timing,Gas,3.7,3.37,4.0,128.3,212.7,74.0,70.0,4380,45.0,41.4,5,,17,24
313,16568249,2015,Chevrolet,Impala LS,15998.0,32000,Gray,Black,2,2.5,4,196,11:1,Variable Timing DOHC,Gas,3.46,3.98,4.0,111.7,201.3,73.0,58.0,3730,45.8,39.9,5,19.0,22,31
314,16451019,2015,Chevrolet,Malibu LS,12998.0,55000,Gray,White,2,2.5,4,196,11:1,Variable Timing DOHC,Gas,3.46,3.98,4.0,107.8,191.5,73.0,57.0,3393,42.1,39.0,5,16.0,25,36
315,16238226,2017,Chevrolet,Malibu LT,15998.0,33000,Black,Gray,2,1.5,4,160,10.00,Variable Timing,Turbo Gas,2.91,3.41,4.0,111.4,193.8,73.0,57.6,3126,42.0,39.1,5,15.8,27,36
316,16250383,2012,Chevrolet,Malibu LT,10599.0,84000,Black,Silver,2,2.4,4,169,10:1,Dual Overhead Cam,Gas,3.46,3.85,4.0,112.3,191.8,,57.0,3436,42.2,39.4,5,15.0,22,33
317,15325981,2014,Chevrolet,Sonic RS,11998.0,60000,Black,Blue,2,1.4,4,138,9.5:1,Variable Timing DOHC,Turbo Gas,2.85,3.25,4.0,99.4,159.0,68.0,59.0,2811,41.8,38.7,5,19.0,27,34
318,16171002,2015,Chevrolet,Spark LS,9998.0,39000,Gray,Green,2,1.2,4,84,11:1,Variable Timing DOHC,Gas,2.78,3.15,4.0,93.5,144.7,62.0,61.0,2269,42.0,39.4,4,11.0,31,39
319,16238080,2016,Chevrolet,Spark LS,11599.0,14000,Black,Red,2,1.4,4,98,11:1,Variable Timing,Gas,2.91,3.2,4.0,93.9,143.1,62.0,58.0,2312,41.7,39.0,4,11.0,31,40
320,15777908,2017,Chevrolet,Spark LT,14998.0,2000,Black,Purple,2,1.4,4,98,10.60,Variable Timing,Gas,2.91,3.2,4.0,93.9,143.1,62.8,58.4,2312,41.7,39.0,4,11.1,30,38
321,16409415,2016,Dodge,Dart SE,11998.0,16000,Black,Black,2,2.0,4,160,10:1,Variable Timing DOHC,Gas,3.46,3.23,4.0,106.4,183.9,72.0,57.0,3122,42.2,38.6,5,13.0,25,35
322,16450627,2012,Dodge,Durango Citadel,23998.0,80000,Black,Blue,4,5.7,8,360,10:1,Overhead Valve,Gas,3.92,3.58,2.0,119.8,199.8,75.0,70.0,5097,40.3,39.9,7,85.0,13,20
323,15914556,2017,Dodge,Durango R/T,37998.0,27000,Black,White,4,5.7,8,360,10.50,Variable Timing,Gas,3.92,3.58,2.0,119.8,201.2,75.8,71.9,5331,40.3,39.9,7,17.2,14,22
324,16238298,2016,Ford,Edge SEL,21998.0,31000,Black,Black,2,2.0,4,245,9.7:1,Variable Timing,Turbo Gas,3.4,2.51,4.0,112.2,188.1,75.0,68.0,3927,40.5,40.2,5,39.0,20,30
325,16217694,2017,Ford,Escape SE,19998.0,10000,Black,White,2,1.5,4,179,10.00,Variable Timing,Turbo Gas,3.11,3.0,4.0,105.9,178.1,72.4,66.3,3526,43.1,39.9,5,34.0,23,30
326,16327439,2015,Ford,Escape SE,17998.0,49000,Black,Black,4,2.0,4,240,10:1,Variable Timing DOHC,Gas,3.44,3.27,4.0,105.9,178.1,72.0,66.0,3645,43.1,39.9,5,34.0,21,28
327,16170880,2014,Ford,Escape Titanium,16998.0,84000,Tan,Gray,4,2.0,4,240,10:1,Variable Timing DOHC,Gas,3.44,3.27,4.0,105.9,178.1,72.0,66.0,3769,43.1,39.9,5,34.0,21,28
328,16327636,2016,Ford,Explorer Limited,28998.0,51000,Black,Silver,4,3.5,6,290,11:1,Variable Timing,Ethanol/Gas,3.64,3.41,4.0,112.8,198.3,78.0,71.0,4610,42.9,41.4,7,21.0,16,23
329,16238802,2015,Ford,Explorer XLT,26998.0,36000,Tan,Silver,4,3.5,6,290,11:1,Variable Timing DOHC,Ethanol/Gas,3.64,3.41,4.0,112.6,197.1,78.0,71.0,4697,43.1,41.4,7,21.0,17,23
330,16327468,2015,Ford,Explorer XLT,26998.0,26000,Black,Blue,4,3.5,6,290,11:1,Variable Timing DOHC,Ethanol/Gas,3.64,3.41,4.0,112.6,197.1,78.0,71.0,4697,43.1,41.4,7,21.0,17,23
331,16238699,2014,Ford,F150 XL,23998.0,34000,Gray,White,4,5.0,8,360,11:1,Variable Timing DOHC,Gas,3.63,3.65,4.0,144.5,231.8,78.0,75.0,5333,41.4,41.0,6,,14,19
332,16170979,2010,Ford,F150 XLT,22998.0,71000,Gray,Red,4,5.4,8,310,9.8:1,Single Overhead Cam,Ethanol/Gas,3.55,4.16,0.0,144.4,231.7,97.0,76.0,5522,41.4,41.0,6,58.0,14,18
333,16250278,2011,Ford,Fiesta SE,7599.0,119000,Tan,Green,2,1.6,4,120,11:1,Dual Overhead Cam,Gas,3.1,3.2,4.0,98.0,173.6,66.0,58.0,2578,42.2,39.1,5,13.0,28,37
334,16250365,2010,Ford,Focus SES,9998.0,59000,Tan,Silver,2,2.0,4,140,10:1,Dual Overhead Cam,Gas,3.44,3.27,2.0,102.9,175.0,78.0,58.0,2617,41.7,39.2,5,14.0,24,35
335,16238443,2014,Ford,Focus ST,15998.0,58000,Gray,Orange,2,2.0,4,252,9.3:1,Variable Timing DOHC,Turbo Gas,3.44,3.27,4.0,104.3,171.7,71.0,58.0,3223,43.7,38.3,5,24.0,23,32
336,16495753,2015,Ford,Focus Titanium,15998.0,18000,Black,Gray,2,2.0,4,160,12:1,Variable Timing DOHC,Ethanol/Gas,3.44,3.27,4.0,104.3,171.6,71.0,57.0,2920,43.7,38.3,5,24.0,26,38
337,16238039,2008,Ford,Fusion S,8998.0,54000,Tan,Red,2,2.3,4,160,9.7:1,Dual Overhead Cam,Gas,3.4,3.7,4.0,107.4,190.2,72.0,57.0,3175,42.3,38.7,5,16.0,20,29
338,15908629,2014,Ford,Fusion SE,13998.0,21000,Black,Gray,2,2.5,4,175,9.7:1,Variable Timing DOHC,Gas,3.5,3.94,4.0,112.2,191.7,72.0,58.0,3615,44.3,39.2,5,16.0,22,34
339,16451018,2015,Ford,Fusion SE,14599.0,48000,Black,White,4,2.0,4,240,9.3:1,Variable Timing DOHC,Turbo Gas,3.45,3.27,4.0,112.2,191.7,75.0,58.0,3427,44.3,39.2,5,16.0,22,31
340,16450941,2016,Ford,Fusion Titanium,21998.0,13000,Tan,White,4,2.0,4,240,9.3:1,Variable Timing,Turbo Gas,3.45,3.27,4.0,112.2,191.7,75.0,58.0,3681,44.3,39.2,5,16.0,22,31
341,15594540,2015,Ford,Mustang EcoBoost,18998.0,42000,Black,Red,2,2.3,4,310,9.5:1,Variable Timing DOHC,Turbo Gas,3.45,3.7,4.0,107.1,188.3,75.0,54.0,3501,44.5,37.6,4,14.0,21,32
342,16238308,2017,Ford,Mustang EcoBoost,22998.0,27000,Black,Black,2,2.3,4,310,9.50,Variable Timing,Turbo Gas,3.45,3.7,4.0,107.1,188.3,75.4,54.4,3532,44.5,37.6,4,13.5,21,30
343,16250758,2016,Ford,Mustang GT,30998.0,14000,Black,Gray,2,5.0,8,435,11:1,Variable Timing,Gas,3.63,3.65,4.0,107.1,188.3,75.0,54.0,3705,44.5,37.6,4,14.0,16,25
344,16238229,2015,Ford,Mustang,17998.0,39000,Black,Silver,2,3.7,6,300,11:1,Variable Timing DOHC,Gas,3.76,3.41,4.0,107.1,188.3,75.0,54.0,3630,44.5,37.6,4,11.0,19,27
345,16238775,2014,Ford,Mustang,16998.0,22000,Black,Gray,2,3.7,6,305,11:1,Variable Timing DOHC,Gas,3.76,3.41,4.0,107.1,188.5,73.0,55.0,3447,42.4,38.5,4,13.0,19,29
346,16238433,2018,Ford,Taurus SHO,30998.0,19000,Black,Gray,4,3.5,6,365,10.30,Variable Timing,Turbo Gas,3.6,3.4,4.0,112.9,202.9,77.3,60.7,4343,44.2,39.0,5,20.1,16,24
347,16450774,2017,Ford,Transit Connect XLT,22998.0,2000,Gray,Silver,2,2.5,4,169,9.70,Variable Timing,Gas,3.5,3.94,4.0,104.8,173.9,72.2,72.6,3668,41.5,46.8,5,46.9,19,27
348,15574735,2015,GMC,Sierra 1500 SLT,30998.0,59000,Gray,White,2,5.3,8,355,12:1,Variable Timing OHC,Ethanol/Gas,3.78,3.62,2.0,153.0,239.0,80.0,73.0,5000,45.3,42.8,6,,16,23
349,15908294,2015,Honda,Accord EX-L,18998.0,27000,Black,Brown,2,2.4,4,185,11:1,Variable Timing DOHC,Gas,3.43,3.9,4.0,107.3,189.2,72.0,56.0,3322,42.2,37.2,5,13.0,27,36
350,16568238,2017,Honda,Accord EX-L,24998.0,3000,Black,Black,2,2.4,4,185,11.10,Variable Timing,Gas,3.43,3.9,4.0,107.3,189.5,73.0,56.5,3342,42.2,37.2,5,13.4,27,36
351,16171353,2014,Honda,Civic LX,12998.0,70000,Gray,Silver,2,1.8,4,143,11:1,Variable Timing OHC,Gas,3.19,3.44,4.0,105.1,179.4,69.0,56.0,2815,42.0,39.0,5,13.0,30,39
352,16250302,2010,Honda,Civic LX,12599.0,49000,Gray,Gray,2,1.8,4,140,11:1,Single Overhead Cam,Gas,3.19,3.44,4.0,106.3,177.3,69.0,56.0,2754,42.2,39.4,5,12.0,25,36
353,15776868,2015,Honda,CR-V Touring,25998.0,28000,Black,Black,4,2.4,4,185,11:1,Variable Timing DOHC,Gas,3.43,3.9,4.0,103.1,179.4,71.0,65.0,3624,41.3,38.0,5,35.0,26,33
354,16497727,2016,Honda,Fit LX,14998.0,35000,Black,White,2,1.5,4,130,12:1,Variable Timing,Gas,2.87,3.52,4.0,99.6,160.0,67.0,60.0,2544,41.4,39.5,5,17.0,33,40
355,15908814,2011,Honda,Fit,11599.0,40000,Gray,Black,2,1.5,4,117,10:1,Single Overhead Cam,Gas,2.87,3.52,4.0,98.4,161.6,,60.0,2489,41.3,40.4,5,21.0,27,33
356,16568200,2018,Honda,HR-V LX,22998.0,5000,Black,Gray,4,1.8,4,141,10.60,Variable Timing,Gas,3.19,3.44,4.0,102.8,169.1,69.8,63.2,3062,41.2,39.5,5,23.2,27,31
357,16170908,2011,Honda,Pilot EX-L,19998.0,80000,Gray,Blue,4,3.5,6,250,11:1,Single Overhead Cam,Gas,3.5,3.66,4.0,109.2,190.9,,72.0,4544,41.4,39.3,8,87.0,16,22
358,16238656,2017,Hyundai,Accent SE,12998.0,19000,Gray,Red,2,1.6,4,137,11.00,Variable Timing,Gas,3.03,3.36,4.0,101.2,162.0,66.9,57.1,2555,41.8,39.9,5,21.2,26,36
359,15660972,2012,Hyundai,Elantra GLS,10599.0,87000,Tan,White,2,1.8,4,148,10:1,Dual Overhead Cam,Gas,3.19,3.43,4.0,106.3,178.3,69.0,56.0,2701,43.6,40.0,5,15.0,28,38
360,16005469,2012,Dodge,Grand Caravan Crew,18998.0,29000,Gray,Silver,2,3.6,6,283,10:1,Dual Overhead Cam,Ethanol/Gas,3.78,3.26,4.0,121.2,202.8,78.0,67.0,4321,40.7,39.8,7,144.0,17,25
361,16238770,2017,Dodge,Journey SXT,20998.0,18000,Black,Gray,4,3.6,6,283,10.00,Variable Timing,Gas,3.78,3.19,4.0,113.8,192.4,72.2,66.6,4238,40.8,40.8,7,39.6,16,24
362,16237426,2012,Dodge,Ram 1500 Express,20998.0,74000,Black,Burgundy,2,5.7,8,390,11:1,Overhead Valve,Gas,3.92,3.58,2.0,140.5,229.0,,75.0,5167,41.0,41.0,6,,14,20
363,16322505,2015,Dodge,Ram 1500 Laramie Limited,37998.0,29000,Black,White,4,5.7,8,395,11:1,Variable Timing OHC,Gas,3.92,3.58,2.0,149.5,237.9,79.0,75.0,5780,41.0,41.0,5,,15,21
364,16250146,2014,Dodge,Ram 1500 Sport,28998.0,86000,Black,Gray,4,5.7,8,395,11:1,Variable Timing OHC,Gas,3.92,3.58,2.0,140.5,229.0,79.0,75.0,5300,41.0,41.0,5,,15,21
365,16104178,2017,Fiat,124 Spider Abarth,24998.0,8000,Black,White,2,1.4,4,165,9.80,Variable Timing,Turbo Gas,2.83,3.31,4.0,90.9,159.6,68.5,48.5,2436,43.1,37.4,2,4.9,26,35
366,15424432,2014,Infiniti,QX60,28998.0,45000,Black,Black,4,3.5,6,265,10:1,Variable Timing DOHC,Gas,3.76,3.2,4.0,114.2,196.4,77.0,68.0,4419,42.3,40.7,7,16.0,19,25
367,15908440,2016,Jaguar,XF Premium,27998.0,33000,Black,Gray,2,3.0,6,340,11:1,Variable Timing,Supercharged,3.33,3.5,4.0,116.5,195.2,78.0,57.0,3660,41.5,37.3,5,19.0,20,29
368,16568158,2016,Jeep,Cherokee Sport,17998.0,46000,Black,Black,4,2.4,4,184,10:1,Variable Timing,Gas,3.46,3.82,4.0,106.3,182.0,73.0,66.0,4044,41.1,39.4,5,30.0,21,28
369,16568144,2014,Jeep,Compass Sport,13998.0,75000,Black,Gray,4,2.4,4,172,11:1,Variable Timing DOHC,Gas,3.46,3.82,4.0,103.7,175.1,71.0,65.0,3247,40.6,40.7,5,23.0,23,28
370,16327960,2016,Jeep,Patriot High Altitude,16998.0,12000,Tan,Tan,2,2.0,4,158,11:1,Variable Timing,Gas,3.39,3.39,4.0,103.7,173.8,69.0,65.0,3210,40.6,41.0,5,23.0,22,26
371,16250274,2015,Jeep,Renegade Latitude,16998.0,13000,Tan,Black,2,1.4,4,160,9.8:1,Variable Timing OHC,Turbo Gas,2.83,3.31,4.0,101.2,166.6,71.0,66.0,3044,41.2,41.1,5,19.0,24,31
372,16238314,2017,Jeep,Renegade Sport,16998.0,16000,Black,Gray,2,2.4,4,180,9.80,Variable Timing OHC,Turbo Gas,3.46,3.82,4.0,101.2,166.6,74.2,66.5,3044,41.2,41.1,5,18.5,22,30
373,16238828,2016,Jeep,Wrangler Sport,24998.0,38000,Black,Silver,4,3.6,6,285,10:1,Variable Timing,Gas,3.78,3.27,4.0,95.4,152.8,73.0,70.0,3879,41.0,41.3,4,13.0,17,21
374,16102692,2014,Jeep,Wrangler Unlimited Rubicon,31998.0,33000,Black,Gray,4,3.6,6,285,10:1,Variable Timing DOHC,Gas,3.78,3.27,4.0,116.0,173.4,73.0,70.0,4521,41.0,41.3,5,32.0,16,21
375,16327532,2015,Kia,Optima LX,13998.0,30000,Gray,Silver,2,2.4,4,192,11:1,Variable Timing DOHC,Gas,3.46,3.82,4.0,110.0,190.7,72.0,57.0,3237,45.5,40.0,5,15.0,23,34
376,15908041,2015,Kia,Sedona SX,23998.0,36000,Gray,Blue,2,3.3,6,276,12:1,Variable Timing DOHC,Gas,3.66,3.3,4.0,120.5,201.4,78.0,68.0,4548,40.9,39.8,8,34.0,18,24
377,16327596,2018,Kia,Sorento LX,24998.0,7000,Tan,White,4,3.3,6,290,11.50,Variable Timing,Gas,3.62,3.31,4.0,109.4,187.4,74.4,66.5,4101,44.1,39.5,7,11.3,18,25
378,16327597,2018,Kia,Sorento LX,24998.0,12000,Black,White,4,3.3,6,290,11.50,Variable Timing,Gas,3.62,3.31,4.0,109.4,187.4,74.4,66.5,4101,44.1,39.5,7,11.3,18,25
379,15908878,2013,Kia,Soul,10599.0,88000,Black,Green,2,1.6,4,138,11:1,Dual Overhead Cam,Gas,3.03,3.36,4.0,100.4,162.2,,63.0,2690,42.1,40.2,5,,25,30
380,16338739,2012,Kia,Soul,8998.0,97000,Black,Silver,2,1.6,4,138,11:1,Dual Overhead Cam,Gas,3.03,3.36,4.0,100.4,162.2,,63.0,2615,42.1,40.2,5,53.0,25,30
381,16171255,2012,Kia,Sportage LX,11998.0,111000,Gray,Red,2,2.4,4,176,11:1,Dual Overhead Cam,Gas,3.46,3.82,4.0,103.9,174.8,,64.0,3186,41.4,39.1,5,55.0,21,30
382,16301745,2015,Land,Rover Range Rover Sport HSE,43998.0,50000,Black,Tan,4,3.0,6,340,11:1,Variable Timing DOHC,Supercharged,3.33,3.5,4.0,115.1,191.2,79.0,70.0,4727,42.2,39.4,7,28.0,17,22
383,15574585,2008,Lexus,ES 350,12998.0,87000,Gray,Gray,2,3.5,6,272,11:1,Dual Overhead Cam,Gas,3.7,3.27,4.0,109.3,191.1,71.0,57.0,3580,42.2,37.4,5,15.0,19,27
384,16004880,2013,Lexus,GS 350,24998.0,29000,Black,Black,2,3.5,6,306,12:1,Dual Overhead Cam,Gas,3.7,3.27,4.0,112.2,190.7,,57.0,3795,42.3,38.0,5,14.0,19,28
385,16439877,2015,Lexus,IS 250,24998.0,35000,Black,White,4,2.5,6,204,12:1,Variable Timing DOHC,Gas,3.27,3.03,4.0,110.2,183.7,71.0,56.0,3649,44.8,38.2,5,14.0,20,27
386,16250636,2011,Lexus,RX 350,20998.0,72000,Gray,Silver,4,3.5,6,275,11:1,Dual Overhead Cam,Gas,3.7,3.27,4.0,107.9,187.8,,,4343,43.1,39.1,5,80.0,18,24
387,16250077,2014,Lincoln,MKZ,14998.0,89000,Black,Gray,2,2.0,4,240,9.3:1,Variable Timing DOHC,Turbo Gas,3.44,3.27,4.0,112.2,194.1,73.0,58.0,3719,44.3,37.9,5,15.0,22,33
388,16171587,2016,Mazda,CX-3 Grand Touring,22998.0,13000,Black,Gray,4,2.0,4,146,13:1,Variable Timing,Gas,3.29,3.59,4.0,101.2,168.3,69.0,60.0,2952,41.7,37.6,5,,27,32
389,16568310,2017,Mazda,CX-5 Grand Select,28998.0,8000,Gray,Blue,4,2.5,4,187,13.00,Variable Timing,Gas,3.5,3.94,4.0,106.3,178.7,72.4,67.3,3589,41.0,39.0,5,30.9,23,29
390,15908619,2016,Mazda,CX-5 Grand Touring,23998.0,19000,Tan,Gray,2,2.5,4,184,13:1,Variable Timing DOHC,Gas,3.5,3.94,4.0,106.3,178.7,72.0,67.0,3404,41.0,39.0,5,34.0,26,33
391,16078072,2016,Mazda,CX-5 Grand Touring,24998.0,22000,Black,Black,4,2.5,4,184,13:1,Variable Timing DOHC,Gas,3.5,3.94,4.0,106.3,178.7,72.0,67.0,3560,41.0,39.0,5,34.0,24,29
392,16327619,2016,Mazda,Mazda6 I Grand Touring,23599.0,8000,Gray,Blue,2,2.5,4,184,13:1,Variable Timing,Gas,3.5,3.94,4.0,111.4,191.5,72.0,57.0,3232,42.2,37.4,5,15.0,26,37
393,16171446,2014,Mazda,Mazda6 i Sport,14998.0,33000,Black,Red,2,2.5,4,184,13:1,Variable Timing DOHC,Gas,3.5,3.94,4.0,111.4,191.5,72.0,57.0,3232,42.2,38.4,5,15.0,26,38
394,16238458,2015,Mazda,MX-5 Miata Club,19998.0,37000,Black,Red,2,2.0,4,158,11:1,Variable Timing DOHC,Gas,3.44,3.27,4.0,91.7,157.3,67.0,49.0,2619,43.1,37.0,2,5.0,21,28
395,16171530,2016,Hyundai,Elantra SE,12998.0,47000,Gray,Silver,2,1.8,4,145,10:1,Variable Timing,Gas,3.19,3.43,4.0,106.3,179.1,69.0,56.0,2818,43.6,40.0,5,15.0,28,37
396,16171024,2014,Hyundai,Santa Fe Limited,21998.0,52000,Gray,Silver,2,3.3,6,290,12:1,Variable Timing DOHC,Gas,3.62,3.3,4.0,110.2,193.1,74.0,66.0,3904,41.3,39.6,6,14.0,18,25
397,16494137,2017,Hyundai,Santa Fe Limited Ultimate,27998.0,33000,Black,Blue,2,3.3,6,290,11.50,Variable Timing,Gas,3.62,3.3,4.0,110.2,193.1,74.2,66.9,3904,41.3,39.9,6,13.5,17,23
398,16171349,2011,Hyundai,Sonata GLS,10599.0,82000,Gray,Silver,2,2.4,4,198,11:1,Dual Overhead Cam,Gas,3.46,3.82,4.0,110.0,189.8,72.0,57.0,3161,45.5,40.0,5,16.0,22,35
399,16250651,2015,Hyundai,Sonata SE,13998.0,49000,Tan,Blue,2,2.4,4,185,11:1,Variable Timing DOHC,Gas,3.46,3.82,4.0,110.4,191.1,73.0,58.0,3245,45.5,40.4,5,16.0,25,37
400,16593751,2015,Hyundai,Sonata SE,13998.0,37000,Gray,Black,2,2.4,4,185,11:1,Variable Timing DOHC,Gas,3.46,3.82,4.0,110.4,191.1,73.0,58.0,3245,45.5,40.4,5,16.0,25,37
401,16568217,2012,Hyundai,Sonata Hybrid,13998.0,57000,Gray,Gray,2,2.4,4,166,13:1,Dual Overhead Cam,Gas/Electric,3.46,3.82,4.0,110.0,189.8,72.0,57.0,3457,45.5,40.0,5,11.0,34,39
402,16237361,2014,Hyundai,Tucson Limited,18998.0,46000,Brown,Brown,4,2.4,4,182,11:1,Variable Timing DOHC,Gas,3.46,3.82,4.0,103.9,173.2,71.0,66.0,3439,41.2,39.4,5,26.0,20,25
403,15660721,2017,Hyundai,Tucson SE Plus,23998.0,17000,Black,Black,4,2.0,4,164,11.50,Variable Timing,Gas,3.19,3.82,4.0,105.1,176.2,72.8,64.8,3490,41.5,39.6,5,31.0,21,26
404,15908458,2017,Hyundai,Tucson Value,23998.0,8000,Black,Orange,4,1.6,4,175,10.10,Variable Timing,Turbo Gas,3.03,3.36,4.0,105.1,176.2,72.8,65.0,3500,41.5,39.6,5,31.0,24,28
405,16238599,2015,Hyundai,Veloster RE:FLEX Edition,14998.0,43000,Black,Red,2,1.6,4,132,11:1,Variable Timing DOHC,Gas,3.03,3.36,4.0,104.3,166.1,70.0,55.0,2657,43.9,39.0,4,16.0,27,36
406,16416851,2015,Hyundai,Veloster Turbo,17998.0,17000,Black,Silver,2,1.6,4,201,9.5:1,Variable Timing DOHC,Turbo Gas,3.03,3.36,4.0,104.3,167.3,71.0,55.0,2888,43.9,39.0,4,16.0,24,31
407,15908311,2016,Hyundai,Veloster,12998.0,37000,Black,Silver,2,1.6,4,132,11:1,Variable Timing DOHC,Gas,3.03,3.36,4.0,104.3,166.1,70.0,55.0,2657,43.9,39.0,4,16.0,28,35
408,16238724,2013,Nissan,Juke Nismo,15998.0,33000,Black,Silver,4,1.6,4,197,9.5:1,Dual Overhead Cam,Turbo Gas,3.14,3.19,4.0,99.6,163.8,69.0,61.0,3168,42.1,39.6,5,36.0,25,30
409,16238845,2014,Nissan,Maxima SV,18998.0,31000,Tan,Purple,2,3.5,6,290,11:1,Variable Timing DOHC,Gas,3.76,3.2,4.0,109.3,190.6,73.0,57.0,3568,43.8,38.5,5,14.0,19,26
410,16238682,2015,Nissan,Murano Platinum,27998.0,40000,Brown,White,4,3.5,6,260,10:1,Variable Timing,Gas,3.76,3.2,4.0,111.2,192.4,75.0,66.0,4155,40.5,39.9,5,40.0,21,28
