,stock_n,mileage,interior_color,exterior_color,drive_type,engine_size,num_cylinders,hp,torque,comp_ratio,cam_shaft,engine_type,bore,stroke,values_per_cylinder,fuel_cap,epa_mpg,wheel_base,length,width,height,curb_weight,leg_room,head_room,seating_cap,cargo_cap,tow_cap,pay_cap,gross,tire,trans
129,16339341,11K,Gray,Black,4WDWD,5.3L engine,8 cylinders,355 horsepower@5600rpm,N/A,11.00,Variable Timing OHC,Gas,3.78,3.62,2,N/A,16/22,143.5'',229.5'',80.0'',73.9'',5263 lbs.,45.3'',42.8'',6/5,N/A,2000/9200 lbs.,1840 lbs.,7100 lbs.,N/A,N/A
130,16450867,7K,Black,Blue,2WDWD,2.4L engine,4 cylinders,182 horsepower@6700rpm,N/A,11.20,Variable Timing,Ethanol/Gas,3.46,3.86,4,N/A,21/31,112.5'',185.3'',72.8'',66.3'',3792 lbs.,41.2'',39.8'',5/5,31.6 cu. ft.,1500/1500 lbs.,1146 lbs.,4960 lbs.,N/A,N/A
131,16385125,49K,Black,Gold,4WDWD,5.3L engine,8 cylinders,355 horsepower@5600rpm,N/A,11.00,Variable Timing,Gas,3.78,3.62,2,N/A,16/22,116.0'',203.9'',80.5'',74.4'',5545 lbs.,45.3'',42.8'',8/7,15.3 cu. ft.,2000/8200 lbs.,1715 lbs.,7300 lbs.,N/A,N/A
132,16451183,25K,Black,White,4WDWD,5.3L engine,8 cylinders,355 horsepower@5600rpm,N/A,11.00,Variable Timing,Gas,3.78,3.62,2,N/A,15/22,130.0'',224.4'',80.5'',74.4'',5775 lbs.,45.3'',42.8'',8/7,39.3 cu. ft.,2000/8000 lbs.,1654 lbs.,7500 lbs.,N/A,N/A
133,16339048,15K,Black,Black,2WDWD,2.4L engine,4 cylinders,185 horsepower@6400rpm,181 torque@3900rpm,11:1,Variable Timing DOHC,Gas,3.43,3.90,4,N/A,27/36,"109.3""","191.4""",72,57,3336 lbs.,"42.5""","37.6""",5/5,16 cu. ft.,N/A,N/A,N/R,N/A,N/A
134,16450850,12K,Black,Gray,2WDWD,2.4L engine,4 cylinders,185 horsepower@6400rpm,N/A,11.10,Variable Timing,Gas,3.43,3.90,4,N/A,27/36,109.3'',192.5'',72.8'',57.7'',3360 lbs.,42.5'',37.6'',5/5,15.5 cu. ft.,N/A,N/A,N/A,N/A,N/A
135,16339203,17K,Tan,White,2WDWD,2.4L engine,4 cylinders,185 horsepower@6400rpm,N/A,11.10,Variable Timing,Gas,3.43,3.90,4,N/A,27/36,109.3'',192.5'',72.8'',57.7'',3239 lbs.,42.5'',39.1'',5/5,15.8 cu. ft.,N/A,N/A,N/A,N/A,N/A
136,16250462,57K,Tan,Gold,2WDWD,1.8L engine,4 cylinders,140 horsepower@6300rpm,128 torque@4300rpm,11:1,Single Overhead Cam,Gas,3.19,3.44,4,13.20,25/36,"106.3""","176.7""",69,56,2807 lbs.,"42.2""","38.1""",5/5,12 cu. ft.,N/A,N/A,N/R,N/A,N/A
137,16451131,10K,Gray,Gray,2WDWD,2.0L engine,4 cylinders,158 horsepower@6500rpm,N/A,10.80,Variable Timing,Gas,3.39,3.38,4,N/A,31/40,106.3'',182.3'',70.8'',55.7'',2795 lbs.,42.3'',37.5'',5/5,15.1 cu. ft.,N/A,N/A,N/A,N/A,N/A
138,16450869,9K,Gray,Gray,2WDWD,1.8L engine,4 cylinders,143 horsepower@6500rpm,129 torque@4300rpm,11:1,Variable Timing OHC,Gas,3.19,3.44,4,N/A,30/39,"105.1""","179.4""",69,56,2921 lbs.,"42.0""","37.9""",5/5,13 cu. ft.,N/A,N/A,N/R,N/A,N/A
139,16327835,89K,Gray,Blue,2WDWD,2.4L engine,4 cylinders,185 horsepower@7000rpm,163 torque@4400rpm,10:1,Dual Overhead Cam,Gas,3.43,3.90,4,N/A,23/31,"103.1""","178.3""",N/R,64,3365 lbs.,"41.3""","38.0""",5/5,71 cu. ft.,1500 lbs.,850 lbs.,N/R,N/A,N/A
140,16338759,69K,Gray,Silver,4WDWD,2.4L engine,4 cylinders,180 horsepower@6800rpm,161 torque@4400rpm,11:1,Dual Overhead Cam,Gas,3.43,3.90,4,N/A,21/27,"103.1""","179.3""",N/R,66,3503 lbs.,"41.3""","40.9""",5/5,73 cu. ft.,1500 lbs.,850 lbs.,N/R,N/A,6-Speed Automatic
141,16339312,23K,Black,Gray,2WDWD,1.5L engine,4 cylinders,130 horsepower@6600rpm,114 torque@4600rpm,12:1,Variable Timing DOHC,Gas,2.87,3.52,4,N/A,33/41,"99.6""","160.0""",67,60,2544 lbs.,"41.4""","39.5""",5/5,17 cu. ft.,N/A,N/A,N/R,N/A,N/A
142,16338609,88K,Black,Black,2WDWD,1.5L engine,4 cylinders,109 horsepower@5800rpm,105 torque@4800rpm,10:1,Single Overhead Cam,Gas,2.87,3.52,4,10.80,27/34,"96.5""","157.4""",66,60,2514 lbs.,"41.9""","40.6""",5/5,21 cu. ft.,N/A,N/A,N/R,N/A,N/A
143,16339139,41K,Gray,Black,2WDWD,1.5L engine,4 cylinders,117 horsepower@6600rpm,106 torque@4800rpm,10:1,Single Overhead Cam,Gas,2.87,3.52,4,N/A,28/35,"98.4""","161.6""",N/R,60,2577 lbs.,"41.3""","40.4""",5/5,57 cu. ft.,N/A,850 lbs.,N/R,N/A,N/A
144,16339158,62K,Gray,White,2WDWD,3.5L engine,6 cylinders,250 horsepower@5700rpm,253 torque@4800rpm,11:1,Single Overhead Cam,Gas,3.50,3.66,4,N/A,18/25,"109.2""","191.4""",N/R,72,4414 lbs.,"41.4""","39.3""",8/8,87 cu. ft.,2000 lbs.,1320 lbs.,N/R,N/A,N/A
145,16451068,20K,Gray,Blue,4WDWD,3.5L engine,6 cylinders,280 horsepower@6000rpm,N/A,11.50,Variable Timing,Gas,3.50,3.66,4,N/A,19/26,111.0'',194.5'',78.6'',69.8'',4303 lbs.,40.9'',39.5'',8/8,16.5 cu. ft.,1000/5000 lbs.,1539 lbs.,5842 lbs.,N/A,N/A
146,16338898,61K,Gray,Black,2WDWD,1.8L engine,4 cylinders,148 horsepower@6500rpm,131 torque@4700rpm,10:1,Dual Overhead Cam,Gas,3.19,3.43,4,N/A,28/38,"106.3""","178.3""",69,56,2701 lbs.,"43.6""","40.0""",5/5,15 cu. ft.,N/A,N/A,N/R,N/A,N/A
147,16339064,59K,Tan,Blue,2WDWD,1.8L engine,4 cylinders,148 horsepower@6500rpm,131 torque@4700rpm,10:1,Dual Overhead Cam,Gas,3.19,3.43,4,N/A,28/38,"106.3""","178.3""",69,56,2701 lbs.,"43.6""","40.0""",5/5,15 cu. ft.,N/A,N/A,N/R,N/A,N/A
148,16327430,18K,Black,Silver,2WDWD,2.0L engine,4 cylinders,173 horsepower@6500rpm,154 torque@4700rpm,12:1,Variable Timing DOHC,Gas,3.19,3.82,4,N/A,24/33,"104.3""","169.3""",70,57,2908 lbs.,"42.0""","40.1""",5/5,23 cu. ft.,N/A,N/A,N/R,N/A,N/A
149,16338931,78K,Tan,Blue,2WDWD,1.8L engine,4 cylinders,148 horsepower@6500rpm,131 torque@4700rpm,10:1,Dual Overhead Cam,Gas,3.19,3.43,4,N/A,28/38,"106.3""","178.3""",69,56,2701 lbs.,"43.6""","40.0""",5/5,15 cu. ft.,N/A,N/A,N/R,N/A,N/A
150,16339131,20K,Black,Gray,2WDWD,1.8L engine,4 cylinders,148 horsepower@6500rpm,131 torque@4700rpm,10:1,Dual Overhead Cam,Gas,3.19,3.43,4,N/A,28/38,"106.3""","178.3""",69,56,2701 lbs.,"43.6""","40.0""",5/5,15 cu. ft.,N/A,N/A,N/R,N/A,N/A
151,15880849,57K,Black,Silver,2WDWD,3.8L engine,6 cylinders,311 horsepower@6000rpm,293 torque@5000rpm,12:1,Variable Timing DOHC,Gas,3.78,3.43,4,N/A,18/29,"118.5""","196.5""",74,58,4019 lbs.,"45.7""","41.1""",5/5,15 cu. ft.,N/A,N/A,N/R,N/A,N/A
152,16238043,20K,Gray,White,4WDWD,3.8L engine,6 cylinders,311 horsepower@6000rpm,293 torque@5000rpm,12:1,Variable Timing DOHC,Gas,3.78,3.43,4,N/A,16/25,"118.5""","196.5""",74,58,4019 lbs.,"45.7""","41.1""",5/5,15 cu. ft.,N/A,N/A,N/R,N/A,N/A
153,16328248,21K,Gray,Gray,4WDWD,3.3L engine,6 cylinders,290 horsepower@6400rpm,N/A,11.50,Variable Timing,Gas,3.62,3.30,4,N/A,18/24,110.2'',193.1'',74.2'',66.5'',4085 lbs.,41.3'',39.9'',7/7,13.5 cu. ft.,1653/5000 lbs.,1444 lbs.,5622 lbs.,N/A,N/A
154,16339345,37K,Gray,Silver,4WDWD,2.4L engine,4 cylinders,185 horsepower@6000rpm,N/A,11.30,Variable Timing,Gas,3.46,3.82,4,N/A,20/26,106.3'',185.0'',74.0'',66.1'',3616 lbs.,41.3'',39.6'',5/5,35.4 cu. ft.,1653/2800 lbs.,1233 lbs.,5071 lbs.,N/A,N/A
155,16594397,49K,Tan,Red,2WDWD,2.4L engine,4 cylinders,190 horsepower@6300rpm,179 torque@4250rpm,11:1,Variable Timing DOHC,Gas,3.46,3.82,4,N/A,24/35,"110.0""","189.8""",72,57,3199 lbs.,"45.5""","40.0""",5/5,16 cu. ft.,N/A,N/A,N/R,N/A,N/A
156,16339145,70K,Tan,Black,2WDWD,2.4L engine,4 cylinders,185 horsepower@6000rpm,178 torque@4000rpm,11:1,Variable Timing DOHC,Gas,3.46,3.82,4,N/A,25/37,"110.4""","191.1""",73,58,3245 lbs.,"45.5""","40.4""",5/5,16 cu. ft.,N/A,N/A,N/R,N/A,N/A
157,16450801,4K,Black,Blue,2WDWD,1.6L engine,4 cylinders,201 horsepower@6000rpm,195 torque@1750rpm,9.5:1,Variable Timing DOHC,Turbo Gas,3.03,3.36,4,N/A,26/32,"104.3""","167.3""",71,55,2888 lbs.,"43.9""","39.0""",4/4,16 cu. ft.,N/A,N/A,N/R,N/A,N/A
158,16338814,64K,Black,Red,2WDWD,3.7L engine,6 cylinders,328 horsepower@7000rpm,269 torque@5200rpm,11:1,Dual Overhead Cam,Gas,3.76,3.39,4,N/A,19/27,"112.2""","187.9""",N/R,57,3628 lbs.,"43.9""","40.5""",5/5,14 cu. ft.,N/A,N/A,N/R,N/A,6-Speed Automatic
159,16238235,26K,Black,Gray,4WDWD,3.7L engine,6 cylinders,328 horsepower@7000rpm,269 torque@5200rpm,11:1,Variable Timing DOHC,Gas,3.76,3.39,4,N/A,18/25,"112.2""","187.9""",69,57,3822 lbs.,"43.9""","39.1""",5/5,14 cu. ft.,N/A,N/A,N/R,N/A,N/A
160,16005138,20K,Black,White,4WDWD,3.5L engine,6 cylinders,265 horsepower@6400rpm,248 torque@4400rpm,10:1,Variable Timing,Gas,3.76,3.20,4,N/A,19/26,"114.2""","196.4""",77,68,4462 lbs.,"42.3""","40.7""",7/7,16 cu. ft.,3500/5000 lbs.,1461 lbs.,5937 lbs.,N/A,N/A
161,16338953,8K,Black,Black,4WDWD,3.2L engine,6 cylinders,271 horsepower@6500rpm,N/A,10.70,Variable Timing,Gas,3.58,3.27,4,N/A,20/27,106.3'',182.0'',73.2'',66.2'',4108 lbs.,41.1'',39.4'',5/5,24.6 cu. ft.,1000/1000 lbs.,1454 lbs.,5500 lbs.,N/A,N/A
162,16497101,33K,Black,Gray,4WDWD,3.2L engine,6 cylinders,271 horsepower@6500rpm,171 torque@4800rpm,10:1,Variable Timing DOHC,Gas,3.58,3.27,4,N/A,19/26,"107.0""","182.0""",74,67,4106 lbs.,"41.1""","39.4""",5/5,30 cu. ft.,1000 lbs.,1394 lbs.,5500 lbs.,N/A,N/A
163,16338743,14K,Black,Gray,4WDWD,3.6L engine,6 cylinders,295 horsepower@6400rpm,N/A,10.20,Variable Timing,Gas,3.78,3.27,4,N/A,18/25,114.8'',189.8'',76.5'',69.3'',4677 lbs.,40.3'',39.9'',5/5,36.3 cu. ft.,2000/6200 lbs.,1320 lbs.,6500 lbs.,N/A,N/A
164,16339281,21K,Black,Gray,4WDWD,3.6L engine,6 cylinders,295 horsepower@6400rpm,N/A,10.20,Variable Timing,Gas,3.78,3.27,4,N/A,18/25,114.8'',189.8'',76.5'',69.3'',4677 lbs.,40.3'',39.9'',5/5,36.3 cu. ft.,2000/6200 lbs.,1320 lbs.,6500 lbs.,N/A,N/A
165,16450779,37K,Black,Blue,4WDWD,3.6L engine,6 cylinders,290 horsepower@6400rpm,260 torque@4800rpm,10:1,Variable Timing DOHC,Ethanol/Gas,3.78,3.27,4,N/A,17/24,"114.8""","189.8""",76,69,4677 lbs.,"40.3""","39.9""",5/5,36 cu. ft.,2000/6200 lbs.,1320 lbs.,6500 lbs.,N/A,N/A
166,16598141,34K,Black,Gray,4WDWD,3.6L engine,6 cylinders,290 horsepower@6400rpm,260 torque@4800rpm,10:1,Variable Timing DOHC,Ethanol/Gas,3.78,3.27,4,N/A,17/24,"114.8""","189.8""",76,69,4875 lbs.,"40.3""","39.9""",5/5,36 cu. ft.,2000/7200 lbs.,1270 lbs.,6500 lbs.,N/A,N/A
167,16450865,14K,Black,Blue,4WDWD,2.4L engine,4 cylinders,172 horsepower@6000rpm,165 torque@4400rpm,11:1,Variable Timing DOHC,Gas,3.46,3.82,4,N/A,21/27,"103.7""","173.8""",69,66,3346 lbs.,"40.6""","41.0""",5/5,23 cu. ft.,1000/1000 lbs.,1076 lbs.,4435 lbs.,N/A,N/A
168,15104393,7K,Black,Tan,2WDWD,2.0L engine,4 cylinders,158 horsepower@6400rpm,N/A,10.50,Variable Timing,Gas,3.39,3.39,4,N/A,23/30,103.7'',173.8'',69.2'',65.5'',3136 lbs.,40.6'',41.0'',5/5,23.0 cu. ft.,1000/1000 lbs.,1299 lbs.,4435 lbs.,N/A,N/A
169,16338984,20K,Black,Black,4WDWD,2.4L engine,4 cylinders,172 horsepower@6000rpm,165 torque@4400rpm,11:1,Variable Timing DOHC,Gas,3.46,3.82,4,N/A,21/27,"103.7""","173.8""",69,66,3293 lbs.,"40.6""","41.0""",5/5,23 cu. ft.,1000/1000 lbs.,1142 lbs.,4435 lbs.,N/A,N/A
170,15907960,17K,Black,Black,2WDWD,2.4L engine,4 cylinders,180 horsepower@6400rpm,184 torque@2500rpm,9.8:1,Variable Timing OHC,Gas,3.46,3.82,4,N/A,22/31,"101.2""","166.6""",71,66,3044 lbs.,"41.2""","41.1""",5/5,19 cu. ft.,N/A,N/A,N/R,N/A,N/A
171,16171104,30K,Black,Gray,4WDWD,2.4L engine,4 cylinders,180 horsepower@6400rpm,184 torque@2500rpm,9.8:1,Variable Timing OHC,Turbo Gas,3.46,3.82,4,N/A,21/29,"101.2""","166.6""",71,66,3183 lbs.,"41.2""","41.1""",5/5,19 cu. ft.,2000/2000 lbs.,N/A,N/R,N/A,N/A
172,15915277,3K,Black,Red,4WDWD,1.4L engine,4 cylinders,160 horsepower@5500rpm,N/A,9.80,Variable Timing,Turbo Gas,2.83,3.31,4,N/A,24/31,101.2'',166.6'',74.2'',66.5'',3183 lbs.,41.2'',41.1'',5/5,18.5 cu. ft.,2000/2000 lbs.,N/A,N/A,N/A,N/A
173,16338869,61K,Black,Black,4WDWD,3.6L engine,6 cylinders,285 horsepower@6350rpm,260 torque@4200rpm,10:1,Dual Overhead Cam,Gas,3.78,3.27,0,N/A,17/21,"95.4""","164.2""",73,70,3760 lbs.,"40.9""","41.2""",4/4,55 cu. ft.,2000 lbs.,1000 lbs.,N/R,N/A,6-Speed Automatic
174,16451140,13K,Black,Gray,4WDWD,3.6L engine,6 cylinders,285 horsepower@6400rpm,N/A,10.20,Variable Timing,Gas,3.78,3.27,4,N/A,17/21,95.4'',152.8'',73.7'',70.9'',3879 lbs.,41.0'',41.3'',4/4,12.8 cu. ft.,2000/2000 lbs.,1000 lbs.,4879 lbs.,N/A,N/A
175,16338941,28K,Black,Tan,4WDWD,3.6L engine,6 cylinders,285 horsepower@6400rpm,N/A,10.20,Variable Timing,Gas,3.78,3.27,4,N/A,16/21,116.0'',173.4'',73.7'',70.8'',4397 lbs.,41.0'',41.3'',5/5,31.5 cu. ft.,2000/2000 lbs.,880 lbs.,5277 lbs.,N/A,N/A
176,16451077,99K,Gray,Burgundy,4WDWD,3.8L engine,6 cylinders,202 horsepower@5000rpm,237 torque@4000rpm,9.6:1,Overhead Valve,Gas,3.78,3.43,2,18.60,15/19,"116.0""","184.4""",73,72,4297 lbs.,"41.0""","41.3""",5/5,82 cu. ft.,3500 lbs.,1150 lbs.,5400 lbs.,N/A,N/A
177,16338614,21K,Black,Blue,4WDWD,3.6L engine,6 cylinders,285 horsepower@6400rpm,260 torque@4800rpm,10:1,Variable Timing DOHC,Gas,3.78,3.27,4,N/A,16/21,"116.0""","173.4""",73,70,4277 lbs.,"41.0""","41.3""",5/5,46 cu. ft.,2000/2000 lbs.,1000 lbs.,5277 lbs.,N/A,N/A
178,16451093,18K,Gray,Silver,2WDWD,2.4L engine,4 cylinders,192 horsepower@6300rpm,181 torque@4250rpm,11:1,Variable Timing DOHC,Gas,3.46,3.82,4,N/A,23/34,"110.0""","190.7""",72,57,3237 lbs.,"45.5""","40.0""",5/5,15 cu. ft.,N/A,N/A,N/R,N/A,N/A
179,16568209,36K,Gray,White,2WDWD,2.4L engine,4 cylinders,192 horsepower@6300rpm,181 torque@4250rpm,11:1,Variable Timing DOHC,Gas,3.46,3.82,4,N/A,23/34,"110.0""","190.7""",72,57,3237 lbs.,"45.5""","40.0""",5/5,15 cu. ft.,N/A,N/A,N/R,N/A,N/A
180,16450893,36K,Black,White,4WDWD,2.0L engine,4 cylinders,240 horsepower@6000rpm,260 torque@1450rpm,10:1,Variable Timing,Turbo Gas,3.39,3.39,4,N/A,19/25,"109.4""","187.4""",74,66,4004 lbs.,"44.1""","39.5""",5/5,39 cu. ft.,1650/3500 lbs.,1243 lbs.,5247 lbs.,N/A,N/A
181,16339005,35K,Black,Gray,2WDWD,1.6L engine,4 cylinders,130 horsepower@6300rpm,118 torque@4850rpm,11:1,Variable Timing DOHC,Gas,2.95,3.36,4,N/A,24/30,"101.2""","163.0""",70,63,2714 lbs.,"40.9""","39.6""",5/5,24 cu. ft.,N/A,N/A,N/R,N/A,N/A
182,16339165,99K,Black,Green,2WDWD,1.6L engine,4 cylinders,130 horsepower@6300rpm,118 torque@4850rpm,11:1,Variable Timing DOHC,Gas,2.95,3.36,4,N/A,24/30,"101.2""","163.0""",70,63,2714 lbs.,"40.9""","39.6""",5/5,24 cu. ft.,N/A,N/A,N/R,N/A,N/A
183,16339266,7K,Black,White,4WDWD,2.4L engine,4 cylinders,181 horsepower@6000rpm,N/A,11.30,Variable Timing,Gas,3.46,3.82,4,N/A,21/25,105.1'',176.4'',73.0'',64.8'',3426 lbs.,41.5'',39.3'',5/5,30.7 cu. ft.,1650/2000 lbs.,1160 lbs.,4608 lbs.,N/A,N/A
184,16450796,79K,Gray,White,4WDWD,2.4L engine,4 cylinders,176 horsepower@6000rpm,168 torque@4000rpm,11:1,Dual Overhead Cam,Gas,3.46,3.82,4,N/A,20/27,"103.9""","174.8""",N/R,64,3355 lbs.,"41.4""","39.1""",5/5,55 cu. ft.,2000 lbs.,N/A,N/R,N/A,6-Speed Automatic
185,16450641,24K,Tan,Black,2WDWD,3.5L engine,6 cylinders,268 horsepower@6200rpm,248 torque@4700rpm,11:1,Variable Timing DOHC,Gas,3.70,3.27,4,N/A,21/31,"111.0""","192.7""",71,57,3549 lbs.,"41.9""","37.5""",5/5,15 cu. ft.,N/A,N/A,N/R,N/A,N/A
186,16450950,29K,Brown,Blue,2WDWD,3.5L engine,6 cylinders,268 horsepower@6200rpm,248 torque@4700rpm,11:1,Variable Timing,Gas,3.70,3.27,4,N/A,21/31,"111.0""","193.3""",71,57,3571 lbs.,"41.9""","37.5""",5/5,15 cu. ft.,N/A,N/A,N/R,N/A,N/A
187,16450950,29K,Brown,Blue,2WDWD,3.5L engine,6 cylinders,268 horsepower@6200rpm,248 torque@4700rpm,11:1,Variable Timing,Gas,3.70,3.27,4,N/A,21/31,"111.0""","193.3""",71,57,3571 lbs.,"41.9""","37.5""",5/5,15 cu. ft.,N/A,N/A,N/R,N/A,N/A
188,16450993,44K,Black,Gray,4WDWD,3.5L engine,6 cylinders,306 horsepower@6400rpm,277 torque@4800rpm,12:1,Variable Timing DOHC,Gas,3.70,3.27,4,N/A,19/26,"112.2""","190.7""",72,57,3891 lbs.,"42.3""","38.0""",5/5,14 cu. ft.,N/A,N/A,N/R,N/A,N/A
0,16451005,60K,n/a,Black,4WDWD,2.5L engine,6 cylinders,204 horsepower@6400rpm,185 torque@4800rpm,12:1,Variable Timing DOHC,Gas,3.27,3.03,4,N/A,20/27,"110.2""","183.7""",71,56,3649 lbs.,"44.8""","38.2""",5/5,14 cu. ft.,N/A,N/A,N/R,N/A,N/A
1,16496731,34K,Black,Silver,2WDWD,2.0L engine,4 cylinders,235 horsepower@4800rpm,258 torque@1650rpm,10:1,Variable Timing,Turbo Gas,3.39,3.39,4,N/A,22/28,"104.7""","182.3""",73,64,3940 lbs.,"42.8""","38.2""",5/5,18 cu. ft.,1000/2000 lbs.,1150 lbs.,5090 lbs.,N/A,N/A
2,16451003,28K,Black,Silver,4WDWD,3.5L engine,6 cylinders,270 horsepower@6200rpm,248 torque@4700rpm,11:1,Variable Timing DOHC,Gas,3.70,3.27,4,N/A,18/26,"107.9""","187.8""",74,66,4343 lbs.,"43.1""","39.1""",5/5,40 cu. ft.,2000/3500 lbs.,1307 lbs.,5650 lbs.,N/A,N/A
3,16451006,16K,Black,Silver,4WDWD,3.5L engine,6 cylinders,270 horsepower@6200rpm,248 torque@4700rpm,11:1,Variable Timing DOHC,Gas,3.70,3.27,4,N/A,18/26,"107.9""","187.8""",74,66,4343 lbs.,"43.1""","39.1""",5/5,40 cu. ft.,2000/3500 lbs.,1307 lbs.,5650 lbs.,N/A,N/A
4,16338817,70K,Gray,White,4WDWD,3.5L engine,6 cylinders,275 horsepower@6200rpm,257 torque@4700rpm,11:1,Dual Overhead Cam,Gas,3.70,3.27,4,N/A,18/24,"107.9""","187.8""",74,67,4510 lbs.,"43.1""","39.1""",5/5,80 cu. ft.,3500 lbs.,825 lbs.,5650 lbs.,N/A,N/A
5,16450650,25K,Brown,Black,4WDWD,3.5L engine,6 cylinders,270 horsepower@6200rpm,248 torque@4700rpm,11:1,Variable Timing DOHC,Gas,3.70,3.27,4,N/A,18/24,"107.9""","187.8""",74,66,4343 lbs.,"43.1""","39.1""",5/5,40 cu. ft.,2000/3500 lbs.,1307 lbs.,5650 lbs.,N/A,N/A
6,16450997,9K,Black,Blue,4WDWD,3.5L engine,6 cylinders,270 horsepower@6200rpm,248 torque@4700rpm,11:1,Variable Timing DOHC,Gas,3.70,3.27,4,N/A,18/24,"107.9""","187.8""",74,66,4343 lbs.,"43.1""","39.1""",5/5,40 cu. ft.,2000/3500 lbs.,1307 lbs.,5650 lbs.,N/A,N/A
7,16216211,46K,Brown,Black,2WDWD,2.0L engine,4 cylinders,240 horsepower@5500rpm,270 torque@3000rpm,9.3:1,Variable Timing DOHC,Turbo Gas,3.44,3.27,4,N/A,20/29,"105.9""","179.2""",73,65,3971 lbs.,"42.8""","39.6""",5/5,25 cu. ft.,1500/3500 lbs.,1049 lbs.,4840 lbs.,N/A,N/A
8,15914708,32K,Black,Red,4WDWD,2.0L engine,4 cylinders,146 horsepower@6000rpm,146 torque@2800rpm,13:1,Variable Timing,Gas,3.29,3.59,4,N/A,27/32,"101.2""","168.3""",69,60,2952 lbs.,"41.7""","37.6""",5/5,N/R,N/A,N/A,N/R,N/A,N/A
9,16451163,11K,Burgundy,White,4WDWD,2.5L engine,4 cylinders,250 horsepower@5000rpm,N/A,10.50,Variable Timing,Turbo Gas,3.50,3.94,4,N/A,20/26,115.3'',199.4'',77.2'',67.6'',4301 lbs.,41.0'',39.3'',7/7,14.4 cu. ft.,3500/3500 lbs.,1489 lbs.,5816 lbs.,N/A,N/A
10,16568206,33K,Black,White,2WDWD,2.5L engine,4 cylinders,184 horsepower@5700rpm,185 torque@3250rpm,13:1,Variable Timing DOHC,Gas,3.50,3.94,4,N/A,26/38,"111.4""","191.5""",72,57,3232 lbs.,"42.2""","37.4""",5/5,15 cu. ft.,N/A,N/A,N/R,N/A,N/A
11,16170816,11K,Black,White,2WDWD,2.5L engine,4 cylinders,184 horsepower@5700rpm,N/A,13.00,Variable Timing,Gas,3.50,3.94,4,N/A,24/34,111.4'',191.5'',72.4'',57.1'',3179 lbs.,42.2'',38.4'',5/5,14.8 cu. ft.,N/A,N/A,N/A,N/A,N/A
12,15237801,31K,Cream,White,2WDWD,0 engine,0 cylinders,0 horsepower@0rpm,N/A,N/A,N/A,Electric,0,0,0,N/A,85/83,N/R,N/R,N/R,N/R,3988 lbs.,N/R,N/R,5/5,22 cu. ft.,N/A,N/A,N/R,N/A,N/A
13,16005096,48K,Black,White,2WDWD,1.8L engine,4 cylinders,201 horsepower@5500rpm,229 torque@2200rpm,9.3:1,Dual Overhead Cam,Turbo Gas,3.23,3.35,4,N/A,22/31,"108.7""","180.8""",69,54,3538 lbs.,"41.7""","37.0""",4/4,12 cu. ft.,N/A,N/A,N/R,N/A,N/A
14,16338916,58K,Black,Black,2WDWD,3.0L engine,6 cylinders,228 horsepower@6000rpm,221 torque@2700rpm,11:1,Dual Overhead Cam,Gas,3.46,3.23,4,N/A,18/26,"108.9""","182.3""",69,56,3527 lbs.,"41.7""","37.1""",5/5,12 cu. ft.,N/A,N/A,N/R,N/A,5-Speed Manual
15,16451025,19K,Black,Silver,4WDWD,3.0L engine,6 cylinders,224 horsepower@6250rpm,N/A,10.50,Variable Timing,Gas,3.45,3.26,4,N/A,20/27,105.1'',184.8'',71.3'',67.3'',3593 lbs.,40.9'',39.9'',7/7,10.3 cu. ft.,1400/3500 lbs.,1379 lbs.,5005 lbs.,N/A,N/A
16,16450775,12K,Black,Gray,4WDWD,2.0L engine,4 cylinders,148 horsepower@6000rpm,145 torque@4200rpm,10:1,Variable Timing,Gas,3.39,3.39,4,N/A,23/29,"105.1""","171.5""",71,64,3252 lbs.,"41.6""","39.4""",5/5,22 cu. ft.,N/A,1091 lbs.,4343 lbs.,N/A,N/A
17,16451172,49K,Black,Black,2WDWD,2.0L engine,4 cylinders,148 horsepower@6000rpm,145 torque@4200rpm,10:1,Variable Timing,Gas,3.39,3.39,4,N/A,25/32,"105.1""","169.1""",69,64,3098 lbs.,"41.6""","39.4""",5/5,22 cu. ft.,N/A,1245 lbs.,4343 lbs.,N/A,N/A
18,15776939,104K,Black,White,2WDWD,2.5L engine,4 cylinders,170 horsepower@5600rpm,175 torque@3900rpm,9.5:1,Dual Overhead Cam,Gas,0,0,4,20.00,23/31,"109.3""","189.8""",70,57,3142 lbs.,"42.2""","40.6""",5/5,18 cu. ft.,1000 lbs.,N/A,N/R,N/A,N/A
19,16005276,59K,Black,White,2WDWD,2.5L engine,4 cylinders,182 horsepower@6000rpm,180 torque@4000rpm,9.6:1,Variable Timing DOHC,Gas,3.50,3.94,4,N/A,27/38,"109.3""","191.5""",72,57,3191 lbs.,"45.0""","40.0""",5/5,15 cu. ft.,N/A,N/A,N/R,N/A,N/A
20,16498205,39K,Black,Silver,2WDWD,2.5L engine,4 cylinders,182 horsepower@6000rpm,180 torque@4000rpm,9.6:1,Variable Timing DOHC,Gas,3.50,3.94,4,N/A,27/38,"109.3""","191.5""",72,57,3191 lbs.,"45.0""","40.0""",5/5,15 cu. ft.,N/A,N/A,N/R,N/A,N/A
