,stock_n,mileage,interior_color,exterior_color,drive_type,engine_size,num_cylinders,hp,torque,comp_ratio,cam_shaft,engine_type,bore,stroke,values_per_cylinder,fuel_cap,epa_mpg,wheel_base,length,width,height,curb_weight,leg_room,head_room,seating_cap,cargo_cap,tow_cap,pay_cap,gross,tire,trans
0,16338689,73K,Black,Black,2WDWD,3.5L engine,6 cylinders,271 horsepower@6000rpm,254 torque@5000rpm,11:1,Single Overhead Cam,Gas,3.50,3.66,4,N/A,17/26,"107.9""","191.0""",N/R,56,3410 lbs.,"42.2""","37.4""",5/5,12 cu. ft.,1000 lbs.,850 lbs.,4475 lbs.,N/A,5-Speed Automatic
1,16005669,5K,Black,Blue,2WDWD,2.4L engine,4 cylinders,185 horsepower@6400rpm,N/A,11.10,Variable Timing,Gas,3.43,3.90,4,N/A,27/36,107.3'',189.5'',73.0'',56.5'',3248 lbs.,42.2'',39.0'',5/5,13.7 cu. ft.,N/A,N/A,N/A,N/A,N/A
2,16238292,40K,Black,Red,2WDWD,2.4L engine,4 cylinders,189 horsepower@6400rpm,182 torque@3900rpm,11:1,Variable Timing DOHC,Gas,3.43,3.90,4,N/A,27/36,"109.3""","191.4""",72,57,3342 lbs.,"42.5""","39.1""",5/5,16 cu. ft.,N/A,N/A,N/R,N/A,N/A
3,16238355,21K,Black,Black,2WDWD,2.4L engine,4 cylinders,189 horsepower@6400rpm,N/A,11.10,Variable Timing,Gas,3.43,3.90,4,N/A,27/36,109.3'',192.5'',72.8'',57.7'',3369 lbs.,42.5'',39.1'',5/5,15.8 cu. ft.,N/A,N/A,N/A,N/A,N/A
4,16238739,23K,Tan,Blue,2WDWD,2.0L engine,4 cylinders,212 horsepower@6200rpm,N/A,13.00,Variable Timing,Gas/Electric,3.19,3.81,4,N/A,49/47,109.3'',194.1'',72.8'',57.5'',3550 lbs.,42.5'',39.5'',5/5,13.5 cu. ft.,N/A,N/A,N/A,N/A,N/A
5,16338758,59K,Gray,Silver,2WDWD,2.0L engine,4 cylinders,196 horsepower@6200rpm,122 torque@3500rpm,13:1,Variable Timing DOHC,Gas/Electric,3.19,3.81,4,N/A,50/45,"109.3""","192.2""",72,57,3336 lbs.,"42.5""","39.1""",5/5,13 cu. ft.,N/A,N/A,N/R,N/A,N/A
6,15574085,112K,Black,Black,2WDWD,1.8L engine,4 cylinders,140 horsepower@6300rpm,128 torque@4300rpm,11:1,Single Overhead Cam,Gas,3.19,3.44,4,13.20,25/36,"104.3""","174.8""",68,53,2769 lbs.,"42.6""","37.8""",5/5,12 cu. ft.,N/A,N/A,N/R,N/A,N/A
7,16338977,54K,Gray,Gray,2WDWD,1.8L engine,4 cylinders,140 horsepower@6500rpm,128 torque@4300rpm,11:1,Single Overhead Cam,Gas,3.19,3.44,4,N/A,28/39,"105.1""","177.3""",N/R,56,2773 lbs.,"42.0""","37.9""",5/5,13 cu. ft.,N/A,850 lbs.,N/R,N/A,4-Speed Automatic
8,15416530,6K,n/a,Blue,2WDWD,1.5L engine,4 cylinders,174 horsepower@6000rpm,N/A,10.60,Variable Timing,Turbo Gas,2.87,3.52,4,N/A,32/42,106.3'',182.3'',70.8'',55.7'',2899 lbs.,42.3'',37.5'',5/5,15.1 cu. ft.,N/A,N/A,N/A,N/A,N/A
9,16004371,14K,Gray,Silver,2WDWD,1.5L engine,4 cylinders,174 horsepower@6000rpm,162 torque@1700rpm,11:1,Variable Timing,Turbo Gas,2.87,3.52,4,N/A,31/41,"106.3""","176.9""",70,54,2889 lbs.,"42.3""","36.5""",5/5,12 cu. ft.,N/A,N/A,N/R,N/A,N/A
10,16338849,18K,Black,Silver,2WDWD,1.5L engine,4 cylinders,174 horsepower@6000rpm,N/A,10.60,Variable Timing,Turbo Gas,2.87,3.52,4,N/A,31/40,106.3'',177.9'',70.8'',56.5'',2751 lbs.,42.3'',39.3'',5/5,25.7 cu. ft.,N/A,N/A,N/A,N/A,N/A
11,16338883,35K,Tan,Black,2WDWD,1.5L engine,4 cylinders,174 horsepower@6000rpm,162 torque@1700rpm,11:1,Variable Timing,Turbo Gas,2.87,3.52,4,N/A,31/42,"106.3""","182.3""",70,55,2923 lbs.,"42.3""","37.5""",5/5,15 cu. ft.,N/A,N/A,N/R,N/A,N/A
12,16338424,61K,Black,Black,2WDWD,1.5L engine,4 cylinders,130 horsepower@6600rpm,114 torque@4600rpm,12:1,Variable Timing DOHC,Gas,2.87,3.52,4,N/A,29/37,"99.6""","160.0""",67,60,2513 lbs.,"41.4""","39.5""",5/5,17 cu. ft.,N/A,N/A,N/R,N/A,N/A
13,16338567,57K,Black,Silver,2WDWD,1.5L engine,4 cylinders,130 horsepower@6600rpm,114 torque@4600rpm,12:1,Variable Timing DOHC,Gas,2.87,3.52,4,N/A,33/41,"99.6""","160.0""",67,60,2544 lbs.,"41.4""","39.5""",5/5,17 cu. ft.,N/A,N/A,N/R,N/A,N/A
14,16339150,4K,Black,Silver,2WDWD,1.5L engine,4 cylinders,117 horsepower@6600rpm,106 torque@4800rpm,10:1,Single Overhead Cam,Gas,2.87,3.52,4,N/A,28/35,"98.4""","161.6""",66,60,2615 lbs.,"41.3""","40.4""",5/5,21 cu. ft.,N/A,850 lbs.,N/R,N/A,5-Speed Automatic
15,16250062,75K,Gray,White,2WDWD,3.5L engine,6 cylinders,248 horsepower@5700rpm,250 torque@4800rpm,11:1,Single Overhead Cam,Gas,3.50,3.66,4,N/A,18/27,"118.1""","202.9""",N/R,68,4483 lbs.,"40.9""","38.3""",8/8,149 cu. ft.,3500 lbs.,1322 lbs.,6019 lbs.,N/A,N/A
16,15660485,104K,Gray,Gray,2WDWD,1.6L engine,4 cylinders,138 horsepower@6300rpm,123 torque@4850rpm,11:1,Dual Overhead Cam,Gas,3.03,3.36,4,N/A,28/37,"101.2""","172.0""",66,57,2463 lbs.,"41.8""","39.9""",5/5,14 cu. ft.,N/A,N/A,3638 lbs.,N/A,N/A
17,15777832,40K,Gray,Black,2WDWD,1.8L engine,4 cylinders,148 horsepower@6500rpm,131 torque@4700rpm,10:1,Dual Overhead Cam,Gas,3.19,3.43,4,N/A,28/38,"106.3""","178.3""",69,56,2701 lbs.,"43.6""","40.0""",5/5,15 cu. ft.,N/A,N/A,N/R,N/A,N/A
18,16339027,49K,Tan,Black,2WDWD,1.8L engine,4 cylinders,148 horsepower@6500rpm,131 torque@4700rpm,10:1,Dual Overhead Cam,Gas,3.19,3.43,4,N/A,28/38,"106.3""","178.3""",69,56,2701 lbs.,"43.6""","40.0""",5/5,15 cu. ft.,N/A,N/A,N/R,N/A,N/A
19,16327428,22K,Gray,Gray,2WDWD,1.8L engine,4 cylinders,145 horsepower@6500rpm,130 torque@4700rpm,10:1,Variable Timing DOHC,Gas,3.19,3.43,4,N/A,28/38,"106.3""","179.1""",69,56,2818 lbs.,"43.6""","40.0""",5/5,15 cu. ft.,N/A,N/A,N/R,N/A,N/A
20,15832043,15K,n/a,Gray,2WDWD,2.0L engine,4 cylinders,147 horsepower@6200rpm,N/A,12.50,Variable Timing,Gas,3.19,3.82,4,N/A,28/37,106.3'',179.9'',70.9'',56.5'',2818 lbs.,42.2'',38.8'',5/5,14.4 cu. ft.,N/A,N/A,N/A,N/A,N/A
21,16217682,9K,Gray,Silver,2WDWD,1.8L engine,4 cylinders,145 horsepower@6500rpm,130 torque@4700rpm,10:1,Variable Timing,Gas,3.19,3.43,4,N/A,27/36,"106.3""","179.1""",69,56,2773 lbs.,"43.6""","40.0""",5/5,15 cu. ft.,N/A,N/A,N/R,N/A,N/A
22,16338989,36K,Gray,Red,2WDWD,1.8L engine,4 cylinders,145 horsepower@6500rpm,130 torque@4700rpm,10:1,Variable Timing,Gas,3.19,3.43,4,N/A,28/37,"106.3""","179.1""",69,56,2818 lbs.,"43.6""","40.0""",5/5,15 cu. ft.,N/A,N/A,N/R,N/A,N/A
23,16418155,30K,Black,Silver,2WDWD,1.8L engine,4 cylinders,145 horsepower@6500rpm,130 torque@4700rpm,10:1,Variable Timing DOHC,Gas,3.19,3.43,4,N/A,28/38,"106.3""","179.1""",69,56,2818 lbs.,"43.6""","40.0""",5/5,15 cu. ft.,N/A,N/A,N/R,N/A,N/A
24,16450485,41K,Gray,Blue,2WDWD,1.8L engine,4 cylinders,145 horsepower@6500rpm,130 torque@4700rpm,10:1,Variable Timing DOHC,Gas,3.19,3.43,4,N/A,27/37,"106.3""","179.1""",69,56,2773 lbs.,"43.6""","40.0""",5/5,15 cu. ft.,N/A,N/A,N/R,N/A,N/A
25,16450764,9K,Black,Gray,2WDWD,2.0L engine,4 cylinders,147 horsepower@6200rpm,N/A,12.50,Variable Timing,Gas,3.19,3.82,4,N/A,29/38,106.3'',179.9'',70.9'',56.5'',2811 lbs.,42.2'',38.8'',5/5,14.4 cu. ft.,N/A,N/A,N/A,N/A,N/A
26,16451026,7K,Gray,Silver,2WDWD,2.0L engine,4 cylinders,147 horsepower@6200rpm,N/A,12.50,Variable Timing,Gas,3.19,3.82,4,N/A,28/37,106.3'',179.9'',70.9'',56.5'',2818 lbs.,42.2'',38.8'',5/5,14.4 cu. ft.,N/A,N/A,N/A,N/A,N/A
27,16238068,34K,Gray,Red,4WDWD,2.4L engine,4 cylinders,185 horsepower@6000rpm,N/A,11.30,Variable Timing,Gas,3.46,3.82,4,N/A,20/26,106.3'',185.0'',74.0'',66.1'',3616 lbs.,41.3'',39.6'',5/5,35.4 cu. ft.,1653/2800 lbs.,1233 lbs.,5071 lbs.,N/A,N/A
28,16004748,88K,Gray,Silver,2WDWD,2.4L engine,4 cylinders,198 horsepower@6300rpm,184 torque@4250rpm,11:1,Dual Overhead Cam,Gas,3.46,3.82,4,N/A,22/35,"110.0""","189.8""",72,57,3161 lbs.,"45.5""","40.0""",5/5,16 cu. ft.,N/A,N/A,4301 lbs.,N/A,6-Speed Automatic
29,16004769,100K,Gray,Gray,2WDWD,2.4L engine,4 cylinders,198 horsepower@6300rpm,184 torque@4250rpm,11:1,Dual Overhead Cam,Gas,3.46,3.82,4,N/A,22/35,"110.0""","189.8""",72,57,3161 lbs.,"45.5""","40.0""",5/5,16 cu. ft.,N/A,N/A,4301 lbs.,N/A,6-Speed Automatic
30,16327583,34K,Brown,Silver,2WDWD,2.4L engine,4 cylinders,185 horsepower@6000rpm,178 torque@4000rpm,11:1,Variable Timing DOHC,Gas,3.46,3.82,4,N/A,25/37,"110.4""","191.1""",73,58,3245 lbs.,"45.5""","40.4""",5/5,16 cu. ft.,N/A,N/A,N/R,N/A,N/A
31,16593750,36K,Gray,Black,2WDWD,2.4L engine,4 cylinders,185 horsepower@6000rpm,178 torque@4000rpm,11:1,Variable Timing DOHC,Gas,3.46,3.82,4,N/A,25/37,"110.4""","191.1""",73,58,3245 lbs.,"45.5""","40.4""",5/5,16 cu. ft.,N/A,N/A,N/R,N/A,N/A
32,16238735,56K,Black,Blue,2WDWD,1.6L engine,4 cylinders,201 horsepower@6000rpm,0 torque@1750rpm,9.5:1,Dual Overhead Cam,Turbo Gas,3.03,3.36,0,N/A,24/31,"104.3""","167.3""",70,55,2888 lbs.,"43.9""","39.0""",4/4,16 cu. ft.,N/A,N/A,3638 lbs.,N/A,N/A
33,16338734,35K,Black,White,2WDWD,1.6L engine,4 cylinders,201 horsepower@6000rpm,0 torque@1750rpm,9.5:1,Dual Overhead Cam,Turbo Gas,3.03,3.36,0,N/A,N/A,"104.3""","167.3""",70,55,2800 lbs.,"43.9""","39.0""",4/4,16 cu. ft.,N/A,N/A,3638 lbs.,N/A,N/A
34,16338670,110K,Tan,Black,2WDWD,3.5L engine,6 cylinders,303 horsepower@6800rpm,262 torque@4800rpm,11:1,Dual Overhead Cam,Gas,3.76,3.21,4,N/A,16/23,"113.6""","191.3""",75,66,4094 lbs.,"44.7""","39.3""",5/5,62 cu. ft.,N/A,1213 lbs.,5301 lbs.,N/A,N/A
35,16450543,93K,Tan,Black,4WDWD,3.5L engine,6 cylinders,306 horsepower@6800rpm,253 torque@5200rpm,11:1,Dual Overhead Cam,Gas,3.76,3.21,4,20.00,17/23,"112.2""","187.0""",69,57,3704 lbs.,"43.9""","40.5""",5/5,14 cu. ft.,1000 lbs.,N/A,4788 lbs.,N/A,N/A
36,16238843,42K,Gray,White,2WDWD,3.7L engine,6 cylinders,328 horsepower@7000rpm,269 torque@5200rpm,11:1,Variable Timing DOHC,Gas,3.76,3.39,4,N/A,19/27,"112.2""","187.9""",69,57,3628 lbs.,"43.9""","39.1""",5/5,14 cu. ft.,N/A,N/A,N/R,N/A,N/A
37,15777442,47K,Tan,Black,4WDWD,3.7L engine,6 cylinders,328 horsepower@7000rpm,269 torque@5200rpm,11:1,Variable Timing DOHC,Gas,3.76,3.39,4,N/A,19/27,"112.2""","188.3""",71,57,3822 lbs.,"44.5""","39.5""",5/5,14 cu. ft.,N/A,N/A,N/R,N/A,N/A
38,16005592,24K,Black,Black,4WDWD,3.7L engine,6 cylinders,328 horsepower@7000rpm,N/A,N/A,Variable Timing,Gas,3.76,3.39,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
39,16238241,26K,Black,Black,4WDWD,3.7L engine,6 cylinders,328 horsepower@7000rpm,N/A,N/A,Variable Timing,Gas,3.76,3.39,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
40,16338681,32K,Black,Black,4WDWD,3.5L engine,6 cylinders,265 horsepower@6400rpm,248 torque@4400rpm,10:1,Variable Timing DOHC,Gas,3.76,3.20,4,N/A,19/25,"114.2""","196.4""",77,68,4419 lbs.,"42.3""","40.7""",7/7,16 cu. ft.,5000 lbs.,1475 lbs.,5937 lbs.,N/A,N/A
41,14360647,19K,Black,Silver,4WDWD,2.4L engine,4 cylinders,184 horsepower@6250rpm,171 torque@4800rpm,10:1,Variable Timing,Gas,3.46,3.82,4,N/A,21/28,"106.3""","182.0""",73,66,4044 lbs.,"41.1""","39.4""",5/5,30 cu. ft.,1000 lbs.,1547 lbs.,5500 lbs.,N/A,N/A
42,16004903,35K,Black,Blue,4WDWD,2.4L engine,4 cylinders,184 horsepower@6250rpm,171 torque@4800rpm,10:1,Variable Timing,Gas,3.46,3.82,4,N/A,21/28,"106.3""","182.0""",73,66,4044 lbs.,"41.1""","39.4""",5/5,30 cu. ft.,1000 lbs.,1547 lbs.,5500 lbs.,N/A,N/A
43,16450797,20K,Black,White,2WDWD,2.4L engine,N/A,N/A,N/A,10.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,106.3'',182.0'',73.2'',65.7'',3655 lbs.,41.1'',39.4'',5/5,29.7 cu. ft.,1000/1000 lbs.,1395 lbs.,5050 lbs.,N/A,N/A
44,16338842,71K,Black,Gray,2WDWD,2.4L engine,4 cylinders,172 horsepower@6000rpm,141 torque@5000rpm,11:1,Dual Overhead Cam,Gas,3.46,3.82,4,N/A,21/27,"103.7""","175.1""",71,65,3152 lbs.,"40.6""","40.7""",5/5,54 cu. ft.,2000 lbs.,925 lbs.,4575 lbs.,N/A,6-Speed Automatic
45,16497552,24K,Black,Red,4WDWD,2.4L engine,4 cylinders,172 horsepower@6000rpm,165 torque@4400rpm,11:1,Variable Timing DOHC,Gas,3.46,3.82,4,N/A,21/27,"103.7""","175.1""",71,65,3345 lbs.,"40.6""","40.7""",5/5,23 cu. ft.,1000/2000 lbs.,1230 lbs.,4575 lbs.,N/A,N/A
46,16238152,34K,Black,Silver,4WDWD,2.4L engine,4 cylinders,172 horsepower@6000rpm,165 torque@4400rpm,11:1,Variable Timing,Gas,3.46,3.82,4,N/A,22/27,"103.7""","175.1""",71,65,3260 lbs.,"40.6""","40.7""",5/5,23 cu. ft.,1000/1000 lbs.,1315 lbs.,4575 lbs.,N/A,N/A
47,16005579,73K,Tan,Gray,4WDWD,3.6L engine,6 cylinders,290 horsepower@6400rpm,260 torque@4800rpm,10:1,Dual Overhead Cam,Ethanol/Gas,3.78,3.27,4,N/A,16/23,"114.8""","189.9""",N/R,69,4850 lbs.,"40.3""","40.0""",5/5,68 cu. ft.,7200 lbs.,1221 lbs.,6500 lbs.,N/A,N/A
48,15907923,29K,Tan,Silver,2WDWD,1.4L engine,4 cylinders,160 horsepower@5500rpm,184 torque@2500rpm,9.8:1,Variable Timing OHC,Turbo Gas,2.83,3.31,4,N/A,24/31,"101.2""","166.6""",71,66,3044 lbs.,"41.2""","41.1""",5/5,19 cu. ft.,N/A,N/A,N/R,N/A,N/A
49,16338925,7K,Black,Yellow,2WDWD,2.4L engine,N/A,N/A,184 torque@2500rpm,9.8:1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"101.2""","166.6""",71,66,3044 lbs.,"41.2""","41.1""",5/5,19 cu. ft.,N/A,1153 lbs.,4197 lbs.,N/A,N/A
50,16568235,5K,Gray,Blue,4WDWD,3.6L engine,6 cylinders,285 horsepower@6400rpm,N/A,10.20,Variable Timing,Gas,3.78,3.27,4,N/A,17/21,95.4'',164.3'',73.7'',72.6'',4132 lbs.,41.0'',41.3'',4/4,12.8 cu. ft.,2000/3500 lbs.,709 lbs.,5024 lbs.,N/A,N/A
51,16005434,67K,Black,Black,4WDWD,3.6L engine,6 cylinders,285 horsepower@6400rpm,260 torque@4800rpm,10:1,Dual Overhead Cam,Gas,3.78,3.27,0,N/A,17/21,"95.4""","164.2""",73,71,3760 lbs.,"40.9""","42.1""",4/4,55 cu. ft.,2000 lbs.,1000 lbs.,N/R,N/A,N/A
52,16238082,37K,Black,White,4WDWD,3.6L engine,6 cylinders,285 horsepower@6400rpm,260 torque@4800rpm,10:1,Variable Timing,Gas,3.78,3.27,4,N/A,17/21,"95.4""","152.8""",73,70,3879 lbs.,"41.0""","41.3""",4/4,13 cu. ft.,2000/2000 lbs.,1000 lbs.,4879 lbs.,N/A,N/A
53,16338632,40K,Black,Black,4WDWD,3.6L engine,6 cylinders,285 horsepower@6400rpm,260 torque@4800rpm,10:1,Variable Timing DOHC,Gas,3.78,3.27,4,N/A,16/21,"116.0""","173.4""",73,70,4397 lbs.,"41.0""","41.3""",5/5,32 cu. ft.,2000/2000 lbs.,880 lbs.,5277 lbs.,N/A,N/A
54,16005500,17K,Gray,Blue,2WDWD,2.0L engine,4 cylinders,147 horsepower@6200rpm,N/A,12.50,Variable Timing,Gas,3.19,3.82,4,N/A,25/33,106.3'',179.5'',70.1'',56.3'',2844 lbs.,42.2'',39.1'',5/5,14.9 cu. ft.,N/A,N/A,N/A,N/A,N/A
55,16238153,10K,Black,Silver,2WDWD,2.0L engine,4 cylinders,147 horsepower@6200rpm,N/A,12.50,Variable Timing,Gas,3.19,3.82,4,N/A,25/34,106.3'',179.5'',70.1'',56.3'',2804 lbs.,42.2'',39.1'',5/5,14.9 cu. ft.,N/A,N/A,N/A,N/A,N/A
56,15154033,37K,Black,Black,2WDWD,5.0L engine,8 cylinders,420 horsepower@6400rpm,376 torque@5000rpm,12:1,Variable Timing,Gas,3.78,3.43,4,N/A,15/23,"119.9""","200.6""",74,58,4555 lbs.,"45.9""","40.2""",5/5,16 cu. ft.,N/A,N/A,N/R,N/A,N/A
57,16250398,44K,Tan,Blue,2WDWD,2.4L engine,4 cylinders,192 horsepower@6300rpm,181 torque@4250rpm,11:1,Variable Timing DOHC,Gas,3.46,3.82,4,N/A,23/34,"110.0""","190.7""",72,57,3272 lbs.,"45.5""","40.0""",5/5,15 cu. ft.,N/A,N/A,N/R,N/A,N/A
58,16327588,12K,Black,Burgundy,2WDWD,2.4L engine,4 cylinders,185 horsepower@6000rpm,178 torque@4000rpm,11:1,Variable Timing,Gas,3.46,3.82,4,N/A,21/28,"109.4""","187.4""",74,66,3704 lbs.,"44.1""","39.5""",5/7,39 cu. ft.,1650/2000 lbs.,1322 lbs.,5026 lbs.,N/A,N/A
59,16450727,80K,Black,Gray,2WDWD,2.0L engine,4 cylinders,164 horsepower@6200rpm,151 torque@4000rpm,12:1,Variable Timing DOHC,Gas,3.19,3.82,4,N/A,23/31,"101.2""","163.0""",70,63,2714 lbs.,"40.9""","39.6""",5/5,24 cu. ft.,N/A,N/A,N/R,N/A,N/A
60,16338552,19K,Black,Green,2WDWD,1.6L engine,4 cylinders,130 horsepower@6300rpm,118 torque@4850rpm,11:1,Variable Timing DOHC,Gas,2.95,3.36,4,N/A,24/30,"101.2""","163.0""",70,63,2714 lbs.,"40.9""","39.6""",5/5,24 cu. ft.,N/A,N/A,N/R,N/A,N/A
61,16005065,121K,Tan,Red,2WDWD,2.0L engine,4 cylinders,138 horsepower@6000rpm,136 torque@4500rpm,10:1,Dual Overhead Cam,Gas,3.24,3.68,4,14.00,23/30,"102.8""","177.2""",68,57,2919 lbs.,"42.8""","40.0""",5/5,12 cu. ft.,N/A,N/A,N/R,N/A,N/A
62,16250518,5K,Black,White,4WDWD,2.4L engine,4 cylinders,181 horsepower@6000rpm,N/A,11.30,Variable Timing,Gas,3.46,3.82,4,N/A,21/25,105.1'',176.4'',73.0'',64.8'',3426 lbs.,41.5'',39.3'',5/5,30.7 cu. ft.,1650/2000 lbs.,1160 lbs.,4608 lbs.,N/A,N/A
63,16327432,30K,Gray,Silver,2WDWD,3.5L engine,6 cylinders,268 horsepower@6200rpm,248 torque@4700rpm,11:1,Variable Timing DOHC,Gas,3.70,3.27,4,N/A,21/31,"111.0""","192.7""",71,57,3549 lbs.,"41.9""","37.5""",5/5,15 cu. ft.,N/A,N/A,N/R,N/A,N/A
64,16450649,30K,Black,Gray,4WDWD,3.5L engine,6 cylinders,306 horsepower@6400rpm,277 torque@4800rpm,12:1,Variable Timing DOHC,Gas,3.70,3.27,4,N/A,19/26,"112.2""","190.7""",72,57,3891 lbs.,"42.3""","38.0""",5/5,14 cu. ft.,N/A,N/A,N/R,N/A,N/A
65,16450635,14K,Black,White,4WDWD,4.6L engine,8 cylinders,301 horsepower@5500rpm,329 torque@3500rpm,10:1,Variable Timing,Gas,3.70,3.27,4,N/A,15/20,"109.8""","192.1""",74,74,5130 lbs.,"41.7""","38.0""",7/7,N/R,2000/6500 lbs.,1470 lbs.,6600 lbs.,N/A,N/A
66,16004442,27K,Black,Silver,4WDWD,2.5L engine,6 cylinders,204 horsepower@6400rpm,185 torque@4800rpm,12:1,Variable Timing DOHC,Gas,3.27,3.03,4,N/A,20/27,"110.2""","183.7""",71,56,3649 lbs.,"44.8""","38.2""",5/5,14 cu. ft.,N/A,N/A,N/R,N/A,N/A
67,16139709,34K,Tan,White,4WDWD,5.7L engine,8 cylinders,383 horsepower@5600rpm,403 torque@3600rpm,10:1,Variable Timing DOHC,Gas,3.70,4.02,4,N/A,12/17,"112.2""","197.0""",77,75,6000 lbs.,"42.9""","38.3""",8/8,16 cu. ft.,2000/7000 lbs.,1385 lbs.,7385 lbs.,N/A,N/A
68,16005024,47K,Black,Silver,4WDWD,3.5L engine,6 cylinders,270 horsepower@6200rpm,248 torque@4700rpm,11:1,Variable Timing DOHC,Gas,3.70,3.27,4,N/A,18/24,"107.9""","187.8""",74,66,4343 lbs.,"43.1""","39.1""",5/5,40 cu. ft.,2000/3500 lbs.,1307 lbs.,5650 lbs.,N/A,N/A
69,16005585,70K,Black,Silver,2WDWD,3.5L engine,6 cylinders,270 horsepower@6200rpm,251 torque@4700rpm,11:1,Dual Overhead Cam,Gas,3.70,3.27,4,19.20,18/23,"106.9""","186.2""",72,66,3870 lbs.,"42.5""","39.3""",5/5,85 cu. ft.,3500 lbs.,N/A,5245 lbs.,N/A,N/A
70,16250245,124K,Black,Black,4WDWD,3.5L engine,6 cylinders,270 horsepower@6200rpm,251 torque@4700rpm,11:1,Dual Overhead Cam,Gas,3.70,3.27,4,19.20,17/22,"106.9""","186.2""",72,66,4090 lbs.,"42.5""","39.3""",5/5,85 cu. ft.,3500 lbs.,N/A,N/R,N/A,N/A
71,16250428,53K,Black,Black,2WDWD,3.5L engine,6 cylinders,270 horsepower@6200rpm,251 torque@4700rpm,11:1,Dual Overhead Cam,Gas,3.70,3.27,4,19.20,18/23,"106.9""","186.2""",72,66,3870 lbs.,"42.5""","39.3""",5/5,85 cu. ft.,3500 lbs.,N/A,N/R,N/A,N/A
72,16338961,76K,Black,Red,4WDWD,3.5L engine,6 cylinders,245 horsepower@6000rpm,234 torque@4800rpm,13:1,Dual Overhead Cam,Gas/Electric,3.70,3.27,4,N/A,30/28,"107.9""","187.8""",74,67,4652 lbs.,"43.1""","39.1""",5/5,80 cu. ft.,3500 lbs.,825 lbs.,5974 lbs.,N/A,4-Speed Automatic
73,16450734,6K,Tan,Gold,2WDWD,2.7L engine,6 cylinders,325 horsepower@5750rpm,N/A,10.50,Variable Timing DOHC,Turbo Gas,3.27,3.27,4,N/A,18/27,117.9'',201.4'',75.3'',58.5'',4224 lbs.,44.4'',39.3'',5/5,16.7 cu. ft.,N/A,N/A,N/A,N/A,N/A
74,16359357,40K,Cream,Blue,4WDWD,3.5L engine,6 cylinders,365 horsepower@5500rpm,350 torque@3500rpm,10:1,Variable Timing DOHC,Turbo Gas,3.64,3.41,4,N/A,16/23,"117.9""","207.6""",85,67,4942 lbs.,"41.3""","40.1""",7/6,18 cu. ft.,4500 lbs.,1408 lbs.,6350 lbs.,N/A,N/A
75,16568205,50K,Black,Black,4WDWD,3.5L engine,6 cylinders,380 horsepower@5250rpm,460 torque@2750rpm,10:1,Variable Timing,Turbo Gas,3.64,3.41,4,N/A,15/20,"131.0""","222.3""",78,78,6297 lbs.,"43.0""","39.5""",7/8,43 cu. ft.,1500/8400 lbs.,1590 lbs.,7900 lbs.,N/A,N/A
76,16450606,10K,Black,Blue,4WDWD,2.0L engine,4 cylinders,146 horsepower@6000rpm,N/A,13.00,Variable Timing,Gas,3.29,3.59,4,N/A,27/32,101.2'',168.3'',69.6'',60.7'',2952 lbs.,41.7'',38.4'',5/5,N/A,N/A,N/A,N/A,N/A,N/A
77,15574754,23K,Black,Gray,4WDWD,2.5L engine,4 cylinders,184 horsepower@5700rpm,185 torque@3250rpm,13:1,Variable Timing DOHC,Gas,3.50,3.94,4,N/A,24/30,"106.3""","178.7""",72,67,3532 lbs.,"41.0""","39.0""",5/5,34 cu. ft.,2000 lbs.,977 lbs.,4537 lbs.,N/A,N/A
78,16171502,41K,Black,Silver,4WDWD,2.5L engine,4 cylinders,184 horsepower@5700rpm,185 torque@3250rpm,13:1,Variable Timing DOHC,Gas,3.50,3.94,4,N/A,24/30,"106.3""","178.7""",72,65,3532 lbs.,"41.0""","39.0""",5/5,34 cu. ft.,N/A,1005 lbs.,4537 lbs.,N/A,N/A
79,15777943,31K,Black,Silver,2WDWD,2.5L engine,4 cylinders,167 horsepower@6000rpm,168 torque@4000rpm,9.7:1,Dual Overhead Cam,Gas,3.50,3.94,4,N/A,22/29,"103.9""","180.9""",69,57,3025 lbs.,"42.0""","38.9""",5/5,12 cu. ft.,N/A,N/A,N/R,N/A,5-Speed Automatic
80,16170835,56K,Black,Blue,2WDWD,2.5L engine,4 cylinders,167 horsepower@6000rpm,168 torque@4000rpm,9.7:1,Dual Overhead Cam,Gas,3.50,3.94,4,N/A,22/29,"103.9""","177.4""",69,57,3064 lbs.,"42.0""","38.9""",5/5,17 cu. ft.,N/A,N/A,N/R,N/A,5-Speed Manual
81,16338798,73K,Black,Red,2WDWD,2.5L engine,4 cylinders,167 horsepower@6000rpm,168 torque@4000rpm,9.7:1,Dual Overhead Cam,Gas,3.50,3.94,4,N/A,22/29,"103.9""","177.4""",69,57,3064 lbs.,"42.0""","38.9""",5/5,17 cu. ft.,N/A,N/A,N/R,N/A,5-Speed Automatic
