,stock_n,mileage,interior_color,exterior_color,drive_type,engine_size,num_cylinders,hp,torque,comp_ratio,cam_shaft,engine_type,bore,stroke,values_per_cylinder,fuel_cap,epa_mpg,wheel_base,length,width,height,curb_weight,leg_room,head_room,seating_cap,cargo_cap,tow_cap,pay_cap,gross,tire,trans
304,16568251,32K,Tan,White,2WDWD,3.5L engine,6 cylinders,279 horsepower@6200rpm,252 torque@4900rpm,11:1,Variable Timing,Gas,3.50,3.66,4,N/A,20/28,"105.7""","184.4""",73,65,3732 lbs.,"42.0""","38.7""",5/5,26 cu. ft.,1000/1500 lbs.,1118 lbs.,4850 lbs.,N/A,N/A
305,16004488,40K,Black,Gray,2WDWD,3.5L engine,6 cylinders,280 horsepower@6200rpm,254 torque@5000rpm,11:1,Single Overhead Cam,Gas,3.50,3.66,4,N/A,18/26,"109.3""","195.3""",74,57,3726 lbs.,"42.5""","38.4""",5/5,13 cu. ft.,N/A,N/A,N/R,N/A,N/A
306,16171531,127K,Cream,Gray,2WDWD,2.4L engine,4 cylinders,201 horsepower@7000rpm,170 torque@4300rpm,11:1,Dual Overhead Cam,Gas,3.42,3.89,4,N/A,21/30,"106.4""","186.1""",72,56,3485 lbs.,"42.4""","37.6""",5/5,13 cu. ft.,N/A,N/A,N/R,N/A,N/A
307,16237735,33K,Black,Silver,4WDWD,2.0L engine,4 cylinders,211 horsepower@4300rpm,258 torque@1500rpm,9.6:1,Dual Overhead Cam,Turbo Gas,3.25,3.65,4,N/A,20/30,"108.3""","182.1""",73,54,3681 lbs.,"41.3""","39.1""",4/4,12 cu. ft.,N/A,N/A,N/R,N/A,N/A
308,16237881,28K,n/a,White,4WDWD,2.0L engine,4 cylinders,220 horsepower@4450rpm,258 torque@1500rpm,9.6:1,Variable Timing DOHC,Turbo Gas,3.25,3.65,4,N/A,21/29,"108.3""","182.1""",73,54,4045 lbs.,"41.3""","40.0""",4/4,10 cu. ft.,N/A,N/A,N/R,N/A,N/A
309,16568077,28K,Tan,Gold,4WDWD,2.0L engine,4 cylinders,220 horsepower@4450rpm,N/A,N/A,Variable Timing DOHC,Turbo Gas,3.25,3.65,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
310,15879840,56K,Black,Silver,4WDWD,4.0L engine,8 cylinders,420 horsepower@5500rpm,406 torque@1400rpm,10:1,Dual Overhead Cam,Turbo Gas,3.33,3.50,0,N/A,17/27,"114.7""","193.9""",N/R,57,4398 lbs.,"41.3""","37.2""",5/5,14 cu. ft.,N/A,N/A,N/R,N/A,N/A
311,16497269,22K,Tan,Black,4WDWD,2.0L engine,4 cylinders,180 horsepower@5000rpm,200 torque@1250rpm,11:1,Variable Timing,Turbo Gas,3.31,3.55,4,N/A,23/34,"110.6""","182.4""",71,56,3450 lbs.,"42.0""","40.3""",5/5,17 cu. ft.,N/A,N/A,N/R,N/A,N/A
312,16568364,22K,Tan,Blue,2WDWD,2.3L engine,4 cylinders,270 horsepower@0rpm,255 torque@4000rpm,11:1,Variable Timing DOHC,Turbo Gas,0,0,4,N/A,19/27,"112.8""","198.3""",78,70,4432 lbs.,"42.9""","41.4""",7/6,21 cu. ft.,5000 lbs.,N/A,N/R,N/A,N/A
313,16327924,30K,Black,Gray,4WDWD,3.5L engine,6 cylinders,365 horsepower@5500rpm,350 torque@3500rpm,10:1,Variable Timing DOHC,Turbo Gas,3.64,3.41,4,N/A,16/22,"112.6""","197.1""",78,71,4697 lbs.,"43.1""","41.4""",7/6,21 cu. ft.,5000 lbs.,1420 lbs.,N/R,N/A,N/A
314,16568192,33K,Gray,Silver,4WDWD,3.5L engine,6 cylinders,290 horsepower@6500rpm,255 torque@4000rpm,11:1,Variable Timing DOHC,Ethanol/Gas,3.64,3.41,4,N/A,17/23,"112.6""","197.1""",78,71,4697 lbs.,"43.1""","41.4""",7/6,21 cu. ft.,5000 lbs.,1500 lbs.,N/R,N/A,N/A
315,16568124,112K,Gray,White,4WDWD,3.5L engine,6 cylinders,365 horsepower@5000rpm,380 torque@4250rpm,11:1,Dual Overhead Cam,Turbo Gas,0,0,4,N/A,15/21,"144.5""","231.9""",79,76,5586 lbs.,"41.4""","41.0""",5/6,N/R,11300 lbs.,1700 lbs.,7350 lbs.,N/A,N/A
316,16568162,17K,Black,Blue,4WDWD,3.5L engine,6 cylinders,365 horsepower@6250rpm,375 torque@3000rpm,10:1,Variable Timing DOHC,Turbo Gas,3.64,3.41,4,N/A,16/22,"145.0""","231.9""",79,76,5586 lbs.,"43.9""","40.8""",6/5,N/R,1500/11500 lbs.,1630 lbs.,7350 lbs.,N/A,N/A
317,16250502,92K,Tan,Gold,4WDWD,5.0L engine,8 cylinders,360 horsepower@5500rpm,380 torque@4250rpm,11:1,Dual Overhead Cam,Ethanol/Gas,0,0,4,N/A,14/19,"144.5""","231.9""",79,76,5586 lbs.,"41.4""","41.0""",5/6,N/R,11300 lbs.,1700 lbs.,7350 lbs.,N/A,N/A
318,16171550,30K,Black,White,2WDWD,1.6L engine,4 cylinders,120 horsepower@6000rpm,109 torque@4250rpm,11:1,Dual Overhead Cam,Gas,3.10,3.20,4,N/A,28/37,"98.0""","160.1""",66,58,2537 lbs.,"42.2""","39.1""",5/5,15 cu. ft.,N/A,N/A,N/R,N/A,N/A
319,16005450,117K,Gray,Silver,2WDWD,2.0L engine,4 cylinders,140 horsepower@6000rpm,136 torque@4250rpm,10:1,Dual Overhead Cam,Gas,3.44,3.27,2,N/A,24/35,"102.9""","175.0""",78,58,2623 lbs.,"41.7""","39.2""",5/5,14 cu. ft.,N/A,N/A,N/R,N/A,N/A
320,16498351,18K,Black,Red,2WDWD,2.0L engine,4 cylinders,160 horsepower@6500rpm,N/A,10.00,N/A,Ethanol/Gas,3.44,3.27,4,N/A,26/38,104.3'',178.7'',71.8'',57.8'',2907 lbs.,43.1'',38.3'',5/5,13.2 cu. ft.,N/A,N/A,N/A,N/A,N/A
321,16250711,64K,Black,Silver,2WDWD,2.0L engine,4 cylinders,140 horsepower@6000rpm,136 torque@4250rpm,10:1,Dual Overhead Cam,Gas,3.44,3.27,2,N/A,24/35,"102.9""","175.0""",78,58,2642 lbs.,"41.7""","39.2""",5/5,14 cu. ft.,1000 lbs.,N/A,N/R,N/A,4-Speed Automatic
322,16171194,116K,Black,Silver,2WDWD,2.0L engine,4 cylinders,140 horsepower@6000rpm,136 torque@4250rpm,10:1,Dual Overhead Cam,Gas,3.44,3.27,2,N/A,24/35,"102.9""","175.0""",78,58,2623 lbs.,"41.7""","39.2""",5/5,14 cu. ft.,N/A,N/A,N/R,N/A,N/A
323,16171641,26K,Black,White,2WDWD,2.5L engine,4 cylinders,175 horsepower@6000rpm,175 torque@4500rpm,9.7:1,Variable Timing,Gas,3.50,3.94,4,N/A,22/33,"112.2""","191.7""",75,58,3427 lbs.,"44.3""","39.2""",5/5,16 cu. ft.,N/A,N/A,N/R,N/A,N/A
324,16238041,59K,Black,Silver,2WDWD,2.5L engine,4 cylinders,170 horsepower@0rpm,N/A,9.7:1,Dual Overhead Cam,Gas,3.50,3.94,4,N/A,22/34,"112.2""","191.7""",72,58,3427 lbs.,"44.3""","39.2""",5/5,16 cu. ft.,N/A,N/A,N/R,N/A,N/A
325,16238336,104K,Black,Silver,2WDWD,1.6L engine,4 cylinders,179 horsepower@0rpm,N/A,9.7:1,Dual Overhead Cam,Turbo Gas,3.11,3.20,4,N/A,23/36,"112.2""","191.7""",72,58,3427 lbs.,"44.3""","39.2""",5/5,16 cu. ft.,N/A,N/A,N/R,N/A,N/A
326,16568318,59K,Black,Blue,2WDWD,2.0L engine,4 cylinders,240 horsepower@5500rpm,175 torque@4500rpm,9.7:1,Variable Timing DOHC,Turbo Gas,3.45,3.27,4,N/A,22/33,"112.2""","191.7""",72,58,3615 lbs.,"44.3""","39.2""",5/5,16 cu. ft.,N/A,N/A,N/R,N/A,N/A
327,16238569,105K,Black,Blue,2WDWD,3.0L engine,6 cylinders,240 horsepower@6550rpm,172 torque@4500rpm,9.7:1,Dual Overhead Cam,Ethanol/Gas,3.50,3.13,4,N/A,20/28,"107.4""","190.6""",72,56,3342 lbs.,"42.3""","38.7""",5/5,17 cu. ft.,N/A,N/A,N/R,N/A,N/A
328,16237473,60K,Black,Gray,2WDWD,2.0L engine,4 cylinders,240 horsepower@5000rpm,270 torque@3000rpm,9.3:1,Variable Timing DOHC,Turbo Gas,3.45,3.27,4,N/A,22/33,"112.2""","191.7""",75,58,3526 lbs.,"44.3""","39.2""",5/5,16 cu. ft.,N/A,N/A,N/R,N/A,N/A
329,16568195,19K,Black,Red,4WDWD,2.0L engine,4 cylinders,240 horsepower@5000rpm,270 torque@3000rpm,9.3:1,Variable Timing DOHC,Turbo Gas,3.45,3.27,4,N/A,22/31,"112.2""","191.7""",75,58,3681 lbs.,"44.3""","39.2""",5/5,16 cu. ft.,N/A,N/A,N/R,N/A,N/A
330,16238054,22K,Tan,Black,2WDWD,2.3L engine,4 cylinders,310 horsepower@5500rpm,320 torque@2500rpm,9.5:1,Variable Timing DOHC,Turbo Gas,3.45,3.70,4,N/A,21/32,"107.1""","188.3""",75,54,3501 lbs.,"44.5""","37.6""",4/4,14 cu. ft.,N/A,N/A,N/R,N/A,N/A
331,16250412,54K,Black,Silver,2WDWD,2.3L engine,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
332,16497306,38K,Black,Red,2WDWD,2.3L engine,4 cylinders,310 horsepower@5500rpm,N/A,9.50,Variable Timing,Turbo Gas,3.45,3.70,4,N/A,21/30,107.1'',188.3'',75.4'',54.4'',3532 lbs.,44.5'',37.6'',4/4,13.5 cu. ft.,N/A,N/A,N/A,N/A,N/A
333,16568081,11K,Black,Red,2WDWD,2.3L engine,4 cylinders,310 horsepower@5500rpm,320 torque@2500rpm,9.5:1,Variable Timing,Turbo Gas,3.45,3.70,4,N/A,21/31,"107.1""","188.3""",75,54,3532 lbs.,"44.5""","37.6""",4/4,14 cu. ft.,N/A,N/A,N/R,N/A,N/A
334,16568373,17K,Black,Yellow,2WDWD,2.3L engine,4 cylinders,310 horsepower@5500rpm,320 torque@2500rpm,9.5:1,Variable Timing,Turbo Gas,3.45,3.70,4,N/A,21/31,"107.1""","188.3""",75,54,3532 lbs.,"44.5""","37.6""",4/4,14 cu. ft.,N/A,N/A,N/R,N/A,N/A
335,16497890,36K,Black,Silver,2WDWD,5.0L engine,8 cylinders,435 horsepower@6500rpm,N/A,11.00,Variable Timing,Gas,3.63,3.65,4,N/A,14/23,107.1'',188.3'',75.4'',54.9'',3872 lbs.,44.5'',37.6'',4/4,11.4 cu. ft.,N/A,N/A,N/A,N/A,N/A
336,16171170,54K,Black,Black,4WDWD,4.0L engine,6 cylinders,207 horsepower@5250rpm,238 torque@3000rpm,9.7:1,N/A,Gas,0,0,0,N/A,14/18,"125.9""","203.6""",71,67,3668 lbs.,"42.4""","39.2""",2/5,25 cu. ft.,5800 lbs.,1360 lbs.,5150 lbs.,N/A,N/A
337,16568219,30K,Black,White,2WDWD,3.7L engine,6 cylinders,270 horsepower@6500rpm,250 torque@4000rpm,11:1,Variable Timing,Gas,3.76,3.41,4,N/A,11/16,"147.6""","237.6""",81,110,6124 lbs.,N/R,N/R,12/15,107 cu. ft.,N/A,2810 lbs.,9000 lbs.,N/A,N/A
338,16568134,19K,Black,Gray,4WDWD,5.3L engine,8 cylinders,315 horsepower@5200rpm,335 torque@4000rpm,9.9:1,Overhead Valve,Ethanol/Gas,3.78,3.62,2,N/A,15/21,"157.5""","249.2""",80,73,5487 lbs.,"41.3""","41.2""",5/6,N/R,9300 lbs.,1513 lbs.,7000 lbs.,N/A,N/A
339,16568133,127K,Black,Silver,2WDWD,2.4L engine,4 cylinders,182 horsepower@6700rpm,172 torque@4900rpm,11:1,Variable Timing DOHC,Ethanol/Gas,3.46,3.86,4,N/A,22/32,"112.5""","185.3""",72,66,3867 lbs.,"41.2""","39.8""",5/5,32 cu. ft.,1500/3500 lbs.,1093 lbs.,4960 lbs.,N/A,N/A
340,16238710,28K,Black,Silver,2WDWD,5.3L engine,8 cylinders,355 horsepower@5600rpm,383 torque@4100rpm,11:1,Variable Timing,Gas,3.78,3.62,2,N/A,16/23,"116.0""","203.9""",80,74,5308 lbs.,"45.3""","42.8""",8/9,15 cu. ft.,2000/8500 lbs.,1752 lbs.,7100 lbs.,N/A,N/A
341,16171447,30K,Black,Tan,4WDWD,5.3L engine,8 cylinders,355 horsepower@5600rpm,N/A,11.00,Variable Timing,Gas,3.78,3.62,2,N/A,15/22,130.0'',224.3'',80.5'',74.4'',5775 lbs.,45.3'',42.8'',8/7,39.3 cu. ft.,2000/8000 lbs.,1551 lbs.,7500 lbs.,N/A,N/A
342,16171401,65K,Black,Black,2WDWD,2.4L engine,4 cylinders,185 horsepower@6400rpm,181 torque@3900rpm,11:1,Variable Timing DOHC,Gas,3.43,3.90,4,N/A,27/36,"109.3""","191.4""",72,57,3358 lbs.,"42.5""","37.6""",5/5,16 cu. ft.,N/A,N/A,N/R,N/A,N/A
343,16238675,5K,Black,Red,2WDWD,2.4L engine,4 cylinders,185 horsepower@6400rpm,N/A,11.10,Variable Timing,Gas,3.43,3.90,4,N/A,27/36,107.3'',189.5'',73.0'',56.5'',3342 lbs.,42.2'',37.2'',5/5,13.4 cu. ft.,N/A,N/A,N/A,N/A,N/A
344,16338773,7K,Black,Blue,2WDWD,2.4L engine,4 cylinders,189 horsepower@6400rpm,N/A,11.10,Variable Timing,Gas,3.43,3.90,4,N/A,27/36,109.3'',192.5'',72.8'',57.7'',3369 lbs.,42.5'',39.1'',5/5,15.8 cu. ft.,N/A,N/A,N/A,N/A,N/A
345,16568183,36K,Black,Silver,2WDWD,1.8L engine,4 cylinders,143 horsepower@6500rpm,129 torque@4300rpm,11:1,Variable Timing OHC,Gas,3.19,3.44,4,N/A,30/39,"105.1""","179.4""",69,56,2868 lbs.,"42.0""","37.9""",5/5,13 cu. ft.,N/A,N/A,N/R,N/A,N/A
346,16250748,27K,Gray,Blue,2WDWD,1.8L engine,4 cylinders,143 horsepower@6500rpm,129 torque@4300rpm,11:1,Variable Timing OHC,Gas,3.19,3.44,4,N/A,30/39,"105.1""","179.4""",69,56,2930 lbs.,"42.0""","37.9""",5/5,13 cu. ft.,N/A,N/A,N/R,N/A,N/A
347,16568415,19K,Black,Silver,2WDWD,1.8L engine,4 cylinders,143 horsepower@6500rpm,129 torque@4300rpm,11:1,Variable Timing OHC,Gas,3.19,3.44,4,N/A,30/39,"105.1""","179.4""",69,56,2930 lbs.,"42.0""","37.9""",5/5,13 cu. ft.,N/A,N/A,N/R,N/A,N/A
348,16171626,42K,Black,Gray,2WDWD,1.8L engine,4 cylinders,0 horsepower@0rpm,128 torque@4300rpm,11:1,N/A,Gas,0,0,0,N/A,28/39,"105.1""","179.4""",N/R,56,2705 lbs.,"42.0""","39.0""",5/5,13 cu. ft.,N/A,850 lbs.,N/R,N/A,N/A
349,16171483,79K,Gray,Blue,2WDWD,2.4L engine,4 cylinders,180 horsepower@6800rpm,161 torque@4400rpm,11:1,Dual Overhead Cam,Gas,3.43,3.90,4,N/A,21/28,"103.1""","179.3""",N/R,66,3386 lbs.,"41.3""","40.9""",5/5,73 cu. ft.,1500 lbs.,850 lbs.,N/R,N/A,N/A
350,16568422,11K,Gray,Blue,4WDWD,5.7L engine,8 cylinders,395 horsepower@5600rpm,N/A,10.20,Variable Timing OHC,Gas,3.92,3.58,2,N/A,N/A,140.5'',229.0'',79.4'',75.7'',5313 lbs.,41.0'',41.0'',6/6,N/A,2000/10400 lbs.,1480 lbs.,6800 lbs.,N/A,N/A
351,16250526,69K,Black,Red,4WDWD,5.7L engine,8 cylinders,390 horsepower@5600rpm,407 torque@4000rpm,11:1,Overhead Valve,Gas,3.92,3.58,2,N/A,13/19,"140.5""","229.0""",N/R,75,5522 lbs.,"41.0""","41.0""",5/6,N/R,9800 lbs.,1278 lbs.,6800 lbs.,N/A,N/A
352,16568285,41K,Gray,Gray,2WDWD,2.0L engine,4 cylinders,188 horsepower@6000rpm,129 torque@4000rpm,12:1,Variable Timing DOHC,Gas/Electric,3.44,3.27,4,N/A,42/37,"104.3""","173.6""",72,63,3640 lbs.,"43.1""","41.0""",5/5,25 cu. ft.,N/A,N/A,N/R,N/A,N/A
353,16568259,69K,Black,Silver,2WDWD,2.0L engine,4 cylinders,188 horsepower@6000rpm,129 torque@4000rpm,12:1,Dual Overhead Cam,Gas/Electric,3.44,3.27,4,N/A,42/37,"104.3""","173.6""",72,63,3682 lbs.,"43.1""","41.0""",5/5,25 cu. ft.,N/A,N/A,N/R,N/A,N/A
354,16171133,71K,Black,Black,4WDWD,3.5L engine,6 cylinders,285 horsepower@6500rpm,253 torque@4000rpm,10:1,N/A,Gas,3.60,3.40,4,N/A,18/25,"111.2""","184.2""",76,67,4234 lbs.,"40.7""","40.0""",5/5,69 cu. ft.,3500 lbs.,N/A,N/R,N/A,N/A
355,16238580,55K,Black,Black,4WDWD,3.5L engine,6 cylinders,285 horsepower@6500rpm,253 torque@4000rpm,10:1,Dual Overhead Cam,Gas,3.60,3.40,4,N/A,18/25,"111.2""","184.2""",76,67,4234 lbs.,"40.7""","40.0""",5/5,69 cu. ft.,3500 lbs.,N/A,N/R,N/A,N/A
356,16568189,21K,Black,Gray,4WDWD,2.0L engine,4 cylinders,245 horsepower@5500rpm,N/A,9.70,Variable Timing,Turbo Gas,3.40,2.51,4,N/A,20/27,112.2'',188.1'',75.9'',68.7'',4078 lbs.,40.5'',40.2'',5/5,39.2 cu. ft.,3500/3500 lbs.,N/A,N/A,N/A,N/A
357,16238465,72K,Gray,Silver,4WDWD,2.0L engine,4 cylinders,240 horsepower@5500rpm,184 torque@2500rpm,10:1,Variable Timing DOHC,Gas,3.44,3.27,4,N/A,21/28,"105.9""","178.1""",72,66,3645 lbs.,"43.1""","39.9""",5/5,34 cu. ft.,3500 lbs.,1116 lbs.,4760 lbs.,N/A,N/A
358,16238833,8K,Tan,White,4WDWD,1.5L engine,4 cylinders,179 horsepower@6000rpm,N/A,10.00,Variable Timing,Turbo Gas,3.11,3.00,4,N/A,22/28,105.9'',178.1'',75.0'',66.3'',3678 lbs.,43.1'',39.9'',5/5,34.0 cu. ft.,2000/2000 lbs.,1082 lbs.,4760 lbs.,N/A,N/A
359,16598150,29K,Gray,Red,4WDWD,2.0L engine,4 cylinders,240 horsepower@5500rpm,184 torque@2500rpm,10:1,Variable Timing DOHC,Turbo Gas,3.44,3.27,4,N/A,21/28,"105.9""","178.1""",72,66,3644 lbs.,"43.1""","39.9""",5/5,34 cu. ft.,3500 lbs.,1082 lbs.,4760 lbs.,N/A,N/A
360,16250665,44K,Gray,Silver,4WDWD,2.0L engine,4 cylinders,240 horsepower@5500rpm,184 torque@2500rpm,10:1,Variable Timing DOHC,Gas,3.44,3.27,4,N/A,21/28,"105.9""","178.1""",72,66,3769 lbs.,"43.1""","39.9""",5/5,34 cu. ft.,2000 lbs.,1115 lbs.,4760 lbs.,N/A,N/A
361,16568361,45K,Tan,Red,4WDWD,3.5L engine,6 cylinders,365 horsepower@5000rpm,N/A,0,Variable Timing,Turbo Gas,N/A,N/A,4,N/A,15/20,119.0'',206.0'',78.8'',77.2'',5781 lbs.,43.0'',39.6'',8/7,18.6 cu. ft.,9000/9000 lbs.,1590 lbs.,7500 lbs.,N/A,N/A
362,16568364,22K,Tan,Blue,2WDWD,2.3L engine,4 cylinders,270 horsepower@0rpm,255 torque@4000rpm,11:1,Variable Timing DOHC,Turbo Gas,0,0,4,N/A,19/27,"112.8""","198.3""",78,70,4432 lbs.,"42.9""","41.4""",7/6,21 cu. ft.,5000 lbs.,N/A,N/R,N/A,N/A
363,16327924,30K,Black,Gray,4WDWD,3.5L engine,6 cylinders,365 horsepower@5500rpm,350 torque@3500rpm,10:1,Variable Timing DOHC,Turbo Gas,3.64,3.41,4,N/A,16/22,"112.6""","197.1""",78,71,4697 lbs.,"43.1""","41.4""",7/6,21 cu. ft.,5000 lbs.,1420 lbs.,N/R,N/A,N/A
364,16250644,52K,Tan,Gray,2WDWD,3.7L engine,6 cylinders,328 horsepower@7000rpm,269 torque@5200rpm,11:1,Dual Overhead Cam,Gas,3.76,3.39,4,N/A,18/26,"112.2""","187.9""",N/R,57,3613 lbs.,"43.9""","40.5""",5/5,14 cu. ft.,N/A,N/A,4722 lbs.,N/A,N/A
365,16238838,35K,Black,Red,2WDWD,3.7L engine,6 cylinders,328 horsepower@7000rpm,N/A,N/A,Variable Timing,Gas,3.76,3.39,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
366,16171343,20K,Tan,Gold,2WDWD,2.4L engine,4 cylinders,184 horsepower@6250rpm,171 torque@4800rpm,10:1,Variable Timing OHC,Gas,3.46,3.82,4,N/A,22/31,"106.3""","182.0""",73,65,3811 lbs.,"41.1""","39.4""",5/5,30 cu. ft.,1000 lbs.,1239 lbs.,5050 lbs.,N/A,N/A
367,16568244,29K,Black,White,2WDWD,2.4L engine,4 cylinders,184 horsepower@6250rpm,171 torque@4800rpm,10:1,Variable Timing,Gas,3.46,3.82,4,N/A,21/30,"106.3""","182.0""",73,65,3811 lbs.,"41.1""","39.4""",5/5,30 cu. ft.,1000 lbs.,1395 lbs.,5050 lbs.,N/A,N/A
368,16568358,18K,Black,Silver,4WDWD,2.4L engine,N/A,N/A,N/A,10.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,107.0'',182.0'',74.9'',67.8'',4028 lbs.,41.1'',39.4'',5/5,24.6 cu. ft.,1000/1000 lbs.,1472 lbs.,5500 lbs.,N/A,N/A
369,16250581,65K,Black,Blue,4WDWD,2.4L engine,4 cylinders,172 horsepower@6000rpm,165 torque@4400rpm,11:1,Variable Timing DOHC,Gas,3.46,3.82,4,N/A,23/28,"103.7""","175.1""",71,65,3247 lbs.,"40.6""","40.7""",5/5,23 cu. ft.,1000/1000 lbs.,1315 lbs.,4575 lbs.,N/A,N/A
370,16238562,29K,Black,White,4WDWD,3.6L engine,6 cylinders,295 horsepower@6400rpm,N/A,10.20,Variable Timing,Gas,3.78,3.27,4,N/A,18/25,114.8'',189.8'',76.5'',69.3'',4875 lbs.,40.3'',39.9'',5/5,36.3 cu. ft.,2000/7200 lbs.,1270 lbs.,6500 lbs.,N/A,N/A
371,16597475,43K,Black,Gray,2WDWD,3.6L engine,6 cylinders,290 horsepower@6400rpm,260 torque@4800rpm,10:1,Variable Timing DOHC,Ethanol/Gas,3.78,3.27,4,N/A,17/25,"114.8""","189.8""",76,69,4754 lbs.,"40.3""","39.9""",5/5,36 cu. ft.,2000/7400 lbs.,1090 lbs.,6500 lbs.,N/A,N/A
372,16250615,16K,Gray,Gray,2WDWD,2.0L engine,4 cylinders,158 horsepower@6400rpm,N/A,10.50,Variable Timing,Gas,3.39,3.39,4,N/A,23/30,103.7'',173.8'',69.2'',65.5'',3136 lbs.,40.6'',41.0'',5/5,23.0 cu. ft.,1000/1000 lbs.,1299 lbs.,4435 lbs.,N/A,N/A
373,16568419,58K,Black,Gray,4WDWD,2.4L engine,4 cylinders,172 horsepower@6000rpm,165 torque@4400rpm,11:1,Variable Timing,Gas,3.46,3.82,4,N/A,20/25,"103.7""","173.8""",69,66,3293 lbs.,"40.6""","41.0""",5/5,23 cu. ft.,1000/1000 lbs.,1282 lbs.,4435 lbs.,N/A,N/A
374,16568420,13K,Black,White,2WDWD,2.4L engine,4 cylinders,172 horsepower@6000rpm,N/A,10.50,Variable Timing DOHC,Gas,3.46,3.82,4,N/A,21/27,103.7'',173.8'',69.2'',65.5'',3136 lbs.,40.6'',41.0'',5/5,23.0 cu. ft.,1000/1000 lbs.,1299 lbs.,4435 lbs.,N/A,N/A
375,16568111,29K,Black,Black,4WDWD,3.6L engine,6 cylinders,285 horsepower@6400rpm,260 torque@4800rpm,10:1,Variable Timing,Gas,3.78,3.27,4,N/A,17/21,"95.4""","152.8""",73,70,4055 lbs.,"41.0""","41.3""",4/4,13 cu. ft.,2000/2000 lbs.,880 lbs.,4935 lbs.,N/A,N/A
376,16328240,12K,Tan,Burgundy,2WDWD,2.4L engine,4 cylinders,185 horsepower@6000rpm,N/A,11.30,Variable Timing,Gas,3.46,3.82,4,N/A,24/34,110.4'',191.1'',73.2'',57.7'',3219 lbs.,45.5'',39.8'',5/5,15.9 cu. ft.,N/A,N/A,N/A,N/A,N/A
377,16237785,11K,Black,Red,2WDWD,1.6L engine,4 cylinders,138 horsepower@6300rpm,N/A,11.00,Variable Timing,Gas,3.03,3.36,4,N/A,27/36,101.2'',172.0'',67.7'',57.3'',2656 lbs.,43.8'',40.0'',5/5,13.7 cu. ft.,N/A,N/A,N/A,N/A,N/A
378,16568337,45K,Gray,Red,2WDWD,1.6L engine,4 cylinders,138 horsepower@6300rpm,123 torque@4850rpm,11:1,Variable Timing DOHC,Gas,3.03,3.36,4,N/A,27/37,"101.2""","171.9""",67,57,2573 lbs.,"43.8""","40.0""",5/5,14 cu. ft.,N/A,N/A,N/R,N/A,N/A
379,16568340,28K,Gray,Brown,2WDWD,3.3L engine,6 cylinders,276 horsepower@6000rpm,248 torque@5200rpm,12:1,Variable Timing,Gas,3.66,3.30,4,N/A,18/24,"120.5""","201.4""",78,68,4411 lbs.,"40.9""","39.8""",8/8,34 cu. ft.,1000/3500 lbs.,1654 lbs.,6065 lbs.,N/A,N/A
380,16238316,28K,Black,White,2WDWD,1.6L engine,4 cylinders,130 horsepower@6300rpm,118 torque@4850rpm,11:1,Variable Timing,Gas,2.95,3.36,4,N/A,24/30,"101.2""","163.0""",70,63,2714 lbs.,"40.9""","39.6""",5/5,24 cu. ft.,N/A,N/A,N/R,N/A,N/A
381,16327598,34K,Black,Silver,2WDWD,1.6L engine,4 cylinders,130 horsepower@6300rpm,118 torque@4850rpm,11:1,Variable Timing DOHC,Gas,2.95,3.36,4,N/A,24/30,"101.2""","163.0""",70,63,2714 lbs.,"40.9""","39.6""",5/5,24 cu. ft.,N/A,N/A,N/R,N/A,N/A
382,15777891,86K,Black,Gray,2WDWD,1.8L engine,4 cylinders,98 horsepower@5200rpm,105 torque@4000rpm,13:1,Dual Overhead Cam,Gas/Electric,3.17,3.48,4,N/A,43/40,"102.4""","170.1""",69,56,3206 lbs.,"42.1""","38.9""",5/5,14 cu. ft.,N/A,N/A,N/R,N/A,4-Speed Automatic
383,16238623,70K,Black,Black,2WDWD,3.5L engine,6 cylinders,268 horsepower@6200rpm,248 torque@4700rpm,11:1,Dual Overhead Cam,Gas,3.70,3.27,4,N/A,19/27,"109.3""","191.7""",N/R,56,3605 lbs.,"42.2""","37.4""",5/5,15 cu. ft.,N/A,900 lbs.,N/R,N/A,6-Speed Automatic
384,16450996,35K,Black,Silver,4WDWD,4.6L engine,8 cylinders,301 horsepower@5500rpm,329 torque@3500rpm,10:1,Variable Timing,Gas,3.70,3.27,4,N/A,15/20,"109.8""","192.1""",74,74,5130 lbs.,"41.7""","38.0""",7/7,N/R,2000/6500 lbs.,1470 lbs.,6600 lbs.,N/A,N/A
385,16171383,79K,Black,White,2WDWD,2.4L engine,4 cylinders,147 horsepower@6000rpm,138 torque@4400rpm,13:1,Dual Overhead Cam,Gas/Electric,3.48,3.78,4,N/A,35/34,"106.3""","184.8""",70,59,3682 lbs.,"42.6""","38.0""",5/5,12 cu. ft.,N/A,825 lbs.,N/R,N/A,5-Speed Manual
