,stock_n,year,brand,model,price
520,16597133,2016,Dodge,Ram 1500 Rebel,36998.0
521,16250146,2014,Dodge,Ram 1500 Sport,28998.0
522,16104178,2017,Fiat,124 Spider Abarth,24998.0
523,15660974,2016,Ford,C-Max SEL,17998.0
524,16568259,2013,Ford,C-Max SEL,13998.0
525,16238298,2016,Ford,Edge SEL,21998.0
526,16217694,2017,Ford,Escape SE,19998.0
527,16171498,2013,Ford,Escape SEL,15599.0
528,16249914,2013,Ford,Escape SEL,15998.0
529,16170880,2014,Ford,Escape Titanium,16998.0
530,16327636,2016,Ford,Explorer Limited,28998.0
531,16238035,2018,Ford,Explorer Sport,38998.0
532,16327929,2015,Ford,Explorer Sport,34998.0
533,16238802,2015,Ford,Explorer XLT,26998.0
534,16327468,2015,Ford,Explorer XLT,26998.0
535,16338803,2013,Ford,Explorer XLT,19998.0
536,16568135,2013,Ford,F150 STX,19998.0
537,16238699,2014,Ford,F150 XL,23998.0
538,16327479,2017,Ford,F150 XLT,31998.0
539,16250278,2011,Ford,Fiesta SE,7599.0
540,16327996,2017,Ford,Flex Limited,26998.0
541,16250365,2010,Ford,Focus SES,9998.0
542,16238443,2014,Ford,Focus ST,15998.0
543,15908629,2014,Ford,Fusion SE,13998.0
544,16250460,2012,Ford,Fusion SE,11998.0
545,16450941,2016,Ford,Fusion Titanium,21998.0
546,16327943,2015,Ford,Fusion Hybrid Titanium,17998.0
547,16238308,2017,Ford,Mustang EcoBoost,22998.0
548,16250412,2015,Ford,Mustang EcoBoost,18998.0
549,16450540,2017,Ford,Mustang EcoBoost,19998.0
550,16250758,2016,Ford,Mustang GT,29998.0
551,16238229,2015,Ford,Mustang,17998.0
552,16238775,2014,Ford,Mustang,16599.0
553,16171619,2010,Ford,Taurus SEL,9998.0
554,16238433,2018,Ford,Taurus SHO,30998.0
555,16450774,2017,Ford,Transit Connect XLT,22998.0
556,16005325,2017,GMC,Canyon Denali,37998.0
557,16238124,2017,GMC,Sierra 1500 Denali,48998.0
558,15574735,2015,GMC,Sierra 1500 SLT,30998.0
559,15908294,2015,Honda,Accord EX-L,18998.0
560,16568238,2017,Honda,Accord EX-L,24998.0
561,16250200,2010,Honda,Accord LX,11998.0
562,16171353,2014,Honda,Civic LX,12998.0
563,16250302,2010,Honda,Civic LX,12599.0
564,15776868,2015,Honda,CR-V Touring,25998.0
565,16171673,2016,Honda,Fit LX,15998.0
566,16497727,2016,Honda,Fit LX,14998.0
567,15908814,2011,Honda,Fit,11599.0
568,16568200,2018,Honda,HR-V LX,22998.0
569,16250647,2015,Honda,Pilot LX,24998.0
570,16238656,2017,Hyundai,Accent SE,12599.0
571,15660972,2012,Hyundai,Elantra GLS,10599.0
572,16238567,2010,Hyundai,Elantra GLS,8599.0
573,16171530,2016,Hyundai,Elantra SE,12599.0
574,16327426,2016,Hyundai,Elantra SE,13998.0
575,16327424,2016,Hyundai,Elantra Value Edition,13998.0
576,16171024,2014,Hyundai,Santa Fe Limited,21998.0
577,16171349,2011,Hyundai,Sonata GLS,10599.0
578,16171366,2013,Hyundai,Sonata GLS,11998.0
579,16250651,2015,Hyundai,Sonata SE,13998.0
580,16568216,2016,Hyundai,Sonata SE,13599.0
581,16568231,2015,Hyundai,Sonata SE,13998.0
582,16593751,2015,Hyundai,Sonata SE,13599.0
583,16568217,2012,Hyundai,Sonata Hybrid,13599.0
584,16237361,2014,Hyundai,Tucson Limited,18998.0
585,16238599,2015,Hyundai,Veloster RE:FLEX Edition,14998.0
586,15908311,2016,Hyundai,Veloster,12998.0
587,16238658,2013,Infiniti,G37 X,19599.0
588,15326109,2013,Infiniti,JX35,22998.0
589,15908402,2015,Infiniti,Q50 Premium,26998.0
590,16238842,2017,Infiniti,Q50 Premium,29998.0
591,15424432,2014,Infiniti,QX60,28998.0
592,16568062,2015,Infiniti,QX60,26998.0
593,15908976,2014,Infiniti,QX60 Hybrid,29998.0
594,16004276,2014,Infiniti,QX80,36998.0
595,15908440,2016,Jaguar,XF Premium,27998.0
596,16238491,2017,Jeep,Cherokee Latitude,20998.0
597,16171343,2015,Jeep,Cherokee Sport,17998.0
598,16568244,2016,Jeep,Cherokee Sport,16998.0
599,16171403,2014,Jeep,Compass Sport,15599.0
600,16327960,2016,Jeep,Patriot High Altitude,16998.0
601,16250274,2015,Jeep,Renegade Latitude,16998.0
602,16238314,2017,Jeep,Renegade Sport,16998.0
603,16102692,2014,Jeep,Wrangler Unlimited Rubicon,31998.0
604,16249908,2008,Jeep,Wrangler Unlimited Sahara,20998.0
605,16327532,2015,Kia,Optima LX,13998.0
606,16328240,2018,Kia,Optima LX,16998.0
607,15908041,2015,Kia,Sedona SX,23998.0
608,16327596,2018,Kia,Sorento LX,24998.0
609,15908878,2013,Kia,Soul,10599.0
610,16171255,2012,Kia,Sportage LX,11998.0
611,16418168,2016,Land,Rover Range Rover Evoque Premium,33998.0
612,16301745,2015,Land,Rover Range Rover Sport HSE,43998.0
613,15574585,2008,Lexus,ES 350,12998.0
614,16004880,2013,Lexus,GS 350,24998.0
615,15914831,2016,Lexus,GX 460 Luxury,44998.0
616,16495229,2015,Lexus,GX 460,38998.0
617,16439877,2015,Lexus,IS 250,24998.0
618,16250357,2014,Lexus,LS 460,34998.0
619,16327954,2016,Lexus,NX 200t,29998.0
620,16250636,2011,Lexus,RX 350,20998.0
621,16450948,2015,Lexus,RX 350,34998.0
622,16327944,2014,Lincoln,MKT,27998.0
623,16250077,2014,Lincoln,MKZ,14998.0
624,16171587,2016,Mazda,CX-3 Grand Touring,22998.0
625,16568310,2017,Mazda,CX-5 Grand Select,27998.0
626,15908619,2016,Mazda,CX-5 Grand Touring,23998.0
627,16078072,2016,Mazda,CX-5 Grand Touring,24998.0
628,16171235,2008,Mazda,Mazda3 I,9599.0
629,16171459,2017,Mazda,Mazda3 Touring,16998.0
630,16327619,2016,Mazda,Mazda6 I Grand Touring,23599.0
631,16171446,2014,Mazda,Mazda6 i Sport,14599.0
632,16238458,2015,Mazda,MX-5 Miata Club,19998.0
633,14886301,2014,Mercedes-Benz,B-Class electric drive,16998.0
634,15908899,2015,Mercedes-Benz,C300,24998.0
635,16238814,2015,Mercedes-Benz,C300,20998.0
636,16238816,2015,Mercedes-Benz,C300,23998.0
637,16238818,2015,Mercedes-Benz,C300,23599.0
638,16486707,2015,Mercedes-Benz,C300,25998.0
639,16041772,2015,Mercedes-Benz,CLA250,21998.0
640,16341846,2017,Mercedes-Benz,CLA250,27998.0
641,16238677,2015,Mitsubishi,Mirage DE,9998.0
642,16238183,2015,Nissan,Altima S,14998.0
643,16176229,2017,Nissan,Altima SR,19998.0
644,16238221,2017,Nissan,Frontier S,17998.0
645,15670604,2015,Nissan,Frontier SV,18998.0
646,16568233,2016,Nissan,Frontier SV,23998.0
647,16250475,2013,Nissan,Leaf S,9998.0
648,16238845,2014,Nissan,Maxima SV,17998.0
649,16238682,2015,Nissan,Murano Platinum,27998.0
650,16327626,2016,Nissan,Murano S,20998.0
651,15914917,2017,Nissan,Rogue S,19998.0
652,16328083,2018,Nissan,Rogue S,21998.0
653,16238261,2017,Nissan,Sentra S,14998.0
654,16568104,2017,Nissan,Sentra S,13998.0
655,16250587,2015,Nissan,Sentra SR,14998.0
656,16171268,2015,Nissan,Versa S Plus,10998.0
657,16238837,2017,Nissan,Versa S Plus,12998.0
658,16005090,2015,Porsche,Cayenne Hybrid S,48998.0
659,15660738,2015,Porsche,Macan S,45998.0
660,16238664,2015,Scion,FR-S,17998.0
661,16250576,2015,Subaru,Forester 2.5i Premium,18998.0
662,16327491,2017,Subaru,Forester 2.5i Premium,23998.0
663,16250251,2009,Subaru,Forester X,13599.0
664,16450558,2013,Subaru,Impreza 2.0i Sport Limited,17998.0
665,16004416,2015,Subaru,Outback Limited,22998.0
666,16250233,2016,Subaru,XV Crosstrek Limited,24998.0
667,16170893,2017,Toyota,86,23998.0
668,15660768,2015,Toyota,Camry LE,15998.0
669,15915222,2015,Toyota,Camry LE,15998.0
670,16238191,2017,Toyota,Camry LE,18599.0
671,16249958,2009,Toyota,Camry LE,10998.0
672,16327638,2015,Toyota,Camry LE,15998.0
673,16327640,2015,Toyota,Camry LE,15998.0
674,15907832,2017,Toyota,Camry SE,17998.0
675,16004404,2013,Toyota,Camry SE,15998.0
676,16237578,2014,Toyota,Camry SE,14599.0
677,16237655,2017,Toyota,Camry SE,17998.0
678,16241035,2015,Toyota,Camry SE,15998.0
679,16171261,2016,Toyota,Camry Special Edition,20599.0
680,15915220,2015,Toyota,Camry XSE,17998.0
681,16238011,2015,Toyota,Camry XSE,17998.0
682,16237564,2014,Toyota,Corolla LE,12599.0
683,16238099,2017,Toyota,Corolla LE,14998.0
684,15944546,2016,Toyota,Corolla S Plus,15998.0
685,16568392,2017,Toyota,Corolla SE Special Edition,18998.0
686,15290259,2016,Toyota,Highlander Hybrid Limited,40998.0
687,16170956,2012,Toyota,Prius Four,15998.0
688,16198908,2016,Toyota,Prius Three Touring,23998.0
689,16250221,2008,Toyota,Prius Touring,12998.0
690,16250815,2011,Toyota,Prius Two,14998.0
691,16237753,2015,Toyota,Sienna LE,21998.0
692,16004638,2016,Toyota,Tacoma SR5,26998.0
693,15777872,2013,Toyota,Tacoma,17998.0
694,16238326,2012,Volkswagen,CC Sport,12599.0
695,16250609,2013,Volkswagen,GLI Autobahn,14599.0
696,16238303,2013,Volkswagen,Jetta S,9998.0
697,16249955,2015,Volkswagen,Jetta SE,11998.0
698,16237835,2011,Volkswagen,Jetta,9998.0
699,16338578,2012,Volkswagen,Passat S,11599.0
700,15908947,2013,Volkswagen,Passat SE,12998.0
701,15777875,2012,Volvo,C30 T5 R,17599.0
702,16004781,2015,Volvo,S60 T5,17998.0
703,16568248,2016,Acura,MDX,25998.0
704,16568250,2016,Acura,MDX,29998.0
705,15908836,2015,Acura,RDX,23998.0
706,16568251,2016,Acura,RDX,26998.0
707,16451095,2016,Acura,TLX,20998.0
708,16237881,2015,Audi,A5 Premium,28998.0
709,15908740,2015,Audi,A6 Premium,23998.0
710,15778016,2017,Audi,Q7 Premium Plus,50998.0
711,15879840,2013,Audi,S6 Prestige,34998.0
712,15325712,2012,BMW,328 I,15998.0
713,16450513,2011,BMW,328 I,18998.0
714,16450782,2015,BMW,328 I,22998.0
715,16005662,2014,BMW,335 XI Gran Turismo,20998.0
716,15120469,2014,BMW,435 XI,28998.0
717,16238176,2014,BMW,750 Li,38998.0
718,15325236,2011,BMW,M3,31998.0
719,16004232,2017,BMW,X3 SDrive28i,27998.0
720,15777766,2015,BMW,X6 SDrive35i,43998.0
721,15791851,2014,BMW,X6 XDrive35i,36998.0
722,16005007,2016,Buick,Encore,17998.0
723,16005393,2017,Cadillac,XT5,33998.0
724,16004500,2013,Chevrolet,Camaro LS,16998.0
725,16005208,2015,Chevrolet,Camaro LS,16998.0
726,16339178,2014,Chevrolet,Camaro LT,19998.0
727,16005362,2017,Chevrolet,Colorado Work Truck,19998.0
728,15777459,2017,Chevrolet,Colorado ZR2,39998.0
729,16070626,2010,Chevrolet,Corvette Grand Sport,29998.0
730,16451008,2018,Chevrolet,Cruze LS,15998.0
731,16238466,2014,Chevrolet,Cruze LT,12998.0
732,16238672,2014,Chevrolet,Cruze LT,11998.0
733,16338985,2014,Chevrolet,Cruze LT,12599.0
734,16385123,2018,Chevrolet,Cruze LT,15998.0
735,16450763,2014,Chevrolet,Cruze LT,12998.0
736,16450896,2014,Chevrolet,Cruze LT,11998.0
737,16451083,2015,Chevrolet,Cruze LTZ,13998.0
738,15777950,2015,Chevrolet,Impala LT,16599.0
739,15907958,2017,Chevrolet,Malibu LS,15998.0
740,16348668,2017,Chevrolet,Malibu LS,15998.0
741,16408955,2017,Chevrolet,Malibu LS,15599.0
742,16005380,2015,Chevrolet,Malibu LT,14599.0
743,16450523,2017,Chevrolet,Malibu LT,18998.0
744,16338994,2016,Chevrolet,Malibu Limited LT,14998.0
745,16450524,2016,Chevrolet,Malibu Limited LT,16998.0
746,16005189,2014,Chevrolet,Silverado 1500 LT,23998.0
747,15915280,2016,Chevrolet,Silverado 1500 LTZ,36998.0
748,16338656,2013,Chevrolet,Sonic LT,10998.0
749,16450556,2015,Chevrolet,Spark LS,9998.0
750,16450778,2017,Chevrolet,Spark LS,12599.0
751,15325904,2015,Chevrolet,Tahoe LS,34998.0
752,16005391,2016,Chevrolet,Trax LS,16599.0
753,16450527,2015,Chevrolet,Volt,16998.0
754,16450776,2015,Chevrolet,Volt,16998.0
755,16338845,2015,Chrysler,200 C,14998.0
756,16238695,2016,Chrysler,200 Limited,13998.0
757,15777949,2015,Chrysler,200 S,12998.0
758,16450842,2012,Chrysler,200 Touring,10599.0
759,16338519,2014,Chrysler,300,17998.0
760,16338919,2014,Chrysler,300,15998.0
761,16250216,2016,Dodge,Challenger R/T Plus,28998.0
762,15660669,2016,Dodge,Challenger SXT,19998.0
763,16005665,2016,Dodge,Charger R/T Scat Pack,38998.0
764,16005465,2015,Dodge,Charger SXT,19599.0
765,16057732,2011,Dodge,Charger,15998.0
766,15908364,2014,Dodge,Durango SXT,23998.0
767,16450808,2014,Dodge,Journey SXT,14998.0
768,16238778,2015,Dodge,Ram 1500 Express,23998.0
769,16237503,2014,Fiat,500 Abarth,13998.0
770,16005263,2012,Fiat,500 Sport,9599.0
771,16004584,2016,Fiat,500X Trekking,15998.0
772,16450829,2013,Ford,C-Max SE,12599.0
773,16237782,2017,Ford,Edge SE,23998.0
774,16238580,2013,Ford,Edge SEL,18998.0
775,16005564,2015,Ford,Escape SE,14998.0
776,16238833,2018,Ford,Escape SE,22599.0
777,16338873,2012,Ford,Escape XLT,12998.0
778,16327648,2014,Ford,Explorer Limited,23599.0
779,15777790,2015,Ford,Explorer XLT,22998.0
780,15908110,2017,Ford,F150 XLT,29998.0
781,16237659,2014,Ford,F150 XLT,27998.0
782,16328068,2017,Ford,F150 XLT,30998.0
783,16005377,2016,Ford,Fiesta S,10998.0
784,16005378,2017,Ford,Focus SEL,15998.0
785,15832869,2015,Ford,Focus Electric,14998.0
786,16005379,2014,Ford,Fusion SE,13599.0
787,16339197,2016,Ford,Fusion SE,16998.0
788,16339292,2017,Ford,Fusion Sport,26998.0
789,16327493,2015,Ford,Fusion Energi SE,16998.0
790,16338945,2015,Ford,Mustang EcoBoost,20998.0
791,16497370,2017,Ford,Mustang EcoBoost,20599.0
792,16005233,2016,Ford,Mustang Shelby GT350,46998.0
793,16005243,2012,Ford,Mustang,12599.0
794,16237844,2010,Ford,Mustang,11998.0
795,16238269,2016,Ford,Transit 350 XLT,27998.0
796,16339311,2014,GMC,Acadia SLT,24998.0
797,16238368,2011,GMC,Terrain SLE,13998.0
798,15325846,2011,GMC,Terrain SLT,15599.0
799,16451183,2018,GMC,Yukon XL 1500 SLT,51998.0
800,16250415,2017,Honda,Accord EX-L,23998.0
801,16338431,2012,Honda,Accord EX-L,14998.0
802,16338689,2012,Honda,Accord EX-L,14998.0
803,16238739,2017,Honda,Accord Hybrid,22998.0
804,16338758,2014,Honda,Accord Hybrid,18998.0
805,16171381,2013,Honda,Civic EX,14998.0
806,16338977,2012,Honda,Civic EX-L,13998.0
807,16450869,2015,Honda,Civic EX-L,18599.0
808,15416530,2017,Honda,Civic EX-T,20998.0
809,16004371,2016,Honda,Civic EX-T,18998.0
810,16338849,2017,Honda,Civic LX,19998.0
811,16338883,2016,Honda,Civic Touring,21998.0
812,16450750,2015,Honda,CR-V EX-L,20998.0
813,16338424,2015,Honda,Fit LX,12998.0
814,16338567,2015,Honda,Fit LX,13998.0
815,16339312,2015,Honda,Fit LX,14998.0
816,16339150,2010,Honda,Fit Sport,15998.0
817,15660485,2012,Hyundai,Accent GLS,8998.0
818,16338555,2013,Hyundai,Accent GLS,10998.0
819,15777832,2013,Hyundai,Elantra GLS,12998.0
820,16327428,2015,Hyundai,Elantra Limited,14998.0
821,15832043,2017,Hyundai,Elantra SE,14998.0
822,16217682,2016,Hyundai,Elantra SE,12998.0
823,16450485,2014,Hyundai,Elantra SE,11998.0
824,16450764,2018,Hyundai,Elantra SE,15998.0
825,16238068,2017,Hyundai,Santa Fe Sport,19998.0
826,16594035,2015,Hyundai,Sonata ECO,13998.0
827,16004748,2011,Hyundai,Sonata GLS,9998.0
828,16327583,2015,Hyundai,Sonata Limited,17998.0
829,16005504,2015,Hyundai,Sonata SE,12998.0
830,16593750,2015,Hyundai,Sonata SE,13998.0
831,16417113,2017,Hyundai,Tucson Sport,22998.0
832,16238735,2013,Hyundai,Veloster Turbo,12998.0
833,16338734,2013,Hyundai,Veloster Turbo,15599.0
834,16338670,2009,Infiniti,FX35,15998.0
835,16238843,2015,Infiniti,Q40,18998.0
836,16005592,2015,Infiniti,Q50 Premium,24599.0
837,16338681,2014,Infiniti,QX60,31998.0
838,14360647,2016,Jeep,Cherokee Latitude,19998.0
839,16004903,2016,Jeep,Cherokee Sport,17998.0
840,16450797,2017,Jeep,Cherokee Sport,17998.0
841,16338842,2012,Jeep,Compass Latitude,12998.0
842,16497552,2015,Jeep,Compass Latitude,16998.0
843,16328072,2018,Jeep,Compass Limited,24998.0
844,16238152,2016,Jeep,Compass Sport,16998.0
845,16338743,2017,Jeep,Grand Cherokee Altitude,34998.0
846,16568419,2016,Jeep,Patriot Sport,14599.0
847,15908501,2015,Jeep,Renegade Latitude,16998.0
848,16238063,2015,Jeep,Renegade Latitude,15998.0
849,16005474,2016,Jeep,Renegade Limited,22998.0
850,15907923,2015,Jeep,Renegade Sport,15998.0
851,16338925,2016,Jeep,Renegade Sport,16998.0
852,16568235,2018,Jeep,Wrangler Rubicon,35998.0
853,16005434,2013,Jeep,Wrangler Sport,20998.0
854,16238082,2016,Jeep,Wrangler Sport,25998.0
855,16250052,2016,Jeep,Wrangler Sport,25998.0
856,16338869,2012,Jeep,Wrangler Sport,21998.0
857,16451140,2017,Jeep,Wrangler Sport,28998.0
858,15659871,2011,Jeep,Wrangler Unlimited Sahara,22998.0
859,16338632,2014,Jeep,Wrangler Unlimited Sahara,31998.0
860,16238153,2017,Kia,Forte LX,12998.0
861,15154033,2015,Kia,K900 Premium,23998.0
862,15915290,2017,Kia,Sorento LX,20998.0
863,16171362,2015,Kia,Soul +,12998.0
864,16450727,2014,Kia,Soul +,12599.0
865,16338552,2015,Kia,Soul,12998.0
866,16339005,2014,Kia,Soul,11998.0
867,16250518,2017,Kia,Sportage LX,20599.0
868,16327432,2015,Lexus,ES 350,23998.0
869,16450950,2016,Lexus,ES 350,26998.0
870,16450649,2015,Lexus,GS 350,27998.0
871,16450635,2016,Lexus,GX 460,43998.0
872,16004442,2015,Lexus,IS 250,25998.0
873,16212384,2015,Lexus,IS 250,25998.0
874,16139709,2014,Lexus,LX 570,52998.0
875,16005024,2015,Lexus,RX 350,26998.0
876,16005585,2008,Lexus,RX 350,15599.0
877,16250245,2008,Lexus,RX 350,12998.0
878,16250428,2009,Lexus,RX 350,18998.0
879,16450734,2017,Lincoln,Continental Select,38998.0
880,16450606,2017,Mazda,CX-3 Sport,19998.0
881,16171502,2014,Mazda,CX-5 Grand Touring,19998.0
882,16171623,2014,Mazda,Mazda3 i Sport,13998.0
883,16170835,2010,Mazda,Mazda3 S,11998.0
884,16338798,2010,Mazda,Mazda3 S,12599.0
885,15777520,2010,Mazda,Mazda5 Sport,10998.0
886,16339355,2017,Mazda,Mazda6 I Grand Touring,23599.0
887,16004994,2017,Mazda,Mazda6 i Sport,19998.0
888,16425449,2017,Mazda,Mazda6 I Touring,20998.0
889,16005639,2016,Mazda,MX-5 Miata Club,23998.0
890,16005452,2013,Mercedes-Benz,C250 Sport,17998.0
891,16338742,2014,Mercedes-Benz,C250 Sport,20998.0
892,16486116,2015,Mercedes-Benz,C250,22998.0
893,14789186,2012,Mercedes-Benz,E350 Luxury,18998.0
894,16217010,2015,Mitsubishi,Mirage DE,9998.0
895,16249915,2015,Mitsubishi,Mirage ES,9599.0
896,16171306,2016,Nissan,370Z,24599.0
897,16004720,2015,Nissan,Altima S,13998.0
898,16005609,2015,Nissan,Altima SV,14998.0
899,16171399,2013,Nissan,Altima SV,12998.0
900,16450696,2018,Nissan,Armada Platinum,52998.0
901,16005046,2013,Nissan,Frontier S,18599.0
902,16327634,2017,Nissan,Frontier SV,24998.0
903,16338706,2014,Nissan,Quest SV,15998.0
904,16250040,2011,Nissan,Rogue S,13599.0
905,16338427,2013,Nissan,Rogue S,11998.0
906,16005608,2014,Nissan,Sentra SL,14998.0
907,15908992,2015,Nissan,Versa Note S,9998.0
908,16450756,2015,Nissan,Versa Note SV,11998.0
909,16005674,2016,Scion,tC,15998.0
910,16450800,2009,Scion,xB,8998.0
911,16339270,2015,Subaru,Forester 2.5i Touring,23998.0
912,16257434,2017,Subaru,Impreza 2.0i Premium,17998.0
913,16237517,2016,Subaru,Impreza 2.0i Sport Limited,20998.0
914,16338527,2008,Subaru,Impreza WRX,15998.0
915,16004938,2013,Subaru,Legacy 3.6R Limited,19998.0
916,16338915,2015,Subaru,Outback Premium,23599.0
917,16450765,2015,Subaru,Outback Premium,21998.0
918,16339200,2014,Subaru,XV Crosstrek Hybrid Touring,18998.0
919,16327896,2015,Toyota,Camry LE,15998.0
920,15777863,2014,Toyota,Camry SE,15998.0
921,15908361,2015,Toyota,Camry SE,16998.0
922,15915631,2016,Toyota,Camry SE,17998.0
923,16072630,2015,Toyota,Camry SE,15998.0
924,16339028,2017,Toyota,Camry SE,19599.0
925,16450990,2015,Toyota,Camry SE,16998.0
926,16327900,2015,Toyota,Camry XLE,19599.0
927,16250209,2015,Toyota,Corolla LE PREMIUM,16998.0
928,16237758,2015,Toyota,Corolla S Plus,14998.0
929,16450970,2015,Toyota,Corolla S Plus,16599.0
930,16327514,2015,Toyota,Highlander LE PLUS,27998.0
931,16338861,2017,Toyota,Prius One,22998.0
932,16171437,2013,Toyota,Prius Three,16998.0
933,16450839,2012,Toyota,Prius Three,15998.0
934,16327893,2015,Toyota,Prius Two,17998.0
935,16238236,2015,Toyota,Prius c Two,15998.0
936,16211340,2015,Toyota,Prius v Four,20599.0
937,16327872,2013,Toyota,RAV4 LE,15998.0
938,16327971,2017,Toyota,Sequoia SR5,35998.0
939,16339042,2013,Toyota,Tacoma PreRunner,22998.0
940,15778059,2016,Toyota,Tacoma TRD Sport,28998.0
941,15660827,2015,Toyota,Tacoma,20998.0
942,16450568,2014,Volkswagen,Beetle 1.8T,13998.0
943,16238199,2015,Volkswagen,CC R-Line,15998.0
944,16238196,2015,Volkswagen,CC Sport,15998.0
945,16238200,2015,Volkswagen,CC Sport,17599.0
946,15897855,2016,Volkswagen,Golf R,34998.0
947,16250397,2013,Volkswagen,GTI 2.0T,15998.0
948,15908962,2017,Volkswagen,Passat R-Line,19998.0
949,15573944,2014,Volkswagen,Passat Wolfsburg Edition,13599.0
950,15777576,2012,Volvo,S60 T5,12998.0
951,16424417,2013,Volvo,XC60 T6,21998.0
952,16339300,2011,Acura,MDX,19998.0
953,16339024,2018,Audi,A5 Prestige,44998.0
954,15088701,2014,Audi,Q5 Premium,25998.0
955,16005578,2012,BMW,328 I,16998.0
956,16237644,2015,BMW,328 I,22998.0
957,16005697,2011,BMW,335 XI,15998.0
958,15777903,2014,BMW,535 dxi,28998.0
959,16005479,2016,BMW,X5 Plug In Hybrid XDrive40e,43998.0
960,16450625,2015,Buick,LaCrosse Leather,19998.0
961,16450740,2015,Buick,Verano,14998.0
962,16451012,2016,Cadillac,ATS Luxury,23998.0
963,16498146,2018,Cadillac,XT5 Luxury,34998.0
964,16597134,2017,Cadillac,XT5 Luxury,33998.0
965,16338823,2016,Chevrolet,Colorado LT,26998.0
966,16450735,2018,Chevrolet,Colorado LT,33998.0
967,16005559,2017,Chevrolet,Colorado Work Truck,18998.0
968,16450762,2017,Chevrolet,Colorado Work Truck,18599.0
969,16451017,2017,Chevrolet,Colorado Work Truck,18998.0
970,16451011,2015,Chevrolet,Cruze LT,12998.0
971,16451177,2017,Chevrolet,Cruze LT,15599.0
972,16339357,2017,Chevrolet,Cruze Premier,17998.0
973,16496733,2018,Chevrolet,Equinox Premier,23998.0
974,16339025,2008,Chevrolet,HHR LS,9599.0
975,16005566,2015,Chevrolet,Malibu LS,12998.0
976,15573815,2015,Chevrolet,Malibu LT,12998.0
977,16339038,2016,Chevrolet,Malibu Limited LT,13998.0
978,16450743,2012,Chevrolet,Sonic LS,9998.0
979,16005385,2017,Chevrolet,Spark LS,10998.0
980,16339340,2014,Chevrolet,Spark LS,10599.0
981,16451178,2017,Chevrolet,Spark LS,10998.0
982,16339112,2012,Chevrolet,Suburban 1500 LTZ,28998.0
983,16497942,2017,Chevrolet,Suburban 1500 Premier,39998.0
984,16451181,2015,Chevrolet,Traverse LS,20998.0
985,16450854,2010,Chevrolet,Traverse LT,15998.0
986,16594122,2015,Chevrolet,Trax LS,14998.0
987,16005152,2014,Chevrolet,Volt,16998.0
988,16339230,2015,Chrysler,200 Limited,14599.0
989,16338775,2012,Chrysler,200 LX,9998.0
990,16339208,2015,Chrysler,200 LX,14599.0
991,16450859,2013,Chrysler,200 LX,10599.0
992,16338800,2014,Chrysler,200 Touring,10998.0
993,16238723,2016,Chrysler,300 Limited,19998.0
994,16005215,2014,Chrysler,300,17998.0
995,16450580,2017,Chrysler,Pacifica Touring L,24998.0
996,16597478,2017,Chrysler,Pacifica Touring L,22998.0
997,16597930,2017,Chrysler,Pacifica Touring L,22998.0
998,16004888,2008,Dodge,Caliber SE,7599.0
999,16338684,2015,Dodge,Charger SE,18599.0
1000,16238570,2018,Dodge,Durango Citadel,35998.0
1001,16450832,2015,Dodge,Journey SE,15998.0
1002,16450773,2017,Dodge,Journey SXT,17998.0
1003,16005487,2012,Dodge,Ram 1500 ST,21998.0
1004,16004229,2017,Dodge,Ram 1500 Tradesman,18998.0
1005,16005672,2017,Dodge,Ram 1500 Tradesman,17998.0
1006,16450537,2017,Dodge,Ram 1500 Tradesman,18998.0
1007,16451109,2016,Dodge,Ram 1500 Tradesman,26998.0
1008,16451118,2016,Dodge,RAM 3500 Laramie,51998.0
1009,16451106,2013,Fiat,500 Abarth,14998.0
1010,16257422,2015,Fiat,500 Sport,11998.0
1011,16327989,2016,Ford,Escape Titanium,22998.0
1012,16451153,2012,Ford,Escape XLS,13998.0
1013,16005185,2015,Ford,Expedition XLT,26998.0
1014,16257749,2017,Ford,Explorer Limited,31998.0
1015,16450807,2013,Ford,Explorer Limited,20998.0
1016,16568667,2017,Ford,Explorer Sport,38998.0
1017,16338725,2015,Ford,Explorer XLT,26998.0
1018,16339278,2016,Ford,F150 XLT,34998.0
1019,16450861,2017,Ford,F150 XLT,25998.0
1020,16338784,2014,Ford,Fiesta ST,14998.0
1021,16005356,2012,Ford,Focus S,9998.0
1022,16338904,2013,Ford,Focus SE,10599.0
1023,16451091,2016,Ford,Focus SE,11998.0
1024,16339161,2016,Ford,Focus ST,21998.0
1025,16495277,2016,Ford,Fusion S,14998.0
1026,16339382,2013,Ford,Fusion SE,13998.0
1027,16451092,2016,Ford,Fusion SE,16998.0
1028,16568680,2016,Ford,Fusion SE,15998.0
1029,16338906,2014,Ford,Fusion Titanium,13599.0
1030,16339147,2014,Ford,Fusion Titanium,12998.0
1031,16005414,2014,Ford,Fusion Hybrid SE,15998.0
1032,16451277,2016,Ford,Fusion Hybrid Titanium,19998.0
1033,16497371,2017,Ford,Mustang EcoBoost,19998.0
1034,16497374,2017,Ford,Mustang GT,27998.0
1035,16450871,2016,Ford,Transit 350 XLT,23998.0
1036,16450863,2015,GMC,Sierra 1500 Denali,40998.0
1037,16451167,2015,GMC,Sierra 1500 SLT,37998.0
1038,16450867,2017,GMC,Terrain SLE,21998.0
1039,16338535,2008,Honda,Accord EX,11599.0
