,stock_n,year,brand,model,price
135,16324381,2016,Hyundai,Elantra GT,12998.0
136,16416742,2016,Hyundai,Elantra GT,13998.0
137,16250548,2015,Hyundai,Elantra SE,11998.0
138,16217698,2016,Hyundai,Elantra Value Edition,13599.0
139,16238040,2016,Hyundai,Genesis,26998.0
140,16238502,2010,Hyundai,Santa Fe Limited,14599.0
141,16348446,2016,Hyundai,Santa Fe Sport,18998.0
142,16593119,2015,Hyundai,Sonata SE,15998.0
143,16568103,2015,Hyundai,Tucson Limited,17998.0
144,16238694,2017,Hyundai,Tucson SE,21998.0
145,16237571,2012,Hyundai,Veloster,9998.0
146,16238496,2016,Hyundai,Veloster,14998.0
147,16036152,2011,Infiniti,G37,18998.0
148,16568061,2015,Infiniti,Q40,18998.0
149,16257195,2016,Infiniti,Q50 Premium,21599.0
150,16237897,2015,Ford,F150 Lariat,41998.0
151,16250514,2014,Infiniti,QX50 Journey,23599.0
152,16238247,2015,Infiniti,QX60,26998.0
153,16446424,2017,Infiniti,QX60,30998.0
154,16385128,2017,Infiniti,QX80,39998.0
155,15908369,2017,Jaguar,F-Pace Prestige,47998.0
156,16568180,2016,Jeep,Cherokee Latitude,20998.0
157,16238300,2015,Jeep,Grand Cherokee Laredo,22998.0
158,15914462,2014,Jeep,Grand Cherokee Overland,26998.0
159,16171299,2015,Jeep,Grand Cherokee Overland,28998.0
160,16238640,2017,Jeep,Patriot Sport,15998.0
161,16238663,2017,Jeep,Patriot Sport,16998.0
162,16497952,2016,Jeep,Renegade Latitude,15998.0
163,16257593,2015,Jeep,Renegade Limited,17998.0
164,15574751,2014,Jeep,Wrangler Sport,24599.0
165,16237729,2016,Jeep,Wrangler Unlimited Sahara,35998.0
166,16171055,2014,Kia,Forte LX,11998.0
167,16237511,2015,Kia,Forte5 SX,13998.0
168,16568230,2015,Kia,K900 Luxury,25998.0
169,16005696,2016,Kia,Optima EX,19998.0
170,16238806,2018,Kia,Optima LX,17998.0
171,16497954,2017,Kia,Optima LX,15998.0
172,16238830,2014,Kia,Rio LX,10998.0
173,16238610,2015,Kia,Sedona L,18998.0
174,16238264,2018,Kia,Sorento LX,23998.0
175,16129478,2014,Kia,Soul,11599.0
176,16237476,2016,Kia,Soul,12998.0
177,16238076,2017,Kia,Soul,13998.0
178,16238638,2015,Kia,Soul,12998.0
179,16020533,2015,Land,Rover Range Rover HSE,55998.0
180,15660708,2013,Land,Rover Range Rover Evoque Pure Plus,25998.0
181,16495229,2015,Lexus,GX 460,38998.0
182,16238784,2013,Lexus,LS 460,33998.0
183,16327567,2015,Lexus,RX 350,26998.0
184,16450987,2015,Lexus,RX 350,27998.0
185,16238832,2017,Lincoln,Continental Reserve,43998.0
186,15326277,2016,Mazda,Mazda3 i Sport,14998.0
187,16250598,2013,Mazda,Mazda3 i Sport,11998.0
188,16237990,2012,Mazda,MX-5 Miata Special Edition,19998.0
189,16250323,2014,Mercedes-Benz,C250 Luxury,20998.0
190,16192565,2015,Mercedes-Benz,C300,25998.0
191,16212150,2015,Mercedes-Benz,C300,24599.0
192,16238564,2015,Mercedes-Benz,C300,22599.0
193,16486143,2018,Mercedes-Benz,C300,47998.0
194,16192572,2016,Mercedes-Benz,CLA250,26998.0
195,16238825,2014,Mercedes-Benz,CLA250,23998.0
196,15016668,2014,Mercedes-Benz,E350 Sport,24998.0
197,16020612,2013,Mercedes-Benz,SLK250,26998.0
198,16238323,2014,Mitsubishi,Lancer Evolution MR,31998.0
199,16237783,2018,Mitsubishi,Outlander SEL,22998.0
200,16296191,2015,Infiniti,Q70 L,28998.0
201,16250514,2014,Infiniti,QX50 Journey,23599.0
202,16238247,2015,Infiniti,QX60,26998.0
203,16446424,2017,Infiniti,QX60,30998.0
204,16385128,2017,Infiniti,QX80,39998.0
205,15908369,2017,Jaguar,F-Pace Prestige,47998.0
206,16568180,2016,Jeep,Cherokee Latitude,20998.0
207,16238300,2015,Jeep,Grand Cherokee Laredo,22998.0
208,15914462,2014,Jeep,Grand Cherokee Overland,26998.0
209,16171299,2015,Jeep,Grand Cherokee Overland,28998.0
210,16238640,2017,Jeep,Patriot Sport,19998.0
211,15915306,2017,Nissan,Rogue S,20599.0
212,16568066,2016,Nissan,Sentra S,12998.0
213,16568056,2015,Nissan,Sentra SR,13998.0
214,16568099,2015,Nissan,Sentra SV,13599.0
215,16238268,2017,Nissan,Titan SL,39998.0
216,16238683,2017,Nissan,Versa SL,14998.0
217,16238506,2015,Nissan,Versa Note SV,11599.0
218,16238662,2016,Scion,FR-S,20599.0
219,16479017,2016,Scion,iA,14599.0
220,16237348,2013,Subaru,BRZ Premium,17998.0
221,16238669,2015,Toyota,Camry LE,15599.0
222,16238827,2016,Toyota,Camry LE,15998.0
223,16250287,2009,Toyota,Camry LE,9599.0
224,16250623,2015,Toyota,Camry LE,15998.0
225,16327901,2015,Toyota,Camry LE,15998.0
226,16479022,2015,Toyota,Camry LE,15998.0
227,16568301,2015,Toyota,Camry LE,17998.0
228,15777909,2015,Toyota,Camry SE,14998.0
229,16171061,2014,Toyota,Camry SE,14998.0
230,16238010,2015,Toyota,Camry SE,15998.0
231,16171389,2014,Toyota,Corolla L,13998.0
232,16418383,2015,Toyota,Corolla L,14998.0
233,16238436,2016,Toyota,Corolla LE,13998.0
234,16238678,2015,Toyota,Corolla LE,13998.0
235,16250263,2009,Toyota,Corolla LE,11599.0
236,16327406,2016,Toyota,Corolla LE,14599.0
237,15777937,2009,Toyota,Corolla S,10998.0
238,16237590,2015,Toyota,Corolla S,13998.0
239,15908753,2016,Toyota,Corolla S Plus,16998.0
240,16171185,2010,Toyota,FJ Cruiser,22998.0
241,16238684,2015,Toyota,Highlander Limited Platinum,34998.0
242,16238431,2010,Toyota,Prius Four,13599.0
243,16258291,2016,Toyota,Prius Two,18998.0
244,16170962,2016,Toyota,Tacoma Limited,36998.0
245,16238791,2015,Volkswagen,Beetle Classic,14998.0
246,16238193,2015,Volkswagen,CC R-Line,17998.0
247,16238201,2016,Volkswagen,CC R-Line,18998.0
248,16593120,2014,Volkswagen,Jetta S,11998.0
249,16237730,2014,Volkswagen,Passat SE,14599.0
250,16185708,2015,Nissan,Altima S,14998.0
251,16237488,2015,Nissan,Altima S,13998.0
252,16237863,2015,Nissan,Altima S,13998.0
253,16238840,2017,Nissan,Altima S,17998.0
254,16238181,2016,Nissan,Altima SV,17998.0
255,16238489,2016,Nissan,Altima SV,16998.0
256,16238185,2017,Nissan,Armada Platinum,47998.0
257,16171316,2012,Nissan,Leaf SV,9998.0
258,16250626,2014,Nissan,Murano S,15998.0
259,16238404,2016,Nissan,Quest S,18998.0
260,15914917,2017,Nissan,Rogue S,19998.0
261,15915306,2017,Nissan,Rogue S,20599.0
262,16568066,2016,Nissan,Sentra S,12998.0
263,16568056,2015,Nissan,Sentra SR,13998.0
264,16568099,2015,Nissan,Sentra SV,13599.0
265,16238268,2017,Nissan,Titan SL,39998.0
266,16238683,2017,Nissan,Versa SL,14998.0
267,16238506,2015,Nissan,Versa Note SV,11599.0
268,16238662,2016,Scion,FR-S,20599.0
269,16479017,2016,Scion,iA,14599.0
270,16237348,2013,Subaru,BRZ Premium,17998.0
271,16238669,2015,Toyota,Camry LE,15599.0
272,16238827,2016,Toyota,Camry LE,15998.0
273,16250287,2009,Toyota,Camry LE,12998.0
274,16568534,2012,Chevrolet,Cruze LTZ,13998.0
275,16171591,2008,Chevrolet,Equinox LT,13998.0
276,16005444,2014,Chevrolet,Impala LTZ,19998.0
277,16250616,2012,Chevrolet,Malibu LT,9998.0
278,16250755,2016,Chevrolet,Silverado 1500 Work Truck,22599.0
279,16237991,2017,Chevrolet,Sonic LS,12998.0
280,16597635,2015,Chevrolet,Sonic LT,11998.0
281,16238078,2014,Chevrolet,Spark LS,8998.0
282,16238555,2017,Chevrolet,Spark LS,11599.0
283,16339119,2017,Chevrolet,Spark LS,11998.0
284,16171171,2014,Chevrolet,Spark LT,9998.0
285,16237601,2016,Chrysler,200 Limited,14599.0
286,16238629,2012,Chrysler,200 S,15998.0
287,16568414,2014,Chrysler,200 Touring,12998.0
288,16597990,2017,Chrysler,Pacifica Touring L,22998.0
289,16171374,2015,Dodge,Challenger R/T Plus,27998.0
290,16171206,2012,Dodge,Charger SE,14599.0
291,16568417,2016,Dodge,Dart SE,12998.0
292,16568188,2018,Dodge,Durango R/T,39998.0
293,16568279,2014,Dodge,Grand Caravan SXT,16998.0
294,16568371,2017,Dodge,Journey SE,17998.0
295,15373384,2016,Dodge,Journey SXT,16998.0
296,16238773,2017,Dodge,Journey SXT,19998.0
297,16250715,2015,Dodge,Journey SXT,14599.0
298,16238088,2016,Dodge,Promaster City Tradesman,15599.0
299,16327955,2016,Dodge,Ram 1500 Bighorn,26998.0
300,16250597,2014,Volkswagen,Tiguan S,15998.0
301,16568089,2016,Volvo,S80 T5 Platinum,21998.0
302,16250155,2015,Volvo,XC60 T5 Premier,20998.0
303,16568247,2016,Acura,ILX,19998.0
304,16568251,2016,Acura,RDX,26998.0
305,16004488,2009,Acura,TL,16998.0
306,16171531,2009,Acura,TSX,11599.0
307,16237735,2013,Audi,A5 Premium,21998.0
308,16237881,2015,Audi,A5 Premium,28998.0
309,16568077,2014,Audi,Q5 Premium Plus,27998.0
310,15879840,2013,Audi,S6 Prestige,34998.0
311,16497269,2016,BMW,320 XI,32998.0
312,16568364,2016,Ford,Explorer Limited,29998.0
313,16327924,2015,Ford,Explorer Sport,32998.0
314,16568192,2015,Ford,Explorer XLT,24998.0
315,16568124,2013,Ford,F150 Lariat,25998.0
316,16568162,2016,Ford,F150 Lariat,42998.0
317,16250502,2013,Ford,F150 XLT,24998.0
318,16171550,2011,Ford,Fiesta SE,10998.0
319,16005450,2009,Ford,Focus S,6998.0
320,16498351,2017,Ford,Focus SE,13599.0
321,16250711,2010,Ford,Focus SEL,9998.0
322,16171194,2009,Ford,Focus SES,7998.0
323,16171641,2016,Ford,Fusion SE,14998.0
324,16238041,2013,Ford,Fusion SE,12599.0
325,16238336,2013,Ford,Fusion SE,10998.0
326,16568318,2014,Ford,Fusion SE,13998.0
327,16238569,2012,Ford,Fusion SEL,9998.0
328,16237473,2015,Ford,Fusion Titanium,14998.0
329,16568195,2015,Ford,Fusion Titanium,20998.0
330,16238054,2015,Ford,Mustang EcoBoost,20998.0
331,16250412,2015,Ford,Mustang EcoBoost,18998.0
332,16497306,2017,Ford,Mustang EcoBoost,20599.0
333,16568081,2016,Ford,Mustang EcoBoost,19998.0
334,16568373,2016,Ford,Mustang EcoBoost,22998.0
335,16497890,2017,Ford,Mustang GT,27998.0
336,16171170,2011,Ford,Ranger XLT,22998.0
337,16568219,2016,Ford,Transit 350 XLT,25998.0
338,16568134,2013,GMC,Sierra 1500 SLE,25998.0
339,16568133,2014,GMC,Terrain SLE,13998.0
340,16238710,2016,GMC,Yukon SLE,36998.0
341,16171447,2017,GMC,Yukon XL 1500 SLT,45998.0
342,16171401,2014,Honda,Accord EX-L,17998.0
343,16238675,2017,Honda,Accord EX-L,22998.0
344,16338773,2017,Honda,Accord Sport,23998.0
345,16568183,2015,Honda,Civic EX,17998.0
346,16250748,2015,Honda,Civic EX-L,17998.0
347,16568415,2015,Honda,Civic EX-L,18998.0
348,16171626,2013,Honda,Civic LX,13998.0
349,16171483,2011,Honda,CR-V SE,13998.0
350,16568422,2017,Dodge,Ram 1500 Express,29998.0
351,16250526,2012,Dodge,Ram 1500 Laramie,29998.0
352,16568285,2015,Ford,C-Max SE,13998.0
353,16568259,2013,Ford,C-Max SEL,13998.0
354,16171133,2012,Ford,Edge SEL,16998.0
355,16238580,2013,Ford,Edge SEL,18998.0
356,16568189,2017,Ford,Edge Titanium,26998.0
357,16238465,2015,Ford,Escape SE,15998.0
358,16238833,2018,Ford,Escape SE,22599.0
359,16598150,2016,Ford,Escape SE,18998.0
360,16250665,2014,Ford,Escape Titanium,17599.0
361,16568361,2017,Ford,Expedition XLT,32998.0
362,16568364,2016,Ford,Explorer Limited,29998.0
363,16327924,2015,Ford,Explorer Sport,16998.0
364,16250644,2011,Infiniti,G37 Journey,16998.0
365,16238838,2015,Infiniti,Q50 Premium,21998.0
366,16171343,2015,Jeep,Cherokee Sport,17998.0
367,16568244,2016,Jeep,Cherokee Sport,16998.0
368,16568358,2018,Jeep,Cherokee Trailhawk,27998.0
369,16250581,2014,Jeep,Compass Sport,14998.0
370,16238562,2017,Jeep,Grand Cherokee Limited,30998.0
371,16597475,2015,Jeep,Grand Cherokee Overland,26998.0
372,16250615,2017,Jeep,Patriot Sport,14998.0
373,16568419,2016,Jeep,Patriot Sport,14599.0
374,16568420,2017,Jeep,Patriot Sport,15998.0
375,16568111,2016,Jeep,Wrangler Sahara,26998.0
376,16328240,2018,Kia,Optima LX,16998.0
377,16237785,2017,Kia,Rio LX,11599.0
378,16568337,2014,Kia,Rio LX,10998.0
379,16568340,2016,Kia,Sedona LX,19998.0
380,16238316,2016,Kia,Soul,12998.0
381,16327598,2015,Kia,Soul,12998.0
382,15777891,2012,Lexus,CT 200h Premium,15998.0
383,16238623,2011,Lexus,ES 350,18599.0
384,16450996,2016,Lexus,GX 460,40998.0
385,16171383,2010,Lexus,HS 250h Premium,14998.0
386,16238649,2008,Lexus,IS 250,13599.0
387,16568412,2010,Lexus,IS 250,15998.0
388,16237439,2014,Lexus,LS 460,44998.0
389,16450994,2015,Lexus,NX 200t,28998.0
390,16450998,2015,Lexus,RX 350 F-SPORT,33998.0
391,16327964,2015,Lexus,RX 350,27998.0
392,16450967,2015,Lexus,RX 350,29998.0
393,16171648,2015,Lincoln,MKC,23998.0
394,16250508,2017,Mazda,CX-5 Grand Select,29998.0
395,16250232,2010,Mazda,CX-7 i Sport,9998.0
396,16171235,2008,Mazda,Mazda3 I,9599.0
397,16171623,2014,Mazda,Mazda3 i Sport,13998.0
398,16250798,2016,Mazda,Mazda3 i Sport,15998.0
399,16250832,2015,Mazda,Mazda3 I Touring,15998.0
400,16171673,2016,Honda,Fit LX,16998.0
401,16597477,2016,Honda,Fit LX,13998.0
402,16568320,2017,Honda,HR-V EX,23998.0
403,16238726,2017,Honda,HR-V EX-L,24998.0
404,16568210,2016,Honda,Pilot Touring,33998.0
405,16568496,2014,Hyundai,Accent GS,11599.0
406,16237866,2017,Hyundai,Elantra SE,15599.0
407,16238095,2012,Hyundai,Santa Fe GLS,15998.0
408,16594035,2015,Hyundai,Sonata ECO,13998.0
409,16171366,2013,Hyundai,Sonata GLS,11998.0
410,16568290,2015,Hyundai,Sonata Limited,17998.0
411,16171533,2014,Hyundai,Sonata SE,14998.0
412,16238157,2013,Hyundai,Sonata Hybrid Limited,14998.0
413,16568127,2015,Hyundai,Tucson SE,16998.0
414,16250644,2011,Infiniti,G37 Journey,16998.0
415,16238838,2015,Infiniti,Q50 Premium,21998.0
416,16171343,2015,Jeep,Cherokee Sport,12998.0
417,16568084,2014,Nissan,Altima SL,15998.0
418,16171399,2013,Nissan,Altima SV,13599.0
419,16238763,2015,Nissan,Altima SV,16599.0
420,16568055,2015,Nissan,Altima SV,14998.0
421,16238220,2017,Nissan,Frontier PRO-4X,31998.0
422,16250339,2014,Nissan,Juke Nismo,17998.0
423,16568323,2015,Nissan,Leaf S,13998.0
424,16250394,2012,Nissan,Leaf SL,8998.0
425,16238541,2015,Nissan,Leaf SV,12599.0
426,16568325,2014,Nissan,Leaf SV,12998.0
427,16238128,2009,Nissan,Murano LE,12998.0
428,16568054,2015,Nissan,Murano S,21998.0
429,16497595,2015,Nissan,Quest S,17998.0
430,16568051,2015,Nissan,Rogue SL,21998.0
431,16238777,2014,Nissan,Sentra SV,12998.0
432,16568096,2015,Nissan,Sentra SV,12599.0
433,16568424,2013,Nissan,Sentra SV,11599.0
434,16250281,2010,Nissan,Versa S,9998.0
435,16250411,2014,Nissan,Versa Note SV,9998.0
436,16327969,2015,Scion,FR-S,17599.0
437,16250638,2010,Scion,tC,12998.0
438,16250752,2014,Scion,tC,13998.0
439,16568315,2018,Subaru,Forester 2.5i Touring,31998.0
440,16238495,2015,Subaru,Impreza,17998.0
441,16451020,2015,Subaru,Legacy Premium,17998.0
442,16238743,2012,Subaru,Outback 2.5i Premium,17998.0
443,16250350,2011,Subaru,Outback 2.5i Premium,18998.0
444,16238438,2013,Toyota,4Runner SR5,29998.0
445,16450963,2015,Toyota,Avalon Limited,22998.0
446,16238622,2013,Toyota,Camry LE,14599.0
447,16568302,2017,Toyota,Camry LE,16599.0
448,16568304,2017,Toyota,Camry LE,16599.0
449,16171228,2008,Toyota,Camry SE,9998.0
450,16238497,2014,Toyota,Camry SE,13998.0
451,16327897,2015,Toyota,Camry SE,16998.0
452,16327903,2015,Toyota,Camry XSE,16998.0
453,16238357,2014,Toyota,Corolla S Plus,13998.0
454,16250694,2017,Toyota,Corolla SE,17998.0
455,16250629,2011,Toyota,Prius Five,15998.0
456,16171437,2013,Toyota,Prius Three,16998.0
457,16250653,2012,Toyota,Prius Three,17599.0
458,16568212,2015,Toyota,Prius c One,14998.0
459,16250655,2014,Toyota,RAV4 Limited,16998.0
460,16450975,2015,Toyota,RAV4 XLE,21998.0
461,16250696,2012,Toyota,RAV4,15998.0
462,16327971,2017,Toyota,Sequoia SR5,35998.0
463,16327972,2017,Toyota,Sequoia SR5,36998.0
464,15915009,2015,Toyota,Sienna XLE Premium,27998.0
465,16171608,2017,Toyota,Tacoma SR5,26998.0
466,16328255,2018,Toyota,Tundra SR,30998.0
467,16327788,2012,Toyota,Yaris L,10599.0
468,16250609,2013,Volkswagen,GLI Autobahn,14998.0
469,16171620,2015,Volkswagen,Jetta,12998.0
470,16568157,2012,Volvo,C70 T5,18998.0
471,16327610,2017,Volvo,XC60 T5 Inscription,26998.0
472,15908835,2015,Acura,RDX,22998.0
473,15908972,2015,Audi,Q7 Premium Plus,32998.0
474,15908978,2016,Audi,S3 Premium Plus,28998.0
475,15908224,2015,BMW,320 I,17998.0
476,16250149,2009,BMW,328 I,13998.0
477,16250203,2012,BMW,328 I,15998.0
478,16237640,2014,BMW,328 XI,20998.0
479,16238419,2014,BMW,X6 M,45998.0
480,16568229,2013,Cadillac,ATS Premium,21998.0
481,14963460,2015,Cadillac,Escalade Platinum,62998.0
482,16039102,2017,Cadillac,XTS Luxury,25998.0
483,15660875,2015,Chevrolet,Camaro LS,17998.0
484,16171348,2016,Chevrolet,Colorado LT,29998.0
485,16568249,2015,Chevrolet,Impala LS,15998.0
486,16171123,2014,Chevrolet,Impala Limited LTZ,12599.0
487,16451019,2015,Chevrolet,Malibu LS,12998.0
488,16238226,2017,Chevrolet,Malibu LT,15998.0
489,16250383,2012,Chevrolet,Malibu LT,10599.0
490,15325981,2014,Chevrolet,Sonic RS,11998.0
491,16171002,2015,Chevrolet,Spark LS,9998.0
492,16238080,2016,Chevrolet,Spark LS,11599.0
493,15777908,2017,Chevrolet,Spark LT,14998.0
494,16171294,2015,Chrysler,200 Limited,13599.0
495,16348170,2015,Chrysler,200 Limited,12998.0
496,16409415,2016,Dodge,Dart SE,11998.0
497,16237494,2016,Dodge,Dart SXT Sport,11998.0
498,16450627,2012,Dodge,Durango Citadel,23998.0
499,15914556,2017,Dodge,Durango R/T,37998.0
500,16238497,2014,Toyota,Camry SE,13998.0
501,16327897,2015,Toyota,Camry SE,16998.0
502,16327903,2015,Toyota,Camry XSE,16998.0
503,16238357,2014,Toyota,Corolla S Plus,13998.0
504,16250694,2017,Toyota,Corolla SE,17998.0
505,16250629,2011,Toyota,Prius Five,15998.0
506,16171437,2013,Toyota,Prius Three,16998.0
507,16250653,2012,Toyota,Prius Three,24998.0
508,16238298,2016,Ford,Edge SEL,21998.0
509,16217694,2017,Ford,Escape SE,19998.0
510,16327439,2015,Ford,Escape SE,17998.0
511,16171498,2013,Ford,Escape SEL,15599.0
512,16249914,2013,Ford,Escape SEL,15998.0
513,16170880,2014,Ford,Escape Titanium,16998.0
514,16327636,2016,Ford,Explorer Limited,28998.0
515,16238035,2018,Ford,Explorer Sport,38998.0
516,16238802,2015,Ford,Explorer XLT,26998.0
517,16327468,2015,Ford,Explorer XLT,26998.0
518,16238535,2017,Ford,F150 XL,27998.0
519,16238699,2014,Ford,F150 XL,23998.0
520,16170979,2010,Ford,F150 XLT,22998.0
521,16250278,2011,Ford,Fiesta SE,7599.0
522,16250365,2010,Ford,Focus SES,9998.0
523,16238443,2014,Ford,Focus ST,15998.0
524,16495753,2015,Ford,Focus Titanium,15998.0
525,16238039,2008,Ford,Fusion S,8998.0
