,price,year,mileage,drive_type,engine_size,num_cylinders,hp,comp_ratio,bore,stroke,values_per_cylinder,wheel_base,length,width,height,curb_weight,leg_room,head_room,seating_cap,cargo_cap,city_mpg,hw_mpg,luxury,black_interior,dark_exterior,light_exterior,prime_exterior,normal_engine,turbo_engine,alternate_engine
400,13998.0,2015,37000,2,2.4,4,185,11.0,3.46,3.82,4.0,110.4,191.1,73.0,58.0,3245,45.5,40.4,5,16.0,25,37,0,0,1,0,0,1,0,0
401,13998.0,2012,57000,2,2.4,4,166,13.0,3.46,3.82,4.0,110.0,189.8,72.0,57.0,3457,45.5,40.0,5,11.0,34,39,0,0,1,0,0,0,0,1
402,18998.0,2014,46000,4,2.4,4,182,11.0,3.46,3.82,4.0,103.9,173.2,71.0,66.0,3439,41.2,39.4,5,26.0,20,25,0,0,1,0,0,1,0,0
403,23998.0,2017,17000,4,2.0,4,164,11.5,3.19,3.82,4.0,105.1,176.2,72.8,64.8,3490,41.5,39.6,5,31.0,21,26,0,1,1,0,0,1,0,0
404,23998.0,2017,8000,4,1.6,4,175,10.1,3.03,3.36,4.0,105.1,176.2,72.8,65.0,3500,41.5,39.6,5,31.0,24,28,0,1,0,0,1,0,1,0
405,14998.0,2015,43000,2,1.6,4,132,11.0,3.03,3.36,4.0,104.3,166.1,70.0,55.0,2657,43.9,39.0,4,16.0,27,36,0,1,0,0,1,1,0,0
406,17998.0,2015,17000,2,1.6,4,201,9.5,3.03,3.36,4.0,104.3,167.3,71.0,55.0,2888,43.9,39.0,4,16.0,24,31,0,1,0,1,0,0,1,0
407,12998.0,2016,37000,2,1.6,4,132,11.0,3.03,3.36,4.0,104.3,166.1,70.0,55.0,2657,43.9,39.0,4,16.0,28,35,0,1,0,1,0,1,0,0
408,15998.0,2013,33000,4,1.6,4,197,9.5,3.14,3.19,4.0,99.6,163.8,69.0,61.0,3168,42.1,39.6,5,36.0,25,30,0,1,0,1,0,0,1,0
409,18998.0,2014,31000,2,3.5,6,290,11.0,3.76,3.2,4.0,109.3,190.6,73.0,57.0,3568,43.8,38.5,5,14.0,19,26,0,0,0,0,1,1,0,0
410,27998.0,2015,40000,4,3.5,6,260,10.0,3.76,3.2,4.0,111.2,192.4,75.0,66.0,4155,40.5,39.9,5,40.0,21,28,0,0,0,1,0,1,0,0
411,20998.0,2016,41000,4,3.5,6,260,10.0,3.76,3.2,4.0,111.2,192.8,75.0,66.0,3920,40.5,39.9,5,32.0,21,28,0,1,0,0,1,1,0,0
412,20998.0,2017,18000,4,2.5,4,170,10.0,3.5,3.94,4.0,106.5,184.5,72.4,66.6,3532,43.0,41.6,7,32.0,25,32,0,1,0,1,0,1,0,0
413,14998.0,2017,5000,2,1.8,4,130,9.9,3.14,3.55,4.0,106.3,182.1,69.3,58.9,2857,42.5,39.4,5,15.1,29,37,0,1,0,1,0,1,0,0
414,14599.0,2017,8000,2,1.8,4,130,9.9,3.14,3.55,4.0,106.3,182.1,69.3,58.9,2857,42.5,39.4,5,15.1,29,37,0,1,1,0,0,1,0,0
415,14599.0,2017,4000,2,1.8,4,130,9.9,3.14,3.55,4.0,106.3,182.1,69.3,58.9,2857,42.5,39.4,5,15.1,29,37,0,1,1,0,0,1,0,0
416,10998.0,2015,42000,2,1.6,4,109,9.8,3.07,3.29,4.0,102.4,176.8,66.0,59.0,2437,41.8,39.8,5,15.0,31,40,0,1,1,0,0,1,0,0
417,23998.0,2017,27000,4,2.5,4,170,10.0,3.7,3.54,4.0,103.9,180.9,70.7,68.2,3366,43.0,40.0,5,31.5,26,32,0,0,1,0,0,1,0,0
418,29998.0,2017,10000,4,2.5,4,175,10.3,3.7,3.54,4.0,108.1,189.6,72.4,66.1,3633,42.9,40.8,5,35.5,25,32,0,1,0,1,0,1,0,0
419,25998.0,2015,64000,4,3.6,6,256,11.0,3.62,3.58,4.0,108.1,189.6,72.0,66.0,3810,42.9,40.8,5,36.0,20,27,0,1,0,0,1,1,0,0
420,22998.0,2015,56000,4,2.5,4,175,10.0,3.7,3.54,4.0,108.1,189.6,72.0,66.0,3633,42.9,40.8,5,36.0,25,33,0,1,0,0,1,1,0,0
421,24998.0,2016,28000,4,2.0,4,148,11.0,3.31,3.54,4.0,103.7,175.2,70.0,63.0,3208,43.5,39.8,5,22.0,26,33,0,1,0,1,0,1,0,0
422,23998.0,2017,19000,2,2.0,4,200,12.5,3.39,3.39,4.0,101.2,166.7,69.9,50.6,2806,41.9,37.1,4,6.9,24,32,0,1,0,1,0,1,0,0
423,15998.0,2015,47000,2,2.5,4,178,10.0,3.54,3.86,4.0,109.3,190.9,71.0,57.0,3190,41.6,38.8,5,15.0,25,35,0,0,0,1,0,1,0,0
424,15998.0,2015,34000,2,2.5,4,178,10.0,3.54,3.86,4.0,109.3,190.9,71.0,57.0,3190,41.6,38.8,5,15.0,25,35,0,0,1,0,0,1,0,0
425,18599.0,2017,9000,2,2.5,4,178,10.4,3.54,3.86,4.0,109.3,190.9,71.7,57.9,3240,41.6,38.8,5,15.4,24,33,0,0,0,1,0,1,0,0
426,10998.0,2009,89000,2,2.4,4,158,9.8,3.48,3.78,4.0,109.3,189.2,71.0,57.0,3263,41.7,38.8,5,15.0,21,31,0,0,1,0,0,1,0,0
427,15998.0,2015,31000,2,2.5,4,178,10.0,3.54,3.86,4.0,109.3,190.9,71.0,57.0,3190,41.6,38.8,5,15.0,25,35,0,0,0,1,0,1,0,0
428,15998.0,2015,25000,2,2.5,4,178,10.0,3.54,3.86,4.0,109.3,190.9,71.0,57.0,3190,41.6,38.8,5,15.0,25,35,0,0,0,1,0,1,0,0
429,17998.0,2017,11000,2,2.5,4,178,10.4,3.54,3.86,4.0,109.3,190.9,71.7,57.9,3300,41.6,38.8,5,15.4,24,33,0,1,0,0,1,1,0,0
430,15998.0,2013,60000,2,3.5,6,268,11.0,3.7,3.27,4.0,109.3,189.2,,57.0,3420,41.6,38.8,5,15.0,21,31,0,0,1,0,0,1,0,0
431,14599.0,2014,54000,2,2.5,4,178,10.0,3.54,3.86,4.0,109.3,189.2,71.0,57.0,3240,41.6,38.8,5,15.0,25,35,0,1,0,0,1,1,0,0
432,17998.0,2017,15000,2,2.5,4,178,10.4,3.54,3.86,4.0,109.3,190.9,71.7,57.9,3300,41.6,38.8,5,15.4,24,33,0,1,1,0,0,1,0,0
433,15998.0,2015,42000,2,2.5,4,178,10.0,3.54,3.86,4.0,109.3,190.9,71.0,57.0,3240,41.6,38.8,5,15.0,25,35,0,1,1,0,0,1,0,0
434,20599.0,2016,22000,2,2.5,4,178,10.0,3.54,3.86,4.0,109.3,190.9,71.0,57.0,3300,41.6,38.8,5,15.0,25,34,0,1,0,0,1,1,0,0
435,17998.0,2015,51000,2,3.5,6,268,11.0,3.7,3.27,4.0,109.3,190.9,71.0,57.0,3395,41.6,37.9,5,15.0,21,31,0,0,0,1,0,1,0,0
436,17998.0,2015,36000,2,2.5,4,178,10.0,3.54,3.86,4.0,109.3,190.9,71.0,57.0,3245,41.6,38.8,5,15.0,25,35,0,1,0,1,0,1,0,0
437,12599.0,2014,86000,2,1.8,4,132,10.0,3.17,3.48,4.0,106.3,182.6,69.0,57.0,2855,42.3,38.3,5,13.0,29,38,0,0,0,0,1,1,0,0
438,24998.0,2015,29000,4,2.0,4,241,9.8,3.27,3.62,4.0,111.8,184.5,71.0,56.0,3594,41.7,37.1,5,17.0,24,31,1,1,1,0,0,0,1,0
439,20998.0,2015,58000,4,2.0,4,241,9.8,3.27,3.62,4.0,111.8,184.5,71.0,56.0,3594,41.7,37.1,5,17.0,24,31,1,1,1,0,0,0,1,0
440,21998.0,2015,35000,2,2.0,4,208,9.8,3.27,3.62,4.0,106.3,182.3,70.0,56.0,3262,40.2,38.2,5,13.0,26,38,1,1,0,1,0,0,1,0
441,33998.0,2016,38000,4,3.5,6,302,12.0,3.66,3.39,4.0,114.8,189.1,84.0,70.0,4751,40.3,40.4,5,39.0,18,22,1,1,1,0,0,1,0,0
442,24998.0,2013,31000,4,3.5,6,302,12.0,3.66,3.39,4.0,108.5,178.3,,66.0,4123,41.4,39.0,5,55.0,19,24,1,0,1,0,0,1,0,0
443,23998.0,2014,37000,2,3.5,6,302,12.0,3.66,3.39,4.0,108.5,178.3,72.0,66.0,4012,41.4,39.0,5,23.0,19,26,1,1,0,1,0,1,0,0
444,20998.0,2015,15000,2,1.8,4,134,13.0,3.17,3.48,4.0,109.4,182.3,69.0,62.0,3274,41.3,39.6,5,34.0,44,40,0,0,1,0,0,0,0,1
445,21998.0,2015,48000,2,3.5,6,266,11.0,3.7,3.27,4.0,119.3,200.2,78.0,70.0,4415,40.5,41.0,8,39.0,18,25,0,0,0,1,0,1,0,0
446,26998.0,2016,27000,2,2.7,4,159,10.0,3.74,3.74,4.0,127.4,212.3,74.0,70.0,3765,42.9,39.7,5,,19,23,0,1,1,0,0,1,0,0
447,12599.0,2012,43000,2,2.0,4,200,9.6,3.2,3.65,4.0,106.7,188.9,,55.0,3147,41.6,37.4,4,13.0,22,31,0,1,1,0,0,0,1,0
448,9998.0,2013,56000,2,2.0,4,115,10.0,3.25,3.65,2.0,104.4,182.2,,57.0,2842,41.2,,5,16.0,24,34,0,1,1,0,0,1,0,0
449,11998.0,2015,57000,2,1.8,4,170,9.6,3.25,3.31,4.0,104.4,183.3,70.0,57.0,3021,41.2,38.2,5,16.0,25,37,0,1,0,0,1,0,1,0
450,9998.0,2011,70000,2,2.0,4,115,10.0,3.25,3.7,0.0,104.4,182.2,,57.0,2804,41.2,38.2,5,16.0,23,32,0,1,0,1,0,1,0,0
451,20599.0,2017,11000,2,1.8,4,170,9.6,3.25,3.31,4.0,110.4,191.9,72.2,58.5,3263,42.4,38.3,5,15.9,23,34,0,1,1,0,0,0,1,0
452,11599.0,2012,37000,2,2.5,5,170,9.5,3.25,3.65,4.0,110.4,191.6,,58.0,3221,42.4,38.3,5,16.0,22,31,0,1,1,0,0,1,0,0
453,14998.0,2015,42000,2,1.8,4,170,9.6,3.25,3.31,4.0,110.4,191.6,72.0,58.0,3230,42.4,38.3,5,16.0,24,35,0,0,0,1,0,0,1,0
454,17599.0,2012,58000,2,2.5,5,227,9.0,3.27,3.67,4.0,103.9,167.4,70.0,57.0,3211,41.6,38.9,4,13.0,21,30,1,1,0,1,0,0,1,0
455,17998.0,2015,31000,2,2.0,4,240,11.0,3.23,3.67,4.0,109.3,182.2,73.0,58.0,3528,41.9,38.3,5,12.0,25,37,1,1,1,0,0,0,1,0
456,18599.0,2012,81000,4,3.7,6,300,11.0,3.54,3.78,4.0,108.3,191.6,,68.0,4550,41.2,39.2,7,84.0,16,21,1,0,1,0,0,1,0,0
457,29998.0,2016,30000,2,3.5,6,290,12.0,3.5,3.66,4.0,111.0,193.6,77.0,67.0,4001,41.4,38.1,7,16.0,20,27,1,1,0,1,0,1,0,0
458,36998.0,2018,7000,4,3.5,6,279,10.5,3.5,3.66,4.0,105.7,184.4,73.7,65.0,3935,42.0,38.7,5,26.1,19,27,1,1,0,1,0,1,0,0
459,20998.0,2016,35000,2,2.4,4,206,12.0,3.43,3.9,4.0,109.3,190.3,73.0,57.0,3483,42.6,37.2,5,13.0,24,35,1,0,1,0,0,1,0,0
460,17998.0,2015,31000,2,2.0,4,180,10.0,3.31,3.55,4.0,110.6,182.1,71.0,56.0,3295,42.0,40.3,5,17.0,23,36,1,1,0,1,0,0,1,0
461,19998.0,2015,36000,2,2.0,4,240,10.0,3.31,3.55,4.0,110.6,182.1,71.0,56.0,3410,42.0,40.3,5,17.0,22,34,1,1,1,0,0,0,1,0
462,18998.0,2011,41000,2,3.0,6,230,11.0,3.35,3.46,4.0,108.7,181.9,70.0,54.0,3825,42.0,38.0,4,9.0,17,26,1,0,0,1,0,1,0,0
463,22998.0,2015,26000,2,2.0,4,240,10.0,3.31,3.55,4.0,110.6,182.1,71.0,56.0,3410,42.0,40.3,5,17.0,22,34,1,0,1,0,0,0,1,0
464,20998.0,2014,86000,4,3.0,6,300,10.0,3.31,3.53,4.0,115.0,189.9,72.0,59.0,3946,,41.3,5,,20,30,1,1,0,0,1,0,1,0
465,28998.0,2014,26000,4,3.0,6,300,10.0,3.31,3.53,4.0,110.6,182.6,71.0,54.0,3582,41.8,39.8,4,16.0,20,28,1,1,0,1,0,0,1,0
466,38998.0,2014,30000,2,4.4,8,445,10.0,3.5,3.48,4.0,126.4,205.2,74.0,58.0,4660,41.3,40.8,5,18.0,16,25,1,1,0,1,0,0,1,0
467,31998.0,2011,60000,2,4.0,8,414,12.0,3.62,2.96,4.0,108.7,181.8,71.0,55.0,3704,41.8,38.4,4,11.0,14,20,1,1,1,0,0,1,0,0
468,26998.0,2015,40000,4,2.0,4,240,10.0,3.31,3.55,4.0,110.6,183.9,74.0,63.0,4068,,39.9,5,18.0,20,28,1,1,1,0,0,0,1,0
469,43998.0,2015,19000,2,3.0,6,300,10.0,3.31,3.53,4.0,115.5,193.8,78.0,67.0,4630,39.9,38.3,5,21.0,19,27,1,0,0,1,0,0,1,0
470,36998.0,2014,24000,4,3.0,6,300,10.0,3.31,3.53,4.0,115.5,192.0,78.0,66.0,4784,40.4,38.3,5,26.0,17,24,1,0,0,0,1,0,1,0
471,17998.0,2016,10000,2,1.4,4,138,9.5,2.85,3.25,4.0,100.6,168.4,69.0,65.0,3237,40.8,39.6,5,19.0,25,33,1,1,1,0,0,0,1,0
472,18998.0,2015,24000,2,2.5,4,202,11.0,3.46,3.98,4.0,109.3,182.8,71.0,55.0,3319,42.5,38.6,5,10.0,21,33,1,0,1,0,0,1,0,0
473,26998.0,2015,33000,4,2.0,4,272,9.5,3.39,3.39,4.0,114.6,195.5,72.0,57.0,3800,42.6,39.2,5,14.0,19,28,1,0,0,0,1,0,1,0
474,34998.0,2013,39000,2,6.2,8,403,10.0,4.06,3.62,0.0,116.0,202.5,,75.0,5527,41.3,41.1,8,109.0,14,18,1,1,0,1,0,0,0,1
475,33998.0,2017,6000,2,3.6,6,310,11.5,3.74,3.38,4.0,112.5,189.5,75.0,66.0,3985,41.2,38.4,5,30.0,19,27,1,0,0,1,0,1,0,0
476,16998.0,2013,30000,2,3.6,6,323,12.0,3.7,3.37,4.0,112.3,190.4,75.0,54.0,3780,42.4,37.4,4,11.0,17,28,0,1,1,0,0,1,0,0
477,16998.0,2015,22000,2,3.6,6,323,12.0,3.7,3.37,4.0,112.3,190.6,75.0,54.0,3719,42.4,37.4,4,11.0,17,28,0,0,0,0,1,1,0,0
478,15998.0,2011,75000,2,3.6,6,312,11.0,3.7,3.37,0.0,112.3,190.4,75.0,54.0,3741,42.4,37.4,4,11.0,17,28,0,0,0,1,0,1,0,0
479,14998.0,2017,43000,2,1.8,4,132,10.0,3.17,3.48,4.0,106.3,182.6,69.9,57.3,2855,42.3,38.3,5,13.2,28,36,0,1,0,1,0,1,0,0
480,14998.0,2015,21000,2,1.8,4,132,10.0,3.17,3.48,4.0,106.3,182.6,69.0,57.0,2855,42.3,38.3,5,13.0,29,38,0,0,1,0,0,1,0,0
481,14998.0,2016,35000,2,1.8,4,132,10.0,3.17,3.48,4.0,106.3,182.6,69.0,57.0,2865,42.3,38.3,5,13.0,29,37,0,1,0,0,1,1,0,0
482,18998.0,2017,9000,2,1.8,4,132,10.0,3.17,3.48,4.0,106.3,183.1,69.9,57.3,2865,42.3,38.3,5,13.2,28,36,0,1,0,1,0,1,0,0
483,28998.0,2015,50000,4,3.5,6,270,11.0,3.7,3.27,4.0,109.8,191.1,75.0,68.0,4464,44.2,39.5,8,14.0,18,24,0,0,0,1,0,1,0,0
484,40998.0,2016,23000,4,3.5,6,280,13.0,3.7,3.27,4.0,109.8,191.1,75.0,68.0,4861,44.2,39.5,7,14.0,27,28,0,1,1,0,0,0,0,1
485,56998.0,2015,35000,4,5.7,8,381,10.0,3.7,4.02,4.0,112.2,194.9,77.0,74.0,5730,42.9,38.3,8,16.0,13,18,0,1,1,0,0,1,0,0
486,23998.0,2016,27000,2,1.8,4,121,13.0,3.17,3.48,4.0,106.3,178.7,69.0,58.0,3080,43.2,39.4,5,25.0,54,50,0,0,1,0,0,0,0,1
487,22998.0,2017,45000,2,3.6,6,287,11.3,3.78,3.27,4.0,121.6,203.6,79.6,69.9,4652,41.1,40.1,8,32.3,18,28,1,1,1,0,0,1,0,0
488,28998.0,2016,20000,2,5.7,8,372,11.0,3.92,3.58,2.0,116.2,197.9,75.0,57.0,4082,42.0,39.3,5,16.0,15,23,0,1,1,0,0,1,0,0
489,19599.0,2015,34000,2,3.6,6,292,10.0,3.78,3.27,4.0,120.2,198.4,75.0,58.0,3996,41.8,38.6,5,17.0,19,31,0,1,1,0,0,0,0,1
490,13998.0,2015,27000,2,2.4,4,184,10.0,3.46,3.82,4.0,106.4,183.9,72.0,57.0,3297,42.2,38.6,5,13.0,23,35,0,1,1,0,0,1,0,0
491,23998.0,2014,37000,2,3.6,6,290,10.0,3.78,3.27,4.0,119.8,201.2,75.0,70.0,4756,40.3,39.9,7,17.0,18,25,0,1,1,0,0,1,0,0
492,36998.0,2016,39000,4,3.0,6,240,10.0,3.27,3.62,4.0,140.5,229.0,79.0,75.0,5596,41.0,41.0,6,,19,27,0,1,1,0,0,0,1,0
493,13998.0,2014,41000,2,1.4,4,160,9.8,2.83,3.31,4.0,90.6,144.4,64.0,59.0,2545,40.7,38.6,4,5.0,28,34,0,1,1,0,0,0,1,0
494,9599.0,2012,56000,2,1.4,4,101,11.0,2.83,3.31,4.0,90.6,139.6,64.0,59.0,2350,40.7,38.9,4,10.0,27,34,0,0,0,0,1,1,0,0
495,15998.0,2016,12000,2,2.4,4,180,10.0,3.46,3.82,4.0,101.2,168.2,70.0,63.0,2967,41.4,39.1,5,19.0,22,30,0,1,0,0,1,1,0,0
496,12599.0,2013,56000,2,2.0,4,188,12.0,3.44,3.27,4.0,104.3,173.6,72.0,63.0,3682,43.1,41.0,5,25.0,42,37,0,0,1,0,0,0,0,1
497,14998.0,2015,51000,2,2.5,4,168,10.0,3.5,3.94,4.0,105.9,178.1,72.0,66.0,3502,43.1,39.9,5,34.0,22,31,0,1,0,1,0,0,1,0
498,12998.0,2012,74000,2,2.5,4,171,9.7,3.5,3.94,4.0,103.1,174.7,71.0,67.0,3296,41.6,40.4,5,66.0,21,28,0,1,0,0,1,1,0,0
499,23599.0,2014,64000,4,3.5,6,290,11.0,3.64,3.41,4.0,112.6,197.1,78.0,70.0,4697,40.6,41.4,7,21.0,17,23,0,0,1,0,0,0,0,1
500,28998.0,2016,58000,4,3.5,6,365,10.0,3.64,3.41,4.0,112.8,198.3,78.0,71.0,4610,42.9,41.4,7,21.0,16,22,0,1,0,0,1,0,1,0
501,22998.0,2015,68000,4,3.5,6,290,11.0,3.64,3.41,4.0,112.6,197.1,78.0,71.0,4697,43.1,41.4,7,21.0,17,23,0,0,1,0,0,0,0,1
502,27998.0,2014,37000,4,3.5,6,365,11.0,3.64,3.41,4.0,144.5,231.7,78.0,76.0,5586,41.4,41.0,6,,15,21,0,0,0,1,0,0,1,0
503,10998.0,2016,37000,2,1.6,4,120,11.0,3.11,3.2,4.0,98.0,173.6,67.0,58.0,2578,42.2,39.1,5,13.0,27,35,0,0,0,1,0,1,0,0
504,14599.0,2015,51000,2,1.6,4,197,10.0,3.11,3.2,4.0,98.0,160.1,67.0,57.0,2720,42.2,39.1,5,10.0,26,35,0,1,1,0,0,0,1,0
505,29998.0,2010,45000,2,6.2,8,430,11.0,4.06,3.62,0.0,105.7,175.6,72.0,48.0,3311,43.1,37.7,2,22.0,15,25,0,1,1,0,0,1,0,0
506,15998.0,2018,9000,2,1.4,4,153,10.0,2.91,3.2,4.0,106.3,183.7,70.5,57.4,2870,42.0,38.9,5,22.7,29,40,0,1,0,1,0,0,1,0
507,12998.0,2014,30000,2,1.4,4,138,9.5,2.85,3.25,4.0,105.7,181.0,70.0,58.0,3102,42.3,39.3,5,15.0,26,38,0,1,0,0,1,0,1,0
508,12599.0,2014,48000,2,1.4,4,138,9.5,2.85,3.25,4.0,105.7,181.0,70.0,58.0,3126,42.3,39.3,5,15.0,26,38,0,1,0,0,1,0,1,0
509,20998.0,2017,34000,2,2.3,4,310,9.5,3.45,3.7,4.0,107.1,188.3,75.4,54.4,3532,44.5,37.6,4,13.5,21,30,0,1,0,0,1,0,1,0
510,28998.0,2017,30000,2,5.0,8,435,11.0,3.63,3.65,4.0,107.1,188.3,75.4,54.4,3705,44.5,37.6,4,13.5,15,25,0,1,0,1,0,1,0,0
511,47998.0,2016,15000,2,5.2,8,526,12.0,3.7,3.66,4.0,107.1,188.9,75.0,54.0,3760,44.5,37.6,4,14.0,14,21,0,1,0,0,1,1,0,0
512,12599.0,2012,85000,2,3.7,6,305,11.0,3.76,3.41,4.0,107.1,188.1,73.0,55.0,3453,42.4,38.5,4,13.0,19,31,0,0,0,1,0,1,0,0
513,27998.0,2016,21000,2,3.7,6,270,11.0,3.76,3.41,4.0,147.6,237.6,81.0,110.0,6124,,,15,107.0,11,16,0,1,0,1,0,1,0,0
514,21998.0,2014,57000,4,3.6,6,301,11.0,3.7,3.37,4.0,112.5,185.3,72.0,66.0,4049,41.2,40.4,5,32.0,16,23,0,1,1,0,0,1,0,0
515,16998.0,2014,55000,2,2.4,4,182,11.0,3.46,3.86,4.0,112.5,185.3,72.0,66.0,3867,41.2,39.8,5,32.0,22,32,0,1,0,1,0,0,0,1
516,15998.0,2011,72000,4,2.4,4,182,11.0,3.46,3.85,0.0,112.5,185.3,,66.0,4034,41.2,39.8,5,64.0,20,29,0,1,0,1,0,1,0,0
517,23998.0,2017,11000,2,2.4,4,185,11.1,3.43,3.9,4.0,107.3,189.5,73.0,56.5,3342,42.2,37.2,5,13.4,27,36,0,1,1,0,0,1,0,0
518,14998.0,2012,84000,2,3.5,6,271,11.0,3.5,3.66,4.0,107.9,191.0,,56.0,3543,42.2,37.4,5,12.0,19,29,0,1,0,1,0,1,0,0
519,20998.0,2017,5000,2,2.4,4,185,11.1,3.43,3.9,4.0,107.3,189.5,73.0,56.5,3248,42.2,39.0,5,13.7,27,36,0,1,0,0,1,1,0,0
520,16998.0,2015,40000,2,2.4,4,189,11.0,3.43,3.9,4.0,109.3,191.4,72.0,57.0,3342,42.5,39.1,5,16.0,27,36,0,1,0,0,1,1,0,0
521,22998.0,2017,21000,2,2.4,4,189,11.1,3.43,3.9,4.0,109.3,192.5,72.8,57.7,3369,42.5,39.1,5,15.8,27,36,0,1,1,0,0,1,0,0
522,13998.0,2012,54000,2,1.8,4,140,11.0,3.19,3.44,4.0,105.1,177.3,,56.0,2773,42.0,37.9,5,13.0,28,39,0,0,1,0,0,1,0,0
523,19998.0,2016,14000,2,1.5,4,174,11.0,2.87,3.52,4.0,106.3,176.9,70.0,54.0,2889,42.3,36.5,5,12.0,31,41,0,0,0,1,0,0,1,0
524,19998.0,2017,18000,2,1.5,4,174,10.6,2.87,3.52,4.0,106.3,177.9,70.8,56.5,2751,42.3,39.3,5,25.7,31,40,0,1,0,1,0,0,1,0
525,21998.0,2016,35000,2,1.5,4,174,11.0,2.87,3.52,4.0,106.3,182.3,70.0,55.0,2923,42.3,37.5,5,15.0,31,42,0,0,1,0,0,0,1,0
526,15599.0,2011,50000,2,2.4,4,180,11.0,3.43,3.9,4.0,103.1,179.3,,66.0,3413,41.3,38.9,5,73.0,21,28,0,0,0,0,1,1,0,0
527,20998.0,2015,45000,2,2.4,4,185,11.0,3.43,3.9,4.0,103.1,179.4,71.0,64.0,3457,41.3,38.0,5,35.0,27,34,0,1,1,0,0,1,0,0
528,13998.0,2015,57000,2,1.5,4,130,12.0,2.87,3.52,4.0,99.6,160.0,67.0,60.0,2544,41.4,39.5,5,17.0,33,41,0,1,0,1,0,1,0,0
529,15998.0,2010,4000,2,1.5,4,117,10.0,2.87,3.52,4.0,98.4,161.6,66.0,60.0,2615,41.3,40.4,5,21.0,28,35,0,1,0,1,0,1,0,0
530,19998.0,2013,75000,2,3.5,6,248,11.0,3.5,3.66,4.0,118.1,202.9,,68.0,4483,40.9,38.3,8,149.0,18,27,0,0,0,1,0,1,0,0
531,17998.0,2012,110000,2,3.5,6,250,11.0,3.5,3.66,4.0,109.2,191.4,,72.0,4365,41.4,39.3,8,87.0,18,25,0,0,1,0,0,1,0,0
532,8998.0,2012,104000,2,1.6,4,138,11.0,3.03,3.36,4.0,101.2,172.0,66.0,57.0,2463,41.8,39.9,5,14.0,28,37,0,0,1,0,0,1,0,0
533,12998.0,2013,40000,2,1.8,4,148,10.0,3.19,3.43,4.0,106.3,178.3,69.0,56.0,2701,43.6,40.0,5,15.0,28,38,0,0,1,0,0,1,0,0
534,12998.0,2013,49000,2,1.8,4,148,10.0,3.19,3.43,4.0,106.3,178.3,69.0,56.0,2701,43.6,40.0,5,15.0,28,38,0,0,1,0,0,1,0,0
535,14998.0,2015,22000,2,1.8,4,145,10.0,3.19,3.43,4.0,106.3,179.1,69.0,56.0,2818,43.6,40.0,5,15.0,28,38,0,0,1,0,0,1,0,0
536,13599.0,2016,36000,2,1.8,4,145,10.0,3.19,3.43,4.0,106.3,179.1,69.0,56.0,2818,43.6,40.0,5,15.0,28,37,0,0,0,0,1,1,0,0
537,13998.0,2015,30000,2,1.8,4,145,10.0,3.19,3.43,4.0,106.3,179.1,69.0,56.0,2818,43.6,40.0,5,15.0,28,38,0,1,0,1,0,1,0,0
538,11998.0,2014,41000,2,1.8,4,145,10.0,3.19,3.43,4.0,106.3,179.1,69.0,56.0,2773,43.6,40.0,5,15.0,27,37,0,0,0,0,1,1,0,0
539,15998.0,2018,9000,2,2.0,4,147,12.5,3.19,3.82,4.0,106.3,179.9,70.9,56.5,2811,42.2,38.8,5,14.4,29,38,0,1,1,0,0,1,0,0
540,15998.0,2017,7000,2,2.0,4,147,12.5,3.19,3.82,4.0,106.3,179.9,70.9,56.5,2818,42.2,38.8,5,14.4,28,37,0,0,0,1,0,1,0,0
541,9998.0,2011,88000,2,2.4,4,198,11.0,3.46,3.82,4.0,110.0,189.8,72.0,57.0,3161,45.5,40.0,5,16.0,22,35,0,0,0,1,0,1,0,0
542,17998.0,2015,34000,2,2.4,4,185,11.0,3.46,3.82,4.0,110.4,191.1,73.0,58.0,3245,45.5,40.4,5,16.0,25,37,0,0,0,1,0,1,0,0
543,12998.0,2015,56000,2,2.4,4,185,11.0,3.46,3.82,4.0,110.4,191.1,73.0,58.0,3245,45.5,40.4,5,16.0,25,37,0,0,0,0,1,1,0,0
544,13599.0,2013,56000,2,1.6,4,201,9.5,3.03,3.36,0.0,104.3,167.3,70.0,55.0,2888,43.9,39.0,4,16.0,24,31,0,1,0,0,1,0,1,0
545,12599.0,2008,93000,4,3.5,6,306,11.0,3.76,3.21,4.0,112.2,187.0,69.0,57.0,3704,43.9,40.5,5,14.0,17,23,1,0,1,0,0,1,0,0
546,18998.0,2015,42000,2,3.7,6,328,11.0,3.76,3.39,4.0,112.2,187.9,69.0,57.0,3628,43.9,39.1,5,14.0,19,27,1,0,0,1,0,1,0,0
547,22998.0,2014,47000,4,3.7,6,328,11.0,3.76,3.39,4.0,112.2,188.3,71.0,57.0,3822,44.5,39.5,5,14.0,19,27,1,0,1,0,0,1,0,0
548,23599.0,2013,52000,4,3.5,6,285,10.0,3.6,3.4,4.0,117.9,201.8,75.0,68.0,4643,40.8,41.8,7,83.0,17,23,0,1,1,0,0,1,0,0
549,26998.0,2017,29000,4,3.5,6,287,10.3,3.64,3.41,4.0,117.9,201.8,75.9,68.0,4637,42.6,41.8,7,20.0,16,22,0,1,0,1,0,1,0,0
550,6998.0,2008,117000,2,2.0,4,140,10.0,3.44,3.27,2.0,102.9,175.0,78.0,58.0,2623,41.7,39.2,5,14.0,24,35,0,0,0,0,1,1,0,0
